,index,set
0,16494,train
1,20604,train
2,25744,train
3,18248,train
4,21604,train
5,21534,train
6,28357,train
7,3436,train
8,17116,train
9,4695,train
10,15716,train
11,2508,train
12,9355,train
13,29202,train
14,15926,train
15,14290,train
16,2475,train
17,4287,train
18,19980,train
19,22361,train
20,26822,train
21,26546,train
22,13278,train
23,21299,train
24,9346,train
25,20559,train
26,18552,train
27,15112,train
28,23645,train
29,25265,train
30,8728,train
31,10298,train
32,24641,train
33,375,train
34,6237,train
35,6685,train
36,8130,train
37,6180,train
38,11283,train
39,13116,train
40,20464,train
41,8730,train
42,12842,train
43,5512,train
44,20538,train
45,9615,train
46,20743,train
47,13158,train
48,23228,train
49,9520,train
50,29412,train
51,22477,train
52,25348,train
53,19441,train
54,20605,train
55,19035,train
56,10920,train
57,13610,train
58,730,train
59,4217,train
60,26015,train
61,19317,train
62,8824,train
63,23961,train
64,1190,train
65,133,train
66,28744,train
67,13001,train
68,28402,train
69,2231,train
70,12462,train
71,8519,train
72,2207,train
73,18106,train
74,24879,train
75,18378,train
76,8055,train
77,29458,train
78,9368,train
79,20756,train
80,2491,train
81,14684,train
82,27640,train
83,29104,train
84,24865,train
85,843,train
86,3302,train
87,7175,train
88,7478,train
89,23277,train
90,10683,train
91,7581,train
92,14489,train
93,50,train
94,124,train
95,21455,train
96,11775,train
97,9743,train
98,22539,train
99,14509,train
100,319,train
101,21638,train
102,22813,train
103,12897,train
104,10215,train
105,2429,train
106,1484,train
107,13543,train
108,488,train
109,11410,train
110,28504,train
111,19976,train
112,20142,train
113,27654,train
114,762,train
115,13798,train
116,29634,train
117,3252,train
118,25324,train
119,7720,train
120,29595,train
121,1422,train
122,26593,train
123,845,train
124,25043,train
125,29249,train
126,8516,train
127,2459,train
128,5918,train
129,27254,train
130,20742,train
131,3209,train
132,9666,train
133,2309,train
134,19791,train
135,11762,train
136,506,train
137,438,train
138,12187,train
139,121,train
140,20845,train
141,8898,train
142,26987,train
143,914,train
144,16756,train
145,29261,train
146,4266,train
147,14586,train
148,8430,train
149,26267,train
150,22590,train
151,19886,train
152,16387,train
153,29788,train
154,20203,train
155,16708,train
156,14990,train
157,6815,train
158,22420,train
159,4421,train
160,27238,train
161,4712,train
162,22998,train
163,6928,train
164,29655,train
165,8623,train
166,1446,train
167,6624,train
168,29880,train
169,6938,train
170,26025,train
171,10057,train
172,25677,train
173,5189,train
174,1410,train
175,17770,train
176,13282,train
177,8980,train
178,24,train
179,6573,train
180,25121,train
181,29899,train
182,20137,train
183,1370,train
184,9604,train
185,20863,train
186,19736,train
187,20643,train
188,24599,train
189,8213,train
190,10291,train
191,4647,train
192,22148,train
193,14529,train
194,9543,train
195,14600,train
196,2385,train
197,8079,train
198,2312,train
199,27276,train
200,25692,train
201,24140,train
202,18367,train
203,13578,train
204,22475,train
205,15880,train
206,18765,train
207,14666,train
208,13216,train
209,4777,train
210,19956,train
211,27452,train
212,9395,train
213,14845,train
214,11921,train
215,15085,train
216,9328,train
217,17787,train
218,16196,train
219,29032,train
220,16239,train
221,1724,train
222,22039,train
223,1878,train
224,6470,train
225,2588,train
226,29700,train
227,18334,train
228,13658,train
229,27576,train
230,21508,train
231,3842,train
232,23330,train
233,21888,train
234,24607,train
235,9187,train
236,19364,train
237,4391,train
238,14876,train
239,29775,train
240,19315,train
241,8333,train
242,21631,train
243,5259,train
244,27995,train
245,3252,train
246,1613,train
247,2768,train
248,22995,train
249,20350,train
250,1740,train
251,9838,train
252,26383,train
253,10926,train
254,23573,train
255,6347,train
256,23308,train
257,29198,train
258,14426,train
259,22015,train
260,13450,train
261,479,train
262,2489,train
263,7139,train
264,16287,train
265,22692,train
266,18438,train
267,27189,train
268,22605,train
269,27240,train
270,3387,train
271,22383,train
272,11946,train
273,29049,train
274,7941,train
275,3389,train
276,6648,train
277,23942,train
278,7537,train
279,25512,train
280,19325,train
281,5369,train
282,14228,train
283,8517,train
284,29192,train
285,238,train
286,5254,train
287,21069,train
288,10243,train
289,23898,train
290,3798,train
291,11799,train
292,22257,train
293,7413,train
294,1882,train
295,23951,train
296,6874,train
297,439,train
298,28294,train
299,18668,train
300,29737,train
301,12868,train
302,25933,train
303,19836,train
304,17980,train
305,27686,train
306,22637,train
307,22596,train
308,4739,train
309,601,train
310,25287,train
311,4742,train
312,18503,train
313,656,train
314,6844,train
315,88,train
316,14904,train
317,7430,train
318,10566,train
319,15401,train
320,12132,train
321,14136,train
322,20645,train
323,8056,train
324,26915,train
325,21868,train
326,27232,train
327,954,train
328,8338,train
329,12882,train
330,6374,train
331,17690,train
332,15323,train
333,21262,train
334,7035,train
335,8160,train
336,1254,train
337,11650,train
338,15285,train
339,7668,train
340,702,train
341,16953,train
342,15288,train
343,6330,train
344,21560,train
345,553,train
346,25096,train
347,22714,train
348,17521,train
349,28278,train
350,17016,train
351,18113,train
352,22588,train
353,8475,train
354,20858,train
355,10569,train
356,11202,train
357,28904,train
358,29196,train
359,18854,train
360,20049,train
361,29287,train
362,21969,train
363,23650,train
364,10131,train
365,24526,train
366,12745,train
367,6016,train
368,16167,train
369,2951,train
370,23603,train
371,5033,train
372,25204,train
373,5063,train
374,23277,train
375,23819,train
376,21940,train
377,28941,train
378,17016,train
379,12726,train
380,12076,train
381,16848,train
382,1270,train
383,12532,train
384,18720,train
385,12111,train
386,22632,train
387,8409,train
388,7661,train
389,266,train
390,21768,train
391,2759,train
392,13106,train
393,11859,train
394,23298,train
395,28128,train
396,24534,train
397,25309,train
398,16957,train
399,20146,train
400,10891,train
401,28605,train
402,11855,train
403,27054,train
404,15150,train
405,25292,train
406,24143,train
407,2106,train
408,24825,train
409,27618,train
410,2110,train
411,13876,train
412,12229,train
413,24248,train
414,19144,train
415,29542,train
416,2104,train
417,20228,train
418,6738,train
419,9254,train
420,18300,train
421,24968,train
422,3274,train
423,11191,train
424,16522,train
425,8023,train
426,11718,train
427,11588,train
428,1860,train
429,18206,train
430,28603,train
431,5549,train
432,9497,train
433,19172,train
434,5016,train
435,20441,train
436,3735,train
437,27126,train
438,9266,train
439,18465,train
440,19264,train
441,2926,train
442,1178,train
443,14649,train
444,3903,train
445,23638,train
446,24283,train
447,14302,train
448,15448,train
449,22409,train
450,27605,train
451,7921,train
452,16408,train
453,28378,train
454,1654,train
455,25497,train
456,15740,train
457,17349,train
458,21798,train
459,15014,train
460,27225,train
461,18879,train
462,9615,train
463,9231,train
464,18749,train
465,22113,train
466,3169,train
467,25382,train
468,20921,train
469,5684,train
470,4237,train
471,6310,train
472,16547,train
473,9033,train
474,27781,train
475,18465,train
476,5553,train
477,17161,train
478,8946,train
479,15273,train
480,7701,train
481,27383,train
482,3350,train
483,27415,train
484,26878,train
485,17611,train
486,7536,train
487,21753,train
488,18036,train
489,4652,train
490,2110,train
491,3417,train
492,6066,train
493,4769,train
494,26135,train
495,2856,train
496,11964,train
497,27475,train
498,19653,train
499,11332,train
500,8134,val
501,10527,val
502,26597,val
503,22381,val
504,19062,val
505,26066,val
506,6743,val
507,13856,val
508,25139,val
509,8231,val
510,20421,val
511,3266,val
512,3109,val
513,25292,val
514,4568,val
515,12180,val
516,3711,val
517,14661,val
518,15279,val
519,28733,val
520,29132,val
521,15535,val
522,25514,val
523,25603,val
524,26437,val
525,9487,val
526,3884,val
527,238,val
528,5001,val
529,14127,val
530,27002,val
531,16910,val
532,18899,val
533,3373,val
534,12366,val
535,28666,val
536,23335,val
537,23899,val
538,11638,val
539,6787,val
540,1928,val
541,13816,val
542,23371,val
543,1796,val
544,6809,val
545,22727,val
546,7281,val
547,20813,val
548,1406,val
549,22039,val
550,7777,val
551,19088,val
552,4705,val
553,17922,val
554,22826,val
555,12140,val
556,29428,val
557,3786,val
558,18730,val
559,18899,val
560,2911,val
561,16880,val
562,15338,val
563,20720,val
564,15422,val
565,28567,val
566,18544,val
567,25387,val
568,26202,val
569,15312,val
570,10629,val
571,27260,val
572,20836,val
573,4332,val
574,28321,val
575,388,val
576,15777,val
577,220,val
578,4389,val
579,348,val
580,28876,val
581,1175,val
582,9779,val
583,15684,val
584,28169,val
585,13622,val
586,26330,val
587,10505,val
588,2152,val
589,15265,val
590,12606,val
591,24194,val
592,9291,val
593,27214,val
594,10791,val
595,25699,val
596,26785,val
597,29436,val
598,1036,val
599,11948,val
600,25219,val
601,26610,val
602,5762,val
603,29388,val
604,25031,val
605,19896,val
606,26559,val
607,11883,val
608,4647,test
609,572,test
610,4564,test
611,3629,test
612,1293,test
613,2312,test
614,2928,test
615,3495,test
616,3090,test
617,3137,test
618,4492,test
619,4690,test
620,240,test
621,3101,test
622,4923,test
623,4120,test
624,1016,test
625,2610,test
626,131,test
627,4149,test
628,1841,test
629,2471,test
630,572,test
631,4851,test
632,958,test
633,882,test
634,2916,test
635,2560,test
636,3181,test
637,2498,test
638,2076,test
639,3557,test
640,1746,test
641,1735,test
642,866,test
643,3417,test
644,4464,test
645,763,test
646,3902,test
647,1929,test
648,3183,test
649,837,test
650,4994,test
651,189,test
652,3359,test
653,347,test
654,550,test
655,4211,test
656,3893,test
657,4659,test
658,2769,test
659,400,test
660,4849,test
661,2525,test
662,2747,test
663,4694,test
664,2734,test
665,3396,test
666,3155,test
667,750,test
668,4868,test
669,2472,test
670,3435,test
671,3096,test
672,2234,test
673,2390,test
674,3194,test
675,4827,test
676,3604,test
677,366,test
678,3816,test
679,3392,test
680,1332,test
681,3515,test
682,2283,test
683,2390,test
684,1770,test
685,2701,test
686,3488,test
687,821,test
688,3077,test
689,4575,test
690,3895,test
691,1711,test
692,670,test
693,1689,test
694,3543,test
695,246,test
696,2407,test
697,2109,test
698,3736,test
699,557,test
700,2789,test
701,3196,test
702,2862,test
703,4199,test
704,3630,test
