,index,set
0,6284,train
1,24662,train
2,9088,train
3,11046,train
4,18593,train
5,8574,train
6,897,train
7,10651,train
8,21708,train
9,21091,train
10,3015,train
11,24500,train
12,25360,train
13,19814,train
14,5511,train
15,18903,train
16,16628,train
17,11443,train
18,27516,train
19,18719,train
20,10020,train
21,7142,train
22,19351,train
23,22489,train
24,22092,train
25,18921,train
26,13416,train
27,4580,train
28,3881,train
29,27320,train
30,20571,train
31,2692,train
32,4030,train
33,11852,train
34,18741,train
35,631,train
36,10616,train
37,26959,train
38,8853,train
39,7907,train
40,2821,train
41,25018,train
42,8948,train
43,26128,train
44,24308,train
45,11516,train
46,20931,train
47,3545,train
48,17725,train
49,7101,train
50,2314,train
51,17985,train
52,27199,train
53,21527,train
54,12182,train
55,20664,train
56,24416,train
57,15912,train
58,23781,train
59,16073,train
60,15800,train
61,10242,train
62,3997,train
63,15888,train
64,10487,train
65,2249,train
66,8606,train
67,15528,train
68,22524,train
69,12458,train
70,12787,train
71,12310,train
72,8574,train
73,19207,train
74,22106,train
75,3508,train
76,22177,train
77,7569,train
78,27773,train
79,3496,train
80,16178,train
81,2864,train
82,9258,train
83,26895,train
84,26819,train
85,25845,train
86,29451,train
87,13520,train
88,13363,train
89,24138,train
90,13159,train
91,14949,train
92,14593,train
93,3784,train
94,8281,train
95,16627,train
96,9639,train
97,799,train
98,5868,train
99,25667,train
100,3106,train
101,26802,train
102,3409,train
103,23767,train
104,12814,train
105,4770,train
106,25233,train
107,24549,train
108,24404,train
109,21957,train
110,26492,train
111,20793,train
112,23336,train
113,17150,train
114,22058,train
115,1652,train
116,28703,train
117,17725,train
118,27258,train
119,24993,train
120,26590,train
121,9069,train
122,12764,train
123,12172,train
124,18292,train
125,29015,train
126,13082,train
127,15988,train
128,17101,train
129,15193,train
130,8645,train
131,1540,train
132,659,train
133,17454,train
134,29287,train
135,11761,train
136,2199,train
137,27564,train
138,22278,train
139,29955,train
140,19698,train
141,903,train
142,3912,train
143,17528,train
144,17336,train
145,577,train
146,15267,train
147,22341,train
148,15934,train
149,25612,train
150,10064,train
151,22981,train
152,8320,train
153,28092,train
154,21673,train
155,20068,train
156,6127,train
157,1438,train
158,2167,train
159,9346,train
160,16860,train
161,3075,train
162,13962,train
163,6398,train
164,29017,train
165,25183,train
166,4835,train
167,1591,train
168,3015,train
169,995,train
170,9707,train
171,29298,train
172,8372,train
173,24982,train
174,20781,train
175,17507,train
176,8707,train
177,552,train
178,28533,train
179,9856,train
180,27479,train
181,25249,train
182,16975,train
183,23321,train
184,15007,train
185,4950,train
186,19131,train
187,7024,train
188,9334,train
189,20706,train
190,15574,train
191,27860,train
192,36,train
193,22274,train
194,25596,train
195,12349,train
196,17592,train
197,7157,train
198,4591,train
199,28686,train
200,25694,train
201,24409,train
202,9213,train
203,5344,train
204,16933,train
205,13657,train
206,7709,train
207,9372,train
208,13350,train
209,19116,train
210,2824,train
211,6935,train
212,29737,train
213,26797,train
214,28053,train
215,28252,train
216,19614,train
217,28694,train
218,13097,train
219,21654,train
220,28485,train
221,17910,train
222,209,train
223,6705,train
224,9151,train
225,1751,train
226,696,train
227,16510,train
228,25117,train
229,10599,train
230,21111,train
231,23150,train
232,1978,train
233,10918,train
234,4831,train
235,15259,train
236,19792,train
237,17948,train
238,12647,train
239,2160,train
240,11678,train
241,485,train
242,29870,train
243,11198,train
244,8263,train
245,23507,train
246,9686,train
247,14058,train
248,18775,train
249,12414,train
250,15771,train
251,12653,train
252,19425,train
253,26550,train
254,22572,train
255,8666,train
256,25281,train
257,1264,train
258,15543,train
259,8174,train
260,10856,train
261,11522,train
262,1300,train
263,29330,train
264,21316,train
265,17470,train
266,11049,train
267,12461,train
268,13976,train
269,26917,train
270,13314,train
271,20547,train
272,10542,train
273,292,train
274,9038,train
275,29099,train
276,10085,train
277,27034,train
278,1561,train
279,3081,train
280,18900,train
281,2700,train
282,11340,train
283,7196,train
284,29591,train
285,18160,train
286,403,train
287,7657,train
288,5808,train
289,3087,train
290,27554,train
291,11040,train
292,6368,train
293,12486,train
294,19766,train
295,10993,train
296,26045,train
297,14672,train
298,12390,train
299,18393,train
300,29072,train
301,21897,train
302,22820,train
303,17478,train
304,25030,train
305,25934,train
306,21121,train
307,22562,train
308,5565,train
309,28200,train
310,10196,train
311,12219,train
312,19345,train
313,7944,train
314,24483,train
315,24627,train
316,29670,train
317,18906,train
318,6547,train
319,5117,train
320,12673,train
321,25486,train
322,4531,train
323,15429,train
324,21952,train
325,19702,train
326,9397,train
327,2526,train
328,20269,train
329,12931,train
330,24933,train
331,24978,train
332,28364,train
333,23622,train
