,index,set
0,13310,train
1,15025,train
2,8807,train
3,901,train
4,28051,train
5,2712,train
6,29164,train
7,10478,train
8,12155,train
9,13792,train
10,9781,train
11,4603,train
12,8173,train
13,18301,train
14,18800,train
15,20183,train
16,116,train
17,12544,train
18,3397,train
19,29389,train
20,17132,train
21,23118,train
22,24006,train
23,17143,train
24,18643,train
25,12289,train
26,15275,train
27,9855,train
28,13306,train
29,4240,train
30,9908,train
31,14011,train
32,14854,train
33,8948,train
34,6482,train
35,20562,train
36,24682,train
37,28559,train
38,11557,train
39,6358,train
40,8597,train
41,4447,train
42,27356,train
43,1701,train
44,2645,train
45,9376,train
46,9443,train
47,21225,train
48,2302,train
49,6813,train
50,17705,train
51,18314,train
52,11553,train
53,24326,train
54,15978,train
55,4093,train
56,18193,train
57,24852,train
58,17364,train
59,13374,train
60,4924,train
61,1216,train
62,20689,train
63,19963,train
64,25905,train
65,17124,train
66,20672,train
67,2796,train
68,29659,train
69,6804,train
70,29439,train
71,13708,train
72,10469,train
73,25990,train
74,28687,train
75,7614,train
76,21627,train
77,29947,train
78,17270,train
79,5948,train
80,29989,train
81,4230,train
82,16689,train
83,647,train
84,673,train
85,371,train
86,18276,train
87,337,train
88,20193,train
89,9133,train
90,18360,train
91,14905,train
92,23941,train
93,19170,train
94,1915,train
95,25849,train
96,12513,train
97,8374,train
98,18241,train
99,21554,train
100,5023,train
101,29377,train
102,2822,train
103,26463,train
104,28632,train
105,2931,train
106,28625,train
107,28855,train
108,29298,train
109,13384,train
110,6210,train
111,29440,train
112,24361,train
113,29185,train
114,13040,train
115,25897,train
116,22727,train
117,12041,train
118,11944,train
119,18021,train
120,26241,train
121,23321,train
122,665,train
123,21216,train
124,507,train
125,9130,train
126,26963,train
127,3770,train
128,7715,train
129,26039,train
130,26403,train
131,24169,train
132,13135,train
133,10158,train
134,26955,train
135,7199,train
136,6055,train
137,22204,train
138,6207,train
139,24455,train
140,21483,train
141,19497,train
142,9334,train
143,21956,train
144,17498,train
145,21530,train
146,28508,train
147,27761,train
148,22198,train
149,18679,train
150,4488,train
151,8937,train
152,9062,train
153,11653,train
154,26066,train
155,3952,train
156,9475,train
157,11747,train
158,3321,train
159,27700,train
160,14361,train
161,8843,train
162,13581,train
163,17405,train
164,1229,train
165,6841,train
166,15509,train
167,26542,train
168,19812,train
169,8580,train
170,19109,train
171,21231,train
172,24208,train
173,24427,train
174,28286,train
175,15684,train
176,3565,train
177,5040,train
178,2387,train
179,18322,train
180,6948,train
181,6439,train
182,4426,train
183,16795,train
184,14726,train
185,22786,train
186,8244,train
187,7128,train
188,7027,train
189,3179,train
190,21093,train
191,7964,train
192,14797,train
193,29156,train
194,27565,train
195,8859,train
196,14296,train
197,20642,train
198,6434,train
199,13432,train
200,27524,train
201,27482,train
202,17493,train
203,3648,train
204,14362,train
205,22904,train
206,14352,train
207,13418,train
208,21390,train
209,16440,train
210,21929,train
211,15304,train
212,26538,train
213,11980,train
214,5876,train
215,13193,train
216,20194,train
217,27508,train
218,28218,train
219,22923,train
220,7942,train
221,3432,train
222,28774,train
223,26796,train
224,12129,train
225,1593,train
226,16617,train
227,23285,train
228,25157,train
229,13508,train
230,17220,train
231,11931,train
232,3696,train
233,2666,train
234,14162,train
235,16347,train
236,21448,train
237,25481,train
238,11610,train
239,17497,train
240,20552,train
241,20166,train
242,5260,train
243,4765,train
244,5505,train
245,10597,train
246,10861,train
247,13734,train
248,20556,train
249,4346,train
250,22174,train
251,10312,train
252,13168,train
253,25450,train
254,28937,train
255,17510,train
256,2452,train
257,3028,train
258,27356,train
259,8825,train
260,17061,train
261,11211,train
262,20962,train
263,25263,train
264,18486,train
265,19871,train
266,7693,train
267,769,train
268,17536,train
269,7428,train
270,2455,train
271,14505,train
272,29219,train
273,29554,train
274,15453,train
275,22651,train
276,24135,train
277,26638,train
278,12680,train
279,12439,train
280,1868,train
281,10009,train
282,3568,train
283,9812,train
284,6354,train
