,index,set
0,17382,train
1,28346,train
2,22542,train
3,17435,train
4,23278,train
5,3552,train
6,5945,train
7,27664,train
8,23903,train
9,23503,train
10,11465,train
11,26777,train
12,28281,train
13,15878,train
14,14909,train
15,20068,train
16,22787,train
17,22875,train
18,16569,train
19,11137,train
20,5503,train
21,11348,train
22,9325,train
23,4832,train
24,21119,train
25,4059,train
26,24978,train
27,26378,train
28,27958,train
29,20963,train
30,27919,train
31,29846,train
32,12162,train
33,21551,train
34,19671,train
35,15666,train
36,3066,train
37,2368,train
38,29199,train
39,17045,train
40,9666,train
41,25455,train
42,1302,train
43,18849,train
44,28967,train
45,28721,train
46,13798,train
47,5973,train
48,20170,train
49,268,train
50,24877,train
51,5299,train
52,5456,train
53,21672,train
54,2660,train
55,19280,train
56,4027,train
57,29413,train
58,14086,train
59,25876,train
60,15121,train
61,18976,train
62,3296,train
63,19645,train
64,7331,train
65,29573,train
66,13255,train
67,27725,train
68,13206,train
69,18111,train
70,27435,train
71,22025,train
72,20094,train
73,29912,train
74,14715,train
75,3982,train
76,6266,train
77,17681,train
78,27801,train
79,4125,train
80,2513,train
81,15017,train
82,21674,train
83,22847,train
84,9307,train
85,19313,train
86,28638,train
87,22810,train
88,24317,train
89,28151,train
90,29322,train
91,4029,train
92,5736,train
93,12982,train
94,5542,train
95,11228,train
96,14074,train
97,17810,train
98,18864,train
99,22292,train
100,10107,train
101,8107,train
102,26866,train
103,13374,train
104,11483,train
105,17288,train
106,21930,train
107,2960,train
108,3831,train
109,23056,train
110,16167,train
111,866,train
112,20165,train
113,22986,train
114,20205,train
115,12447,train
116,18247,train
117,15181,train
118,26896,train
119,25527,train
120,3239,train
121,16624,train
122,11553,train
123,23663,train
124,25569,train
125,10560,train
126,28303,train
127,23346,train
128,15315,train
129,16532,train
130,15000,train
131,7428,train
132,23573,train
133,29426,train
134,20606,train
135,12669,train
136,3979,train
137,517,train
138,3934,train
139,1237,train
140,3019,train
141,1223,train
142,16609,train
143,23967,train
144,27427,train
145,15137,train
146,17734,train
147,9173,train
148,24826,train
149,19031,train
150,2520,train
151,15615,train
152,4653,train
153,22872,train
154,15045,train
155,29638,train
