,index,set
0,14389,train
1,20487,train
2,27155,train
3,7640,train
4,8412,train
5,17609,train
6,10340,train
7,3683,train
8,4430,train
9,6796,train
10,16677,train
11,24512,train
12,28033,train
13,25610,train
14,11676,train
15,12030,train
16,6592,train
17,13546,train
18,6926,train
19,24077,train
20,23015,train
21,11944,train
22,28459,train
23,9706,train
24,6820,train
25,20390,train
26,15785,train
27,18230,train
28,25690,train
29,14504,train
30,23034,train
31,27984,train
32,29306,train
33,13194,train
34,9692,train
35,23428,train
36,2487,train
37,9758,train
38,12739,train
39,640,train
40,23911,train
41,12074,train
42,103,train
43,8014,train
44,9759,train
45,23312,train
46,18982,train
47,3258,train
48,7393,train
49,4618,train
50,6432,train
51,20583,train
52,8700,train
53,6168,train
54,9416,train
55,2177,train
56,6864,train
57,17261,train
58,14623,train
59,9054,train
60,6737,train
61,16925,train
62,333,train
63,23715,train
64,2219,train
65,2446,train
66,17371,train
67,7262,train
68,7697,train
69,23410,train
70,6902,train
71,19954,train
72,26361,train
73,9756,train
74,4484,train
75,35,train
76,2060,train
77,14301,train
78,9656,train
79,15926,train
80,29568,train
81,3376,train
82,3331,train
83,27326,train
84,21383,train
85,16075,train
86,18064,train
87,9376,train
88,1209,train
89,23453,train
90,19389,train
91,27739,train
92,6426,train
93,25776,train
94,10302,train
95,12036,train
96,25456,train
97,21447,train
98,27535,train
99,24471,train
100,27897,train
101,22120,train
102,25757,train
103,23968,train
104,23601,train
105,1818,train
106,18472,train
107,2736,train
108,10242,train
109,26638,train
110,14173,train
111,18801,train
112,14711,train
113,25221,train
114,15740,train
115,6688,train
116,12852,train
117,681,train
118,18003,train
119,17743,train
120,23738,train
121,29230,train
122,29409,train
123,23077,train
124,9677,train
125,24925,train
126,19860,train
127,18812,train
128,20808,train
129,15611,train
130,16326,train
131,20061,train
132,23627,train
133,4915,train
134,16002,train
135,29796,train
136,18743,train
137,13229,train
138,14775,train
139,27421,train
140,1494,train
141,14308,train
142,22478,train
143,1760,train
144,1265,train
145,28045,train
146,16921,train
147,25995,train
148,23748,train
149,28565,train
150,16903,train
151,1641,train
152,2599,train
153,16237,train
154,2223,train
155,5083,train
156,28781,train
157,24924,train
158,11717,train
159,17144,train
160,13537,train
161,12918,train
162,13527,train
163,5264,train
164,14223,train
165,17586,train
166,6854,train
167,29364,train
168,18267,train
169,25489,train
170,15213,train
171,16213,train
172,4886,train
173,5026,train
174,13455,train
175,5830,train
176,4516,train
177,13271,train
178,17109,train
179,3971,train
180,24229,train
181,11455,train
182,27269,train
183,6325,train
184,28350,train
185,18050,train
186,278,train
187,27317,train
188,7605,train
189,25204,train
190,12233,train
191,1137,train
192,24961,train
193,15678,train
194,24946,train
195,10738,train
196,7200,train
197,7679,train
198,24253,train
199,26364,train
200,17100,train
201,8683,train
202,7598,train
203,17225,train
204,24636,train
205,26532,train
206,26066,train
207,11804,train
208,6382,train
209,16165,train
210,6479,train
211,20358,train
212,15513,train
213,14551,train
214,29317,train
215,11063,train
216,24412,train
217,11997,train
218,26583,train
219,7501,train
220,21404,train
221,19387,train
222,29593,train
223,1678,train
224,16833,train
225,18792,train
226,5948,train
227,19235,train
228,3733,train
229,16265,train
230,343,train
231,17882,train
232,10498,train
233,1457,train
234,11519,train
235,11559,train
236,21966,train
237,7989,train
238,17935,train
239,15147,train
240,23501,train
241,7581,train
242,20659,train
243,18009,train
244,18923,train
245,23438,train
246,3648,train
247,14475,train
248,8327,train
249,11023,train
250,25900,train
251,16483,train
252,10458,train
253,2260,train
254,2683,train
255,1031,train
256,29678,train
257,21886,train
258,22851,train
259,29521,train
260,24977,train
261,18516,train
262,28093,train
263,25826,train
264,7472,train
265,16808,train
266,29624,train
267,18992,train
268,5034,train
269,3432,train
270,27838,train
271,17684,train
