,index,set
0,10861,train
1,1919,train
2,3169,train
3,23939,train
4,7748,train
5,754,train
6,23009,train
7,18214,train
8,17720,train
9,19620,train
10,12034,train
11,14809,train
12,18577,train
13,11673,train
14,19012,train
15,10721,train
16,23435,train
17,17686,train
18,27051,train
19,22060,train
20,22081,train
21,12440,train
22,667,train
23,10122,train
24,20626,train
25,3884,train
26,587,train
27,22387,train
28,6765,train
29,2939,train
30,9131,train
31,25865,train
32,25241,train
33,20253,train
34,2979,train
35,11306,train
36,25834,train
37,28023,train
38,1154,train
39,26388,train
40,26178,train
41,5482,train
42,18069,train
43,24436,train
44,1630,train
45,7079,train
46,16788,train
47,505,train
48,4924,train
49,25224,train
50,20835,train
51,18036,train
52,29630,train
53,19482,train
54,23040,train
55,16194,train
56,7671,train
57,14643,train
58,10666,train
59,1468,train
60,28892,train
61,26848,train
62,21630,train
63,1824,train
64,14674,train
65,27548,train
66,18111,train
67,24896,train
68,9500,train
69,28465,train
70,24162,train
71,10476,train
72,27581,train
73,3220,train
74,10647,train
75,8323,train
76,7027,train
77,10089,train
78,21864,train
79,2869,train
80,1181,train
81,17115,train
82,15148,train
83,25695,train
84,25643,train
85,15100,train
86,28793,train
87,20795,train
88,9480,train
89,13184,train
90,9133,train
91,4228,train
92,3509,train
93,19593,train
94,8480,train
95,20056,train
96,3886,train
97,25814,train
98,12398,train
99,6337,train
100,9309,train
101,24043,train
102,1991,train
103,14826,train
104,17974,train
105,23359,train
106,9222,train
107,24354,train
108,1429,train
109,22401,train
110,4094,train
111,25331,train
112,15968,train
113,1744,train
114,25785,train
115,27172,train
116,15198,train
117,17538,train
118,25111,train
119,19048,train
120,22299,train
121,4732,train
122,28438,train
123,3380,train
124,16708,train
125,26378,train
126,24017,train
127,28461,train
128,1722,train
129,10609,train
130,10014,train
131,8245,train
132,13576,train
133,13976,train
134,26716,train
135,10249,train
136,27119,train
137,9375,train
138,2411,train
139,5048,train
140,28263,train
141,23147,train
142,15783,train
143,6507,train
144,19525,train
145,10277,train
146,20885,train
147,16764,train
148,22624,train
149,9911,train
150,17380,train
151,8000,train
152,27995,train
153,7973,train
154,16707,train
155,4698,train
156,17492,train
157,11449,train
158,10121,train
159,2522,train
160,7254,train
161,15336,train
162,15566,train
163,13436,train
164,22565,train
165,23797,train
166,15098,train
167,15172,train
168,6907,train
169,28649,train
170,25091,train
171,3177,train
172,24112,train
173,398,train
174,6993,train
175,27544,train
176,4264,train
177,28781,train
178,26234,train
179,6189,train
180,11423,train
181,5076,train
182,12966,train
183,11282,train
184,7341,train
185,27398,train
186,11108,train
187,17699,train
188,27134,train
189,17748,train
190,6592,train
191,9314,train
192,24864,train
193,1660,train
194,1574,train
195,2606,train
196,21665,train
197,4829,train
198,24185,train
199,10426,train
200,24468,train
201,19176,train
202,12077,train
203,19824,train
204,6699,train
205,995,train
206,8340,train
207,25403,train
208,12876,train
209,13485,train
210,15030,train
211,7817,train
212,29280,train
213,10691,train
214,6515,train
215,4189,train
216,1510,train
217,13537,train
218,15510,train
219,5067,train
220,9867,train
221,18463,train
222,25951,train
223,16657,train
224,1648,train
225,17679,train
226,24837,train
227,13964,train
228,3776,train
229,11381,train
230,135,train
231,28726,train
232,23558,train
233,17479,train
234,18060,train
235,22921,train
236,27015,train
237,21239,train
238,3856,train
239,18825,train
240,409,train
241,25565,train
242,14991,train
243,1837,train
244,2393,train
245,23238,train
246,12226,train
247,28498,train
248,4462,train
249,6193,train
250,10155,train
251,8338,train
252,27472,train
253,3227,train
254,28354,train
255,23291,train
256,7076,train
257,3451,train
258,22760,train
259,14182,train
260,20560,train
261,13310,train
262,18208,train
263,5088,train
264,29323,train
265,25076,train
266,22574,train
267,14959,train
268,26836,train
269,19827,train
270,20308,train
271,25961,train
272,29957,train
273,3616,train
274,2380,train
275,21343,train
276,646,train
277,15668,train
278,19883,train
279,17932,train
280,8734,train
281,27738,train
282,13963,train
283,17756,train
284,25855,train
285,13047,train
286,19050,train
287,3456,train
288,11757,train
289,5900,train
290,8907,train
291,27123,train
292,12245,train
293,17634,train
294,5765,train
295,21114,train
296,24200,train
297,22431,train
298,23964,train
299,28996,train
300,12697,train
301,16675,train
302,20596,train
303,1912,train
304,7665,train
305,24739,train
306,22867,train
307,28162,train
308,16328,train
309,4381,train
310,10671,train
311,8249,train
312,17078,train
313,22755,train
314,17757,train
315,15823,train
316,7922,train
317,18771,train
318,15840,train
319,28188,train
320,18809,train
321,5257,train
322,13967,train
323,22459,train
324,23480,train
325,10592,train
326,20985,train
327,29499,train
328,20142,train
329,13411,train
330,16302,train
331,3113,train
332,24378,train
333,28476,train
334,19094,train
335,6316,train
336,9974,train
337,3437,train
338,18980,train
339,21749,train
340,13558,train
341,2415,train
342,22542,train
343,17868,train
344,3149,train
345,595,train
346,15153,train
347,5309,train
348,25288,train
349,13045,train
350,29811,train
351,1858,train
352,11702,train
353,24811,train
354,23184,train
355,23404,train
356,19546,train
