,index,set
0,658,train
1,23639,train
2,28899,train
3,14493,train
4,18421,train
5,20910,train
6,18918,train
7,5845,train
8,7731,train
9,17597,train
10,22400,train
11,29383,train
12,14774,train
13,21632,train
14,22838,train
15,24439,train
16,3088,train
17,12423,train
18,20351,train
19,19251,train
20,11627,train
21,2113,train
22,11581,train
23,2504,train
24,3501,train
25,25074,train
26,4898,train
27,23538,train
28,22895,train
29,11626,train
30,18332,train
31,16839,train
32,6027,train
33,6606,train
34,27789,train
35,14767,train
36,28348,train
37,5264,train
38,17116,train
39,24439,train
40,22126,train
41,20006,train
42,552,train
43,27757,train
44,24632,train
45,21578,train
46,17088,train
47,2115,train
48,976,train
49,24342,train
50,9303,train
51,6943,train
52,9243,train
53,28576,train
54,5187,train
55,25154,train
56,9634,train
57,24668,train
58,14472,train
59,21705,train
60,18488,train
61,12031,train
62,13377,train
63,18619,train
64,11583,train
65,25164,train
66,3375,train
67,23789,train
68,15882,train
69,18456,train
70,4838,train
71,2747,train
72,11123,train
73,9572,train
74,17676,train
75,74,train
76,15241,train
77,13489,train
78,29283,train
79,15677,train
80,25618,train
81,11142,train
82,22167,train
83,18067,train
84,16535,train
85,23033,train
86,25699,train
87,23816,train
88,29658,train
89,24611,train
90,24701,train
91,18915,train
92,3723,train
93,21986,train
94,14152,train
95,1517,train
96,19842,train
97,27111,train
98,25670,train
99,6526,train
100,6467,train
101,5389,train
102,142,train
103,29370,train
104,16196,train
105,12470,train
106,7998,train
107,26379,train
108,9972,train
109,1951,train
110,3449,train
111,20767,train
112,16029,train
113,2939,train
114,6346,train
115,27963,train
116,7036,train
117,22531,train
118,15389,train
119,4288,train
120,1528,train
121,13925,train
122,2833,train
123,20773,train
124,16762,train
125,613,train
126,22592,train
127,1981,train
128,6372,train
129,5798,train
130,17687,train
131,22719,train
132,11352,train
133,6289,train
134,17145,train
135,29197,train
136,28615,train
137,6551,train
138,8855,train
139,18511,train
140,8571,train
141,12524,train
142,6857,train
143,26927,train
144,15584,train
145,797,train
146,1150,train
147,17534,train
148,27497,train
149,14603,train
150,5541,train
151,24703,train
152,25240,train
153,20427,train
154,3894,train
155,3483,train
156,12052,train
157,16428,train
158,18268,train
159,19092,train
160,10841,train
161,1472,train
162,21732,train
163,16144,train
164,8801,train
165,19488,train
166,16758,train
167,22530,train
168,10454,train
169,26010,train
170,8567,train
171,17587,train
172,18172,train
173,15710,train
174,20522,train
175,16244,train
176,22092,train
177,21415,train
178,15197,train
179,19534,train
180,2469,train
181,11619,train
182,11769,train
183,3512,train
184,7618,train
185,6953,train
186,27485,train
187,2435,train
188,15206,train
189,2609,train
190,20353,train
191,27347,train
192,28962,train
193,21280,train
194,27006,train
195,17878,train
196,24351,train
197,28707,train
198,29890,train
199,16825,train
200,5705,train
201,26836,train
202,7654,train
203,17186,train
204,18360,train
205,28896,train
206,23497,train
207,17500,train
208,24437,train
209,1584,train
210,25317,train
211,27526,train
212,8494,train
213,4400,train
214,15778,train
215,29508,train
216,19863,train
217,20493,train
218,9905,train
219,13863,train
220,1732,train
221,16527,train
222,17837,train
223,18989,train
224,1014,train
225,3308,train
226,24950,train
227,25841,train
228,24416,train
229,19318,train
230,6651,train
231,16854,train
232,2519,train
233,19028,train
234,14442,train
235,5875,train
236,20285,train
237,707,train
238,23350,train
239,27810,train
240,25712,train
241,9345,train
242,7792,train
243,10038,train
244,13076,train
245,19946,train
246,21628,train
247,27460,train
248,28136,train
249,11711,train
250,3544,train
251,26280,train
252,24019,train
253,18112,train
254,10651,train
255,2366,train
256,15175,train
257,11324,train
258,23334,train
259,10990,train
260,1051,train
261,9909,train
262,23400,train
263,16853,train
264,17490,train
265,29578,train
266,10545,train
267,8262,train
268,1701,train
269,2792,train
270,15277,train
271,21236,train
272,23136,train
273,12562,train
274,27319,train
275,29148,train
276,9942,train
277,5865,train
278,23782,train
279,25030,train
280,11418,train
281,10314,train
