,index,set
0,12774,train
1,6721,train
2,16045,train
3,1780,train
4,5106,train
5,13650,train
6,19675,train
7,18128,train
8,6749,train
9,20953,train
10,27102,train
11,5131,train
12,6175,train
13,1612,train
14,4483,train
15,12667,train
16,26825,train
17,19426,train
18,5914,train
19,1404,train
20,5965,train
21,17531,train
22,8002,train
23,28490,train
24,25709,train
25,15245,train
26,17823,train
27,10509,train
28,19971,train
29,2753,train
30,16329,train
31,3595,train
32,12424,train
33,6700,train
34,6005,train
35,641,train
36,13253,train
37,20111,train
38,10581,train
39,26211,train
40,14447,train
41,16509,train
42,15104,train
43,25891,train
44,25221,train
45,4704,train
46,23931,train
47,1372,train
48,24120,train
49,20793,train
50,18711,train
51,2757,train
52,17875,train
53,14813,train
54,16577,train
55,14167,train
56,11777,train
57,615,train
58,6818,train
59,21434,train
60,24288,train
61,19282,train
62,27653,train
63,9182,train
64,25390,train
65,9125,train
66,3099,train
67,3529,train
68,12614,train
69,4301,train
70,22007,train
71,2968,train
72,18049,train
73,29919,train
74,9508,train
75,4833,train
76,13913,train
77,9331,train
78,21666,train
79,17987,train
80,19350,train
81,6330,train
82,23455,train
83,27426,train
84,18792,train
85,3447,train
86,5923,train
87,9434,train
88,18098,train
89,9144,train
90,27911,train
91,24090,train
92,1245,train
93,17905,train
94,16175,train
95,29745,train
96,138,train
97,16237,train
98,21284,train
99,2200,train
100,13443,train
101,26531,train
102,21478,train
103,2595,train
104,29090,train
105,4180,train
106,24689,train
107,7131,train
108,16382,train
109,9019,train
110,26089,train
111,13749,train
112,14371,train
113,28081,train
114,12406,train
115,22309,train
116,29088,train
117,28863,train
118,21448,train
119,28959,train
120,16888,train
121,16141,train
122,28985,train
123,27903,train
124,22781,train
125,11724,train
126,6233,train
127,14946,train
128,1578,train
129,1609,train
130,13397,train
131,10549,train
132,14597,train
133,13601,train
134,1927,train
135,19279,train
136,14821,train
137,16744,train
138,23656,train
139,9102,train
140,24493,train
141,12407,train
142,16427,train
143,16549,train
144,26803,train
145,18303,train
146,1168,train
147,26187,train
148,16315,train
149,15574,train
150,9063,train
151,25683,train
152,19845,train
153,16745,train
154,23671,train
155,13686,train
156,9752,train
157,20591,train
158,9314,train
159,7455,train
160,6908,train
161,22622,train
162,23351,train
163,25929,train
164,19543,train
165,23888,train
166,15140,train
167,6436,train
168,23830,train
169,1009,train
170,15060,train
171,17580,train
172,19200,train
173,3970,train
174,28211,train
175,23531,train
176,2650,train
177,885,train
178,12832,train
179,27986,train
180,21050,train
181,28689,train
182,13825,train
183,19635,train
184,24609,train
185,8180,train
186,29826,train
187,27638,train
188,1768,train
189,24093,train
190,4083,train
191,21133,train
192,26057,train
193,22875,train
194,17223,train
195,3550,train
196,25757,train
197,24763,train
198,23776,train
199,13375,train
200,22410,train
201,10349,train
202,27604,train
203,10100,train
204,2966,train
205,8026,train
206,8727,train
207,5491,train
208,27105,train
209,2500,train
210,1350,train
211,13211,train
212,17030,train
213,6612,train
214,15766,train
215,26745,train
216,28544,train
217,12298,train
218,23520,train
219,28835,train
220,26017,train
221,24136,train
222,5375,train
223,12121,train
224,22889,train
225,9012,train
226,2958,train
227,1902,train
228,29085,train
229,12080,train
230,22421,train
231,1030,train
232,19605,train
233,15095,train
234,8359,train
235,19551,train
236,14399,train
237,4403,train
238,2874,train
239,12946,train
240,9319,train
241,29497,train
242,18288,train
243,1418,train
244,14193,train
245,12009,train
246,22201,train
247,26911,train
248,18683,train
249,22336,train
250,28425,train
251,23962,train
252,8769,train
253,14156,train
254,10137,train
255,26992,train
256,22870,train
257,9198,train
258,26241,train
259,22776,train
260,8680,train
261,23558,train
262,23488,train
263,3728,train
264,21226,train
265,27264,train
266,3695,train
267,21088,train
268,9257,train
269,26598,train
270,7929,train
271,10662,train
272,20046,train
273,27647,train
274,17195,train
275,29089,train
276,11092,train
277,23912,train
278,26346,train
279,25813,train
280,12803,train
281,23127,train
282,1729,train
283,26695,train
284,3990,train
285,25241,train
286,22859,train
287,29560,train
288,7163,train
289,1977,train
290,354,train
291,21647,train
292,7625,train
293,3892,train
294,2039,train
295,4514,train
296,27565,train
297,26866,train
298,26899,train
299,2198,train
300,6990,train
301,1545,train
302,17722,train
303,23163,train
304,17441,train
305,14554,train
306,6960,train
307,9507,train
308,6689,train
309,20105,train
310,10024,train
311,12753,train
312,2658,train
313,10166,train
314,27764,train
315,27584,train
316,3341,train
317,27006,train
318,1387,train
319,11539,train
320,18084,train
321,17891,train
322,16802,train
323,965,train
324,18388,train
325,27272,train
326,21664,train
327,2679,train
328,21641,train
329,4602,train
330,24078,train
331,3924,train
332,417,train
333,7539,train
334,22152,train
335,24877,train
336,9555,train
337,7813,train
338,6098,train
339,23493,train
340,19827,train
341,18484,train
342,6416,train
343,12804,train
344,12318,train
345,21438,train
346,22051,train
347,11649,train
348,14434,train
349,9052,train
350,27583,train
351,27032,train
352,8314,train
353,4527,train
354,17256,train
355,4929,train
356,10896,train
357,25642,train
358,21824,train
359,22426,train
360,8650,train
361,23405,train
362,16327,train
363,11937,train
364,29110,train
365,24234,train
366,4166,train
367,25535,train
368,10805,train
369,7313,train
370,24691,train
371,12251,train
372,28578,train
373,12924,train
374,23868,train
375,2389,train
376,11028,train
377,7054,train
378,12226,train
379,19829,train
380,889,train
381,25605,train
382,1552,train
383,6366,train
384,22236,train
385,28994,train
386,9973,train
387,11962,train
388,2668,train
389,22028,train
390,13160,train
391,6047,train
392,20804,train
393,29460,train
394,1272,train
395,26393,train
396,1631,train
397,14299,train
398,12930,train
399,19989,train
400,21148,train
401,3021,train
402,29135,train
403,19906,train
404,2730,train
405,25394,train
406,1661,train
407,17682,train
408,29862,train
409,24820,train
410,8846,train
411,23233,train
412,4340,train
413,15063,train
414,13753,train
415,22545,train
416,5028,train
417,14293,train
418,20704,train
419,13463,train
420,22391,train
421,29552,train
422,20288,train
423,22005,train
424,15229,train
425,28126,train
426,13542,train
427,23321,train
428,13048,train
429,16669,train
430,11443,train
431,10528,train
432,25872,train
433,28428,train
434,16001,train
435,23900,train
436,22167,train
437,7112,train
438,17029,train
439,21504,train
440,29456,train
441,18814,train
442,24976,train
443,13488,train
444,25473,train
445,17412,train
446,8972,train
447,13521,train
448,17344,train
449,9965,train
450,4614,train
451,8855,train
452,15720,train
453,24639,train
454,17991,train
455,17140,train
456,8601,train
457,27677,train
458,24092,train
459,7005,train
460,17939,train
461,10859,train
462,17646,train
463,17768,train
464,3255,train
465,14948,train
466,7477,train
467,11514,train
468,15633,train
469,1392,train
470,10659,train
471,9276,train
472,12594,train
473,17572,train
474,13797,train
475,20692,train
476,4034,train
477,25956,train
478,13242,train
479,25411,train
480,27565,train
481,16436,train
482,29984,train
483,27086,train
484,16857,train
485,14044,train
486,427,train
487,29162,train
488,18888,train
489,3529,train
490,17524,train
491,6984,train
492,26351,train
493,18664,train
494,24824,train
495,16845,train
