,index,set
0,8760,train
1,3284,train
2,6092,train
3,2465,train
4,15191,train
5,8572,train
6,16241,train
7,16948,train
8,13858,train
9,13750,train
10,17298,train
11,19628,train
12,13071,train
13,25713,train
14,19214,train
15,25098,train
16,679,train
17,3841,train
18,9787,train
19,1872,train
20,29212,train
21,26295,train
22,12241,train
23,21505,train
24,8066,train
25,26029,train
26,21314,train
27,22846,train
28,2408,train
29,14180,train
30,170,train
31,13875,train
32,5049,train
33,28034,train
34,17162,train
35,26147,train
36,11141,train
37,27844,train
38,28627,train
39,12366,train
40,29662,train
41,4480,train
42,27099,train
43,2234,train
44,6016,train
45,20896,train
46,14620,train
47,15607,train
48,19271,train
49,6389,train
50,15221,train
51,16435,train
52,25602,train
53,17774,train
54,9854,train
55,21432,train
56,22050,train
57,14872,train
58,14893,train
59,2526,train
60,2211,train
61,19372,train
62,15791,train
63,19492,train
64,29865,train
65,14740,train
66,15439,train
67,10153,train
68,13775,train
69,21502,train
70,2641,train
71,13232,train
72,8461,train
73,5817,train
74,20236,train
75,25331,train
76,20184,train
77,2968,train
78,13464,train
79,2424,train
80,25941,train
81,6192,train
82,23621,train
83,21110,train
84,18171,train
85,24350,train
86,10195,train
87,15726,train
88,23738,train
89,3147,train
90,20069,train
91,7784,train
92,24929,train
93,3695,train
94,10233,train
95,5139,train
96,23724,train
97,9182,train
98,27463,train
99,906,train
100,1562,train
101,14577,train
102,22348,train
103,7029,train
104,26711,train
105,10217,train
106,2391,train
107,17925,train
108,9749,train
109,1033,train
110,787,train
111,11894,train
112,23502,train
113,13129,train
114,15933,train
115,24048,train
116,20707,train
117,4589,train
118,12513,train
119,11087,train
120,7775,train
121,16582,train
122,9192,train
123,28240,train
124,24980,train
125,25501,train
126,24589,train
127,2012,train
128,2833,train
129,15746,train
130,4734,train
131,23435,train
132,23295,train
133,27049,train
134,25702,train
135,24157,train
136,6103,train
137,2005,train
138,4019,train
139,15885,train
140,19630,train
141,3514,train
142,7481,train
143,11064,train
144,26737,train
145,18116,train
146,2738,train
147,1672,train
148,28824,train
149,9407,train
150,4841,train
151,1660,train
152,28272,train
153,21928,train
154,16408,train
155,1560,train
156,14656,train
157,29182,train
158,23312,train
159,25744,train
160,18365,train
161,19269,train
162,7856,train
163,26154,train
164,13852,train
165,15716,train
166,9254,train
167,24638,train
168,9502,train
169,16343,train
170,24811,train
171,29953,train
172,4094,train
173,8041,train
174,5383,train
175,25455,train
176,21738,train
177,22403,train
178,14602,train
179,10505,train
180,20066,train
181,1383,train
182,10275,train
183,12099,train
184,25081,train
185,26725,train
186,21926,train
187,19183,train
188,6448,train
189,2031,train
190,26540,train
191,4168,train
192,20772,train
193,9444,train
194,22252,train
195,22888,train
196,151,train
197,17224,train
198,16435,train
199,29847,train
200,18039,train
201,19545,train
202,2147,train
203,5079,train
204,4517,train
205,22488,train
206,8784,train
207,17740,train
208,13827,train
209,1288,train
210,16937,train
211,14796,train
212,13900,train
213,2053,train
214,18915,train
215,1648,train
216,10203,train
217,9425,train
218,20555,train
219,26288,train
220,426,train
221,9719,train
222,29434,train
223,19824,train
224,12320,train
225,25085,train
226,5615,train
227,28622,train
228,12776,train
229,28544,train
230,23992,train
231,20313,train
232,26117,train
233,12197,train
234,12353,train
235,29229,train
236,16798,train
237,10466,train
238,6848,train
239,28365,train
240,12873,train
241,29030,train
242,10375,train
243,25590,train
244,11384,train
245,16479,train
246,18190,train
247,6391,train
248,10415,train
249,14584,train
250,22367,train
251,22012,train
252,3334,train
253,28623,train
254,18798,train
255,26746,train
256,18004,train
257,27739,train
258,5356,train
259,13167,train
260,28136,train
261,21399,train
262,25639,train
263,798,train
264,714,train
265,14342,train
266,16415,train
267,10666,train
268,4704,train
269,12495,train
270,25683,train
271,21242,train
272,16535,train
273,8464,train
274,26352,train
275,19072,train
276,4554,train
277,25266,train
278,4086,train
279,28586,train
280,21144,train
281,17989,train
282,3735,train
283,6643,train
284,12462,train
285,23394,train
286,21812,train
287,7910,train
288,10481,train
289,7058,train
290,2230,train
291,27957,train
292,11464,train
293,1764,train
294,27132,train
295,1870,train
296,19756,train
297,25956,train
298,22038,train
299,14667,train
300,15530,train
301,11099,train
302,5056,train
303,28998,train
304,563,train
305,6586,train
306,2655,train
307,29297,train
308,26856,train
309,22444,train
310,22769,train
311,23545,train
312,13981,train
313,18363,train
314,6533,train
315,18285,train
316,9869,train
317,10360,train
318,24597,train
319,3218,train
320,22200,train
321,16901,train
322,8454,train
323,21393,train
324,12951,train
325,23940,train
326,8138,train
327,24295,train
328,19713,train
329,1694,train
330,25275,train
331,21484,train
332,5115,train
333,24487,train
334,11383,train
335,28765,train
336,2066,train
337,1475,train
338,11283,train
339,4635,train
340,2520,train
341,9719,train
342,16733,train
343,1914,train
344,14774,train
345,14035,train
346,6917,train
347,17863,train
348,14896,train
349,10973,train
350,7465,train
351,12027,train
352,14975,train
353,18419,train
354,8797,train
355,15583,train
356,6842,train
357,12025,train
358,5037,train
359,25959,train
360,1598,train
361,13853,train
362,28904,train
363,27624,train
364,22088,train
365,7058,train
366,24287,train
367,14584,train
368,8287,train
369,14373,train
370,26051,train
371,1439,train
372,2375,train
373,16325,train
374,5333,train
375,11212,train
376,3185,train
377,19839,train
378,23548,train
379,8113,train
380,7916,train
381,23352,train
382,11328,train
383,23374,train
384,8656,train
385,757,train
386,12077,train
387,20788,train
388,29917,train
389,18666,train
390,24780,train
391,23656,train
392,29633,train
393,9910,train
394,28742,train
395,27607,train
396,17328,train
397,26609,train
398,10535,train
399,29088,train
400,22445,train
401,26088,train
402,6965,train
403,6208,train
404,5433,train
405,23459,train
406,24148,train
407,11558,train
408,10565,train
409,3647,train
410,26114,train
411,29540,train
412,26520,train
413,5162,train
414,4796,train
415,5681,train
416,19815,train
417,10354,train
418,23302,train
419,309,train
420,13346,train
421,1252,train
422,10858,train
423,2471,train
424,8704,train
425,13894,train
426,18931,train
427,7756,train
428,14079,train
429,26227,train
430,3246,train
431,26254,train
432,28461,train
433,7404,train
434,15073,train
435,19053,train
436,29367,train
437,23619,train
438,12088,train
439,1083,train
440,21877,train
441,28783,train
442,21144,train
443,6888,train
444,26590,train
445,355,train
446,21818,train
447,9555,train
448,14239,train
449,29538,train
450,23648,train
451,3483,train
452,18398,train
453,5260,train
454,23633,train
455,15362,train
456,11062,train
457,11668,train
458,935,train
459,15406,train
460,12030,train
461,10174,train
462,1456,train
463,1140,train
464,4610,train
465,19194,train
466,20766,train
467,24695,train
468,12130,train
469,12002,train
470,4678,train
471,22285,train
472,11335,train
473,28125,train
474,19397,train
475,14573,train
476,22704,train
477,21000,train
478,24192,train
479,28892,train
480,25015,train
481,24224,train
482,23490,train
483,16560,train
