,index,set
0,7160,train
1,3912,train
2,24528,train
3,14120,train
4,20496,train
5,22849,train
6,29893,train
7,4634,train
8,12666,train
9,14784,train
10,1046,train
11,2947,train
12,14405,train
13,29176,train
14,23074,train
15,12413,train
16,808,train
17,95,train
18,28526,train
19,27424,train
20,27702,train
21,7654,train
22,16065,train
23,26089,train
24,5599,train
25,1445,train
26,26922,train
27,13477,train
28,638,train
29,7583,train
30,3294,train
31,8192,train
32,2098,train
33,15356,train
34,7681,train
35,20982,train
36,3327,train
37,23990,train
38,10859,train
39,16080,train
40,11229,train
41,13031,train
42,9153,train
43,23298,train
44,847,train
45,26520,train
46,798,train
47,13413,train
48,13196,train
49,26980,train
50,8535,train
51,334,train
52,24225,train
53,15462,train
54,28487,train
55,11231,train
56,23148,train
57,8964,train
58,5683,train
59,15910,train
60,16136,train
61,6224,train
62,17472,train
63,379,train
64,25896,train
65,17923,train
66,11323,train
67,1484,train
68,14439,train
69,19247,train
70,2737,train
71,25354,train
72,8039,train
73,12621,train
74,25982,train
75,9281,train
76,22608,train
77,25122,train
78,18042,train
79,23155,train
80,445,train
81,5910,train
82,20464,train
83,15225,train
84,1636,train
85,14393,train
86,16610,train
87,26961,train
88,7119,train
89,5752,train
90,4487,train
91,6938,train
92,9199,train
93,6821,train
94,2674,train
95,21090,train
96,5429,train
97,21765,train
98,19886,train
99,27540,train
100,5316,train
101,27564,train
102,5820,train
103,10544,train
104,5748,train
105,23541,train
106,20427,train
107,25180,train
108,7882,train
109,10395,train
110,22022,train
111,16775,train
112,17968,train
113,21556,train
114,1996,train
115,2448,train
116,20788,train
117,18239,train
118,26819,train
119,21568,train
120,14822,train
121,19841,train
122,17058,train
123,4205,train
124,18622,train
125,16283,train
126,14755,train
127,28261,train
128,17002,train
129,2196,train
130,1962,train
131,17632,train
132,2777,train
133,4863,train
134,20928,train
135,24863,train
136,9230,train
137,14079,train
138,22535,train
139,22075,train
140,28141,train
141,6681,train
142,1095,train
143,24927,train
144,21336,train
145,7108,train
146,12877,train
147,24434,train
148,29520,train
149,29353,train
150,22762,train
151,17529,train
152,6755,train
153,2825,train
154,25117,train
155,29865,train
156,22384,train
157,10244,train
158,7815,train
159,12777,train
160,29786,train
161,21455,train
162,10498,train
163,11062,train
164,21198,train
165,25652,train
166,4376,train
167,16701,train
168,26302,train
169,19294,train
170,18673,train
171,17087,train
172,14866,train
173,2736,train
174,27673,train
175,20075,train
176,29240,train
177,7503,train
178,13707,train
179,20919,train
180,9233,train
181,8659,train
182,7544,train
183,21904,train
184,23548,train
185,26709,train
186,15012,train
187,22499,train
188,23255,train
189,17473,train
190,27138,train
191,10227,train
192,938,train
193,18009,train
194,14217,train
195,15051,train
196,9227,train
197,4251,train
198,15824,train
199,13620,train
200,498,train
201,6545,train
202,19348,train
203,28399,train
204,14541,train
205,11566,train
206,14562,train
207,15481,train
208,10684,train
209,21886,train
210,7857,train
211,2868,train
212,21399,train
213,25841,train
214,2311,train
215,23063,train
216,17491,train
217,14776,train
218,14626,train
219,27764,train
220,13101,train
221,10719,train
222,11046,train
223,29631,train
224,4807,train
225,7138,train
226,26990,train
227,24274,train
228,9032,train
229,23644,train
230,11660,train
231,19293,train
232,23083,train
233,19765,train
234,20862,train
235,10765,train
236,29179,train
237,24978,train
238,10390,train
239,11999,train
240,5703,train
241,16424,train
242,26877,train
243,14691,train
244,7999,train
245,4277,train
246,7059,train
247,17223,train
248,838,train
249,14904,train
250,15263,train
251,21581,train
252,10340,train
253,29741,train
254,18715,train
255,9786,train
256,25139,train
257,15993,train
258,20737,train
259,12198,train
260,15066,train
261,25605,train
262,15677,train
263,13343,train
264,7686,train
265,6195,train
266,15182,train
267,5589,train
268,18113,train
269,5968,train
270,8628,train
271,24297,train
272,26150,train
273,9176,train
274,27890,train
275,28876,train
276,7467,train
277,18826,train
278,13831,train
279,2023,train
280,17792,train
281,597,train
282,1993,train
283,16644,train
284,14161,train
285,5855,train
286,4572,train
287,18803,train
288,27490,train
289,27054,train
290,18869,train
291,3927,train
292,29354,train
293,5151,train
294,378,train
295,17004,train
296,22812,train
297,27215,train
298,9516,train
299,19641,train
300,22351,train
301,16160,train
302,23974,train
303,503,train
304,27064,train
305,22463,train
306,11502,train
307,9991,train
308,27467,train
309,24039,train
310,10323,train
311,9933,train
312,13999,train
313,14843,train
314,23828,train
315,4026,train
316,28022,train
317,12474,train
318,27254,train
319,27501,train
320,7997,train
321,14694,train
322,178,train
323,13197,train
324,27072,train
325,26773,train
326,24506,train
327,14895,train
328,18735,train
329,26435,train
330,13155,train
331,22004,train
332,15730,train
333,796,train
334,26963,train
335,10129,train
336,7305,train
337,21594,train
338,20922,train
339,13308,train
340,16831,train
341,23087,train
342,16784,train
343,4963,train
344,7066,train
345,22240,train
346,18076,train
347,10504,train
348,19353,train
349,1762,train
350,14473,train
351,21608,train
352,21119,train
353,11887,train
354,15376,train
355,14857,train
356,18665,train
357,23001,train
358,25472,train
359,19533,train
360,17300,train
361,24194,train
362,17457,train
363,11012,train
364,4209,train
365,7794,train
366,22149,train
367,13772,train
368,7289,train
369,14390,train
370,12256,train
371,22962,train
372,16381,train
373,18474,train
374,27952,train
375,1332,train
376,2748,train
377,7190,train
378,25358,train
379,16142,train
380,9766,train
381,29354,train
382,10706,train
383,14498,train
384,26654,train
385,20523,train
386,24645,train
387,5573,train
388,11416,train
389,15362,train
390,5234,train
391,184,train
392,25372,train
393,19597,train
394,6031,train
395,17422,train
396,7628,train
397,24040,train
398,11986,train
399,22637,train
400,15755,train
401,20264,train
402,5369,train
403,19775,train
404,6831,train
405,14553,train
406,19876,train
407,24218,train
408,22428,train
409,17121,train
410,24793,train
411,11935,train
412,9766,train
413,17211,train
414,10506,train
415,6065,train
416,26814,train
417,13232,train
418,27266,train
419,21623,train
420,14987,train
421,21982,train
422,23745,train
423,5476,train
424,21816,train
425,23111,train
426,1832,train
427,26321,train
428,13981,train
429,12555,train
430,2328,train
431,17458,train
432,15651,train
433,10323,train
434,8140,train
435,15887,train
436,6114,train
437,13787,train
438,21916,train
439,18840,train
440,62,train
441,9375,train
442,6703,train
443,29893,train
444,12997,train
445,18341,train
446,24665,train
447,20694,train
448,3647,train
449,17036,train
450,768,train
451,3126,train
452,13997,train
453,1963,train
454,25509,train
455,15961,train
456,15532,train
457,11666,train
458,29854,train
459,28648,train
460,2106,train
461,13660,train
462,27217,train
463,15439,train
464,5754,train
465,1351,train
466,4761,train
467,9386,train
468,25151,train
469,22435,train
470,6905,train
471,12487,train
472,5924,train
473,13502,train
474,15736,train
475,3610,train
476,6898,train
477,22562,train
478,7971,train
479,20738,train
480,19654,train
481,3622,train
482,23142,train
483,18953,train
484,16173,train
485,18120,train
486,19316,train
487,23293,train
488,7111,train
489,26512,train
490,16059,train
491,26390,train
492,19289,train
493,25024,train
494,29151,train
495,17619,train
496,15718,train
497,19274,train
498,7423,train
499,9196,train
500,4754,train
501,13801,train
502,17074,train
503,18569,train
504,27070,train
505,19112,train
506,8803,train
507,12270,train
508,15531,train
509,24885,train
510,26778,train
511,3646,train
512,432,train
513,9228,train
514,11705,train
515,23367,train
516,26062,train
517,6320,train
518,803,train
519,15704,train
520,13708,train
521,16268,train
522,27020,train
523,19612,train
524,6676,train
525,18814,train
526,28072,train
527,28050,train
528,29648,train
529,20283,train
530,25220,train
531,17291,train
532,19055,train
533,14404,train
534,4349,train
535,19166,train
536,21795,train
537,12145,train
538,24160,train
539,20858,train
540,10830,train
541,4135,train
542,25685,train
543,29339,train
544,13752,train
545,20572,train
546,7920,train
547,18983,train
548,4053,train
549,21334,train
550,25137,train
551,2914,train
552,22928,train
553,20912,train
554,2055,train
555,6215,train
556,13929,train
557,16302,train
558,3387,train
559,19729,train
560,622,train
561,11641,train
562,157,train
563,4741,train
564,20282,train
565,24296,train
566,9242,train
567,5294,train
568,13186,train
569,2899,train
570,12259,train
571,29018,train
572,9786,train
573,18154,train
574,16871,train
575,11461,train
576,16883,train
577,27256,train
578,1618,train
579,11906,train
580,19012,train
581,18167,train
582,24575,train
583,19485,train
584,4008,train
585,29281,train
586,1505,train
587,7212,train
588,24488,train
589,27973,train
590,23321,train
591,14066,train
592,11299,train
593,18634,train
594,15898,train
595,3675,train
596,21752,train
597,3276,train
598,7349,train
599,8365,train
600,2572,train
601,6773,train
602,3147,train
603,11082,train
604,21863,train
605,1193,train
606,6394,train
607,22217,train
608,15793,train
609,23341,train
610,29614,train
611,5416,train
612,7004,train
613,21822,train
614,10285,train
615,12739,train
616,6192,train
617,5521,train
618,15360,train
619,3396,train
620,27494,train
621,13761,train
622,25904,train
623,9786,train
624,13630,train
625,9614,train
626,924,train
627,17976,train
628,17475,train
629,2066,train
630,5432,train
631,10701,train
632,6845,train
633,18511,train
634,13444,train
635,18110,train
636,24667,train
637,11496,train
638,7891,train
639,28763,train
640,15229,train
641,19370,train
642,16120,train
643,7274,train
644,24493,train
645,13822,train
646,1604,train
647,14024,train
648,27838,train
649,1774,train
650,17885,train
651,18215,train
652,29548,train
653,13766,train
654,22309,train
655,6225,train
656,21522,train
657,28494,train
658,3035,train
659,24639,train
660,13647,train
661,10252,train
662,29172,train
663,14431,train
664,18508,train
665,4824,train
666,14003,train
667,29045,train
668,8877,train
669,9902,train
670,11157,train
671,27695,train
672,9419,train
673,4194,train
