,index,set
0,9000,train
1,28191,train
2,17052,train
3,23201,train
4,2033,train
5,13119,train
6,1638,train
7,9081,train
8,8073,train
9,25378,train
10,22800,train
11,12808,train
12,29384,train
13,22937,train
14,11762,train
15,13899,train
16,18126,train
17,28052,train
18,11321,train
19,2535,train
20,1093,train
21,5884,train
22,23505,train
23,27433,train
24,21509,train
25,28852,train
26,27555,train
27,8898,train
28,26929,train
29,16982,train
30,29286,train
31,22976,train
32,24214,train
33,12009,train
34,6735,train
35,3014,train
36,19779,train
37,13153,train
38,3150,train
39,3154,train
40,12404,train
41,12976,train
42,12601,train
43,14990,train
44,13133,train
45,6253,train
46,17605,train
47,7128,train
48,29636,train
49,21912,train
50,13738,train
51,29600,train
52,18040,train
53,23616,train
54,3287,train
55,4635,train
56,20227,train
57,5478,train
58,3290,train
59,26336,train
60,26234,train
61,22014,train
62,19216,train
63,3685,train
64,3889,train
65,14800,train
66,15681,train
67,18561,train
68,28713,train
69,16608,train
70,4712,train
71,6968,train
72,9391,train
73,6262,train
74,9194,train
75,27073,train
76,22622,train
77,14366,train
78,7298,train
79,7509,train
80,2707,train
81,2220,train
82,27529,train
83,25645,train
84,24433,train
85,3182,train
86,29159,train
87,22261,train
88,21248,train
89,24244,train
90,12614,train
91,4383,train
92,944,train
93,25725,train
94,7609,train
95,5507,train
96,20945,train
97,4897,train
98,26022,train
99,8735,train
100,22551,train
101,3972,train
102,7079,train
103,13097,train
104,13597,train
105,11319,train
106,4149,train
107,7780,train
108,18062,train
109,4880,train
110,24751,train
111,12687,train
112,11396,train
113,28659,train
114,23285,train
115,17753,train
116,19123,train
117,23916,train
118,2517,train
119,20665,train
120,3888,train
121,24294,train
122,27213,train
123,5917,train
124,23881,train
125,1220,train
126,13975,train
127,25500,train
128,1654,train
129,10388,train
130,23999,train
131,1700,train
132,22871,train
133,11924,train
134,19902,train
135,3375,train
136,19728,train
137,1701,train
138,745,train
139,24005,train
140,17007,train
141,17714,train
142,46,train
143,14516,train
144,8312,train
145,16329,train
146,18000,train
147,4243,train
148,18538,train
149,17625,train
150,6466,train
151,13918,train
152,11997,train
153,9284,train
154,28493,train
155,24832,train
156,14937,train
157,14648,train
158,8805,train
159,10200,train
160,1884,train
161,5779,train
162,4677,train
163,2971,train
164,23623,train
165,12185,train
166,15369,train
167,29086,train
168,26466,train
169,76,train
170,28416,train
171,16357,train
172,1341,train
173,1928,train
174,8182,train
175,9310,train
176,6257,train
177,20112,train
178,22800,train
179,7017,train
180,29208,train
181,6435,train
182,28155,train
183,22400,train
184,1087,train
185,18319,train
186,12121,train
187,12921,train
188,23781,train
189,22422,train
190,7392,train
191,21489,train
192,15485,train
193,29807,train
194,17291,train
195,22962,train
196,17698,train
197,6328,train
198,27878,train
199,14705,train
200,11273,train
201,20682,train
202,29832,train
203,19591,train
204,22387,train
205,12400,train
206,22033,train
207,19845,train
208,29133,train
209,2959,train
210,12983,train
211,18220,train
212,24280,train
213,29463,train
214,27789,train
215,9858,train
216,21342,train
217,1772,train
218,17660,train
219,15316,train
220,6447,train
221,25606,train
222,16413,train
223,25655,train
224,15399,train
225,21686,train
226,10670,train
227,4233,train
228,20130,train
229,12141,train
230,838,train
231,20442,train
232,29167,train
233,1812,train
234,29470,train
235,18969,train
236,6766,train
237,21357,train
238,4021,train
239,801,train
240,11104,train
241,12482,train
242,9791,train
243,29510,train
244,8976,train
