,index,set
0,28432,train
1,830,train
2,23897,train
3,20468,train
4,1298,train
5,11171,train
6,19753,train
7,13278,train
8,11888,train
9,553,train
10,28490,train
11,7804,train
12,8305,train
13,22500,train
14,7015,train
15,21443,train
16,14302,train
17,7931,train
18,3178,train
19,22513,train
20,23388,train
21,18810,train
22,10490,train
23,6487,train
24,11820,train
25,21893,train
26,24530,train
27,21813,train
28,4515,train
29,5895,train
30,23945,train
31,28704,train
32,4206,train
33,24141,train
34,18940,train
35,7546,train
36,10972,train
37,14654,train
38,22762,train
39,21573,train
40,1763,train
41,17902,train
42,14916,train
43,2288,train
44,6496,train
45,29908,train
46,28260,train
47,2553,train
48,5610,train
49,24992,train
50,25167,train
51,23552,train
52,18852,train
53,25963,train
54,23415,train
55,7267,train
56,10419,train
57,12877,train
58,11423,train
59,9848,train
60,6405,train
61,3416,train
62,21667,train
63,22944,train
64,2956,train
65,5448,train
66,16229,train
67,28845,train
68,8763,train
69,10929,train
70,25618,train
71,28927,train
72,10503,train
73,1635,train
74,24070,train
75,4408,train
76,12743,train
77,19580,train
78,9563,train
79,1262,train
80,24241,train
81,17741,train
82,13701,train
83,19881,train
84,11582,train
85,7832,train
86,26015,train
87,10218,train
88,18780,train
89,22974,train
90,28747,train
91,12368,train
92,14692,train
93,9537,train
94,12326,train
95,23759,train
96,24318,train
97,13072,train
98,10111,train
99,16503,train
100,22243,train
101,6114,train
102,24722,train
103,5655,train
104,21383,train
105,19517,train
106,24068,train
107,16761,train
108,3328,train
109,3355,train
110,16943,train
111,12324,train
112,17152,train
113,8541,train
114,3000,train
115,27325,train
116,28583,train
117,26181,train
118,18313,train
119,289,train
120,22245,train
121,21279,train
122,29210,train
123,16048,train
124,4612,train
125,7088,train
126,14186,train
127,18053,train
128,23494,train
129,2041,train
130,11767,train
131,9567,train
132,6391,train
133,9751,train
134,13219,train
135,16351,train
136,4317,train
137,29311,train
138,27209,train
139,7920,train
140,6991,train
141,20604,train
142,3972,train
143,13641,train
144,29866,train
145,21343,train
146,21693,train
147,16069,train
148,8348,train
149,17412,train
150,11797,train
151,110,train
152,9591,train
153,7971,train
154,1599,train
155,2045,train
156,8086,train
157,18887,train
158,3811,train
159,2326,train
160,5256,train
161,19507,train
162,15748,train
163,7166,train
164,25708,train
165,21112,train
166,13985,train
167,13289,train
168,19161,train
169,9004,train
170,15096,train
171,13290,train
172,22687,train
173,15365,train
174,4889,train
175,4578,train
176,16130,train
177,11466,train
178,21306,train
179,23000,train
180,5507,train
181,26530,train
182,8061,train
183,27844,train
184,26750,train
185,3990,train
186,29556,train
187,17167,train
188,17244,train
189,18728,train
190,12618,train
191,6110,train
192,5929,train
193,21835,train
194,21837,train
195,25966,train
196,16979,train
197,16284,train
198,8200,train
199,29166,train
200,22200,train
201,27934,train
202,22794,train
203,14390,train
204,13509,train
205,24998,train
206,5512,train
207,5297,train
208,28292,train
209,8571,train
210,19634,train
211,22899,train
212,18688,train
213,4490,train
214,10838,train
215,15149,train
216,23271,train
217,19087,train
218,15515,train
219,356,train
220,14092,train
221,20470,train
222,6988,train
223,9890,train
224,24715,train
225,2376,train
226,13255,train
227,25584,train
228,28832,train
229,14356,train
230,13452,train
231,11745,train
232,26436,train
233,14730,train
234,9855,train
235,673,train
236,10105,train
237,4408,train
238,20879,train
239,24948,train
240,27729,train
241,14097,train
242,27608,train
243,25721,train
244,2650,train
245,5188,train
246,19170,train
247,2587,train
248,15827,train
249,15107,train
250,7336,train
251,7699,train
252,17849,train
253,19695,train
254,12367,train
255,20807,train
256,11510,train
257,21652,train
258,25260,train
259,16838,train
260,4192,train
261,8193,train
262,6556,train
263,23341,train
264,7509,train
265,21670,train
266,12876,train
267,28633,train
268,24497,train
269,14438,train
270,14195,train
271,26953,train
272,27693,train
273,11282,train
274,21236,train
275,14603,train
276,24346,train
277,5612,train
278,1361,train
279,26371,train
280,21060,train
281,3031,train
282,6547,train
283,104,train
284,25551,train
285,19269,train
286,5938,train
287,8095,train
288,19332,train
289,3212,train
290,21416,train
291,8720,train
292,22370,train
293,19068,train
294,11096,train
295,17552,train
296,26845,train
297,21257,train
298,8597,train
299,17708,train
300,12590,train
301,29268,train
302,20458,train
303,29593,train
304,2945,train
305,25912,train
306,13505,train
307,11949,train
308,22087,train
309,22919,train
310,26724,train
311,16846,train
312,1148,train
313,2017,train
314,17968,train
315,24948,train
316,2328,train
317,14669,train
318,22488,train
319,8903,train
320,15651,train
321,26084,train
322,15925,train
323,13305,train
324,10147,train
325,3506,train
326,5912,train
327,28754,train
328,20240,train
329,11570,train
330,3071,train
331,27005,train
332,26805,train
333,28039,train
334,20016,train
335,4887,train
336,27261,train
337,16556,train
338,27562,train
339,9456,train
340,26010,train
341,10932,train
342,10323,train
343,11527,train
344,7437,train
345,596,train
346,17783,train
347,27334,train
348,22501,train
349,5064,train
350,28129,train
351,8803,train
352,25554,train
353,15493,train
354,25416,train
355,16129,train
356,8722,train
357,28914,train
358,20634,train
359,26245,train
360,19164,train
361,6556,train
362,20811,train
363,2148,train
364,27341,train
365,29930,train
366,18782,train
367,15175,train
368,15875,train
369,18084,train
370,1360,train
371,17905,train
372,14830,train
373,22949,train
374,23630,train
375,23948,train
376,21548,train
377,8794,train
378,15447,train
379,26436,train
380,3676,train
381,29674,train
382,24457,train
383,25560,train
384,21958,train
385,2733,train
386,8825,train
387,25753,train
388,27860,train
389,25772,train
390,29574,train
391,18607,train
392,29298,train
393,1306,train
394,386,train
395,13128,train
396,9255,train
397,16634,train
398,1315,train
399,25095,train
400,10788,train
401,14458,train
402,5066,train
403,29588,train
404,21861,train
405,27867,train
406,3109,train
407,11582,train
408,7727,train
409,7795,train
410,27947,train
411,25152,train
412,16656,train
413,17757,train
414,25061,train
415,9104,train
416,26979,train
417,28212,train
418,22715,train
419,6157,train
420,16003,train
421,14308,train
422,23529,train
423,6187,train
424,17417,train
425,8908,train
426,4665,train
427,9959,train
428,22652,train
429,12868,train
430,8237,train
431,1090,train
432,5709,train
433,3717,train
434,16242,train
435,11634,train
436,10065,train
437,19584,train
438,21454,train
439,29283,train
440,27075,train
441,20349,train
442,5474,train
443,4879,train
444,2150,train
445,12379,train
446,8873,train
447,5194,train
448,9774,train
449,15937,train
450,10194,train
451,23209,train
452,21708,train
453,21753,train
454,24139,train
455,19042,train
456,13561,train
457,22781,train
458,3446,train
459,22231,train
460,28967,train
461,24586,train
462,29922,train
463,8340,train
464,13607,train
465,16862,train
466,8752,train
467,26997,train
468,17628,train
469,583,train
470,4899,train
471,16818,train
472,17649,train
473,6301,train
474,16537,train
475,884,train
476,16523,train
477,19162,train
478,16574,train
479,26967,train
480,24571,train
481,11148,train
482,9657,train
483,17553,train
484,22003,train
485,13852,train
486,25587,train
487,5069,train
488,25962,train
489,28581,train
490,28101,train
491,14101,train
492,27285,train
493,15506,train
494,10696,train
495,10730,train
496,13522,train
497,12013,train
498,21557,train
499,13672,train
500,22396,train
501,6729,train
502,4561,train
503,16999,train
504,12983,train
505,9842,train
506,5309,train
507,27963,train
508,10073,train
509,1837,train
510,15495,train
511,7082,train
512,4208,train
513,24820,train
514,13291,train
515,8979,train
516,4027,train
517,16967,train
518,21770,train
519,23758,train
520,16555,train
521,18224,train
522,9457,train
523,19137,train
524,12792,train
525,616,train
526,19558,train
527,16321,train
528,29776,train
529,18308,train
530,26437,train
531,6182,train
532,611,train
533,4611,train
534,18572,train
535,29680,train
536,6132,train
537,15854,train
538,10253,train
539,9616,train
540,6839,train
541,8079,train
542,14192,train
543,26346,train
544,17504,train
545,15125,train
546,20003,train
547,9883,train
548,24965,train
549,9449,train
