,index,set
0,25913,train
1,7573,train
2,2918,train
3,5922,train
4,7306,train
5,9499,train
6,25212,train
7,4919,train
8,711,train
9,19789,train
10,7021,train
11,11998,train
12,19642,train
13,16715,train
14,28287,train
15,25843,train
16,5089,train
17,20388,train
18,784,train
19,2328,train
20,16079,train
21,5452,train
22,12188,train
23,3152,train
24,21345,train
25,19788,train
26,9002,train
27,22285,train
28,14548,train
29,14374,train
30,24301,train
31,12811,train
32,3183,train
33,12854,train
34,11009,train
35,3999,train
36,11255,train
37,3112,train
38,28303,train
39,26736,train
40,12535,train
41,2662,train
42,27368,train
43,13775,train
44,29380,train
45,12470,train
46,7527,train
47,2014,train
48,27768,train
49,26103,train
50,2296,train
51,1727,train
52,26779,train
53,27196,train
54,8763,train
55,21068,train
56,8322,train
57,22824,train
58,6504,train
59,25037,train
60,21293,train
61,10886,train
62,15910,train
63,24009,train
64,1665,train
65,6786,train
66,13144,train
67,26917,train
68,16982,train
69,21278,train
70,19849,train
71,20648,train
72,10786,train
73,8117,train
74,25092,train
75,913,train
76,28119,train
77,13919,train
78,24613,train
79,535,train
80,26232,train
81,9557,train
82,6729,train
83,2766,train
84,18606,train
85,20546,train
86,25296,train
87,25015,train
88,7286,train
89,9266,train
90,6948,train
91,11790,train
92,10293,train
93,28823,train
94,23537,train
95,20772,train
96,19586,train
97,20106,train
98,20017,train
99,18912,train
100,8951,train
101,28522,train
102,344,train
103,13825,train
104,25704,train
105,9527,train
106,26775,train
107,22766,train
108,3181,train
109,1425,train
110,5060,train
111,28128,train
112,9841,train
113,286,train
114,7114,train
115,29,train
116,17,train
117,24631,train
118,17424,train
119,154,train
120,9956,train
121,25738,train
122,23980,train
123,14207,train
124,3691,train
125,25974,train
126,7089,train
127,12933,train
128,14903,train
129,5992,train
130,28315,train
131,1815,train
132,9497,train
133,10720,train
134,13753,train
135,16929,train
136,24323,train
137,24287,train
138,15976,train
139,22797,train
140,22100,train
141,20369,train
142,26370,train
143,29246,train
144,4047,train
145,9051,train
146,22985,train
147,7141,train
148,20875,train
149,17371,train
150,18637,train
151,7022,train
152,10880,train
153,5235,train
154,11611,train
155,24267,train
156,19944,train
157,10328,train
158,20933,train
159,15220,train
160,3010,train
161,16444,train
162,5928,train
163,9456,train
164,25675,train
165,22383,train
166,20161,train
167,21337,train
168,8562,train
169,6702,train
170,22865,train
171,19291,train
172,18975,train
173,18080,train
174,18439,train
175,28413,train
176,8001,train
177,21386,train
178,6184,train
179,15297,train
180,29819,train
181,11500,train
182,16431,train
183,4982,train
184,11049,train
185,4604,train
186,374,train
187,12374,train
188,24651,train
189,5819,train
190,24710,train
191,22551,train
192,11392,train
193,385,train
194,19891,train
195,29308,train
196,22794,train
197,9613,train
198,13719,train
199,4194,train
200,51,train
201,22014,train
202,25749,train
203,11256,train
204,16445,train
205,18022,train
206,15484,train
207,2649,train
208,26580,train
209,22925,train
210,16233,train
211,10999,train
212,9275,train
213,7469,train
214,1986,train
215,7590,train
216,11931,train
217,2387,train
218,10950,train
219,6751,train
220,5490,train
221,11390,train
222,23241,train
223,29284,train
224,1378,train
225,18834,train
226,25605,train
227,3116,train
228,23006,train
229,23252,train
230,21627,train
231,2157,train
232,2374,train
233,29091,train
234,15811,train
235,19945,train
236,12719,train
237,11895,train
238,27337,train
239,16082,train
240,9449,train
241,17641,train
242,18274,train
243,12700,train
244,26997,train
245,17638,train
246,6337,train
247,25528,train
248,789,train
249,10631,train
250,11634,train
251,10909,train
252,3153,train
253,6901,train
254,19781,train
255,2175,train
256,22571,train
257,10114,train
258,24015,train
259,15588,train
260,27328,train
261,3387,train
262,10736,train
263,28162,train
264,6362,train
265,11192,train
266,3625,train
267,5581,train
268,9780,train
269,23756,train
270,25387,train
271,20323,train
272,7770,train
273,167,train
274,14297,train
275,13012,train
276,6583,train
277,3957,train
278,3289,train
279,7327,train
280,9180,train
281,20666,train
282,28214,train
283,27120,train
284,29724,train
285,19892,train
286,27076,train
287,17756,train
288,29027,train
289,29407,train
290,2442,train
291,2850,train
292,2341,train
293,22463,train
294,4603,train
295,38,train
296,21610,train
297,12456,train
298,26377,train
299,7658,train
300,21976,train
301,28486,train
302,16204,train
303,10132,train
304,3100,train
305,24769,train
306,12188,train
307,627,train
308,23090,train
309,28114,train
310,7878,train
311,20196,train
312,13732,train
313,22624,train
314,10428,train
315,4960,train
316,185,train
317,9017,train
318,3277,train
319,2690,train
320,5308,train
321,27857,train
322,4351,train
323,28446,train
324,22446,train
325,7574,train
326,14,train
327,17814,train
328,3408,train
329,28921,train
330,2450,train
331,9659,train
332,5502,train
333,24955,train
334,5785,train
335,11363,train
336,6995,train
337,28010,train
338,17230,train
339,15340,train
340,5699,train
341,10047,train
342,15083,train
343,23600,train
344,25286,train
345,29952,train
346,4128,train
347,29705,train
348,14536,train
349,29613,train
350,419,train
351,14605,train
352,844,train
353,1642,train
354,23446,train
355,29665,train
356,5099,train
357,7930,train
358,15602,train
359,2705,train
360,8561,train
361,17164,train
362,8449,train
363,23008,train
364,13284,train
365,26635,train
366,27898,train
367,5105,train
368,13383,train
369,3168,train
370,12054,train
371,9278,train
372,7089,train
373,20392,train
374,4265,train
375,11289,train
376,26490,train
377,10545,train
378,20510,train
379,22038,train
380,29320,train
381,7673,train
382,10588,train
383,25809,train
384,26836,train
385,7563,train
386,25889,train
387,28180,train
388,6854,train
389,2872,train
390,22184,train
391,22570,train
392,17938,train
393,26226,train
394,29183,train
395,23507,train
396,75,train
397,4454,train
398,4773,train
399,923,train
400,16699,train
401,8992,train
402,10477,train
403,515,train
404,742,train
405,669,train
406,13520,train
407,7329,train
408,16848,train
409,11669,train
410,19638,train
411,3301,train
412,18214,train
413,19555,train
414,4540,train
415,10601,train
416,13770,train
417,8162,train
418,26772,train
419,2719,train
420,6966,train
421,16556,train
422,6452,train
423,1489,train
424,2817,train
425,13688,train
426,11708,train
427,25144,train
428,2437,train
429,13589,train
430,5359,train
431,6167,train
432,24796,train
433,6747,train
434,24868,train
435,26198,train
436,3657,train
437,23914,train
438,16741,train
439,8193,train
440,27438,train
441,16673,train
442,28350,train
443,29373,train
444,16109,train
445,13041,train
446,17382,train
447,4857,train
448,19422,train
449,24670,train
450,16058,train
451,17752,train
452,427,train
453,2736,train
454,27136,train
455,17069,train
456,24737,train
457,17470,train
458,24644,train
459,12569,train
460,8975,train
461,13566,train
