,index,set
0,6970,train
1,24678,train
2,2651,train
3,23653,train
4,2835,train
5,14365,train
6,21733,train
7,25531,train
8,14269,train
9,4252,train
10,13552,train
11,24285,train
12,19445,train
13,15690,train
14,13910,train
15,19015,train
16,18512,train
17,17930,train
18,4614,train
19,12466,train
20,10113,train
21,24897,train
22,29377,train
23,26337,train
24,25937,train
25,23861,train
26,20245,train
27,11200,train
28,24194,train
29,26611,train
30,5497,train
31,13746,train
32,19643,train
33,17340,train
34,17980,train
35,7921,train
36,11430,train
37,1766,train
38,28679,train
39,8415,train
40,8181,train
41,23246,train
42,6691,train
43,6303,train
44,1369,train
45,7584,train
46,12642,train
47,22416,train
48,8729,train
49,20217,train
50,22659,train
51,2464,train
52,21929,train
53,24059,train
54,10126,train
55,937,train
56,18326,train
57,350,train
58,27333,train
59,23885,train
60,6946,train
61,22873,train
62,2651,train
63,11111,train
64,8692,train
65,15768,train
66,5268,train
67,18766,train
68,21300,train
69,1443,train
70,26928,train
71,2932,train
72,20819,train
73,21096,train
74,5961,train
75,7540,train
76,24265,train
77,27229,train
78,22300,train
79,13502,train
80,3513,train
81,21073,train
82,5950,train
83,27037,train
84,688,train
85,6699,train
86,24849,train
87,8331,train
88,1116,train
89,8217,train
90,7189,train
91,22957,train
92,28994,train
93,23657,train
94,14792,train
95,12943,train
96,28524,train
97,16629,train
98,17051,train
99,10430,train
100,4584,train
101,2980,train
102,3877,train
103,9506,train
104,1403,train
105,14476,train
106,15773,train
107,29006,train
108,23046,train
109,22228,train
110,4629,train
111,1081,train
112,28532,train
113,5845,train
114,13828,train
115,26171,train
116,9215,train
117,25544,train
118,26943,train
119,20628,train
120,26588,train
121,3674,train
122,3217,train
123,8321,train
124,16164,train
125,2965,train
126,29360,train
127,10867,train
128,15519,train
129,22420,train
130,17520,train
131,26477,train
132,25625,train
133,24501,train
134,15267,train
135,12355,train
136,15922,train
137,18744,train
138,5308,train
139,78,train
140,1312,train
141,10768,train
142,27826,train
143,13170,train
144,25161,train
145,11702,train
146,26624,train
147,4412,train
148,2547,train
149,1752,train
150,5045,train
151,21108,train
152,21794,train
153,3377,train
154,7018,train
155,15693,train
156,18514,train
157,24755,train
158,27378,train
159,23262,train
160,27579,train
161,17535,train
162,28711,train
163,3129,train
164,22780,train
165,27164,train
166,21756,train
167,14767,train
168,26717,train
169,29735,train
170,26082,train
171,16638,train
172,19142,train
173,1328,train
174,21831,train
175,22282,train
176,14039,train
177,2179,train
178,7733,train
179,15703,train
180,20898,train
181,11798,train
182,9689,train
183,4741,train
184,3357,train
185,5903,train
186,28655,train
187,19837,train
188,28609,train
189,21700,train
190,13066,train
191,2938,train
192,15282,train
193,27259,train
194,10441,train
195,21916,train
196,21890,train
197,4568,train
198,18187,train
199,29744,train
200,13404,train
201,21034,train
202,27356,train
203,18174,train
204,29388,train
205,26876,train
206,26130,train
207,28622,train
208,8283,train
209,10603,train
210,16304,train
211,14389,train
212,7100,train
213,29598,train
214,15172,train
215,5437,train
216,27693,train
217,17626,train
218,16829,train
219,22577,train
220,1775,train
221,14832,train
222,6844,train
223,17015,train
224,25650,train
225,769,train
226,29001,train
227,27285,train
228,7256,train
229,13566,train
230,21328,train
231,8875,train
232,19664,train
233,1860,train
234,28760,train
235,28175,train
236,6223,train
237,22844,train
238,11284,train
239,6113,train
240,17839,train
241,15641,train
242,10552,train
243,21669,train
244,16682,train
245,26979,train
246,4358,train
247,3576,train
248,17727,train
249,6995,train
250,20544,train
251,16182,train
252,27101,train
253,26850,train
254,8169,train
