,index,set
0,24228,train
1,5388,train
2,27761,train
3,4318,train
4,25232,train
5,4602,train
6,3843,train
7,10317,train
8,10236,train
9,11435,train
10,17804,train
11,26102,train
12,16532,train
13,2212,train
14,6788,train
15,20871,train
16,3548,train
17,2533,train
18,20934,train
19,5635,train
20,22748,train
21,25508,train
22,10760,train
23,20869,train
24,13194,train
25,8032,train
26,22822,train
27,11478,train
28,25800,train
29,12554,train
30,6713,train
31,1608,train
32,9843,train
33,17596,train
34,10741,train
35,19637,train
36,7854,train
37,24728,train
38,21510,train
39,7764,train
40,837,train
41,21490,train
42,24277,train
43,3394,train
44,12434,train
45,19522,train
46,10674,train
47,23216,train
48,4507,train
49,4253,train
50,8431,train
51,25513,train
52,16201,train
53,3253,train
54,12174,train
55,21129,train
56,15695,train
57,6632,train
58,8391,train
59,16618,train
60,22745,train
61,26552,train
62,28960,train
63,18396,train
64,15668,train
65,12525,train
66,8439,train
67,28623,train
68,23257,train
69,16194,train
70,15757,train
71,2646,train
72,304,train
73,14207,train
74,20233,train
75,19528,train
76,2361,train
77,28881,train
78,14725,train
79,9947,train
80,26033,train
81,24026,train
82,6600,train
83,15602,train
84,25953,train
85,13131,train
86,29316,train
87,7815,train
88,20109,train
89,18992,train
90,24994,train
91,4168,train
92,21166,train
93,22068,train
94,27079,train
95,26193,train
96,23604,train
97,15332,train
98,20598,train
99,7273,train
100,27707,train
101,22698,train
102,18854,train
103,13338,train
104,2537,train
105,7097,train
106,23903,train
107,13888,train
108,29795,train
109,18972,train
110,8702,train
111,29065,train
112,26888,train
113,10752,train
114,10721,train
115,10543,train
116,25002,train
117,6634,train
118,14429,train
119,27306,train
120,25807,train
121,19792,train
122,14721,train
123,23507,train
124,16105,train
125,10520,train
126,19292,train
127,8900,train
128,7455,train
129,3759,train
130,16475,train
131,21408,train
132,29017,train
133,10749,train
134,23726,train
135,14005,train
136,22791,train
137,24589,train
138,27621,train
139,8663,train
140,24216,train
141,23566,train
142,11999,train
143,25084,train
144,28780,train
145,24276,train
146,23519,train
147,28374,train
148,27323,train
149,2573,train
150,25028,train
151,13146,train
152,4874,train
153,9655,train
154,28419,train
155,23006,train
156,10567,train
157,10975,train
158,6998,train
159,1234,train
160,25866,train
161,8653,train
162,5535,train
163,11181,train
164,20967,train
165,26529,train
166,2542,train
167,440,train
168,4569,train
169,27701,train
170,3507,train
171,4979,train
172,8616,train
173,17182,train
174,24997,train
175,8622,train
176,8242,train
177,20040,train
178,26350,train
179,8698,train
180,7206,train
181,23252,train
182,27496,train
183,25761,train
184,22509,train
185,22517,train
186,2768,train
187,11354,train
188,7649,train
189,13091,train
190,23451,train
191,18637,train
192,3404,train
193,24710,train
194,16180,train
195,968,train
196,3505,train
197,25760,train
198,19607,train
199,6194,train
200,22618,train
201,6270,train
202,25244,train
203,26981,train
