index,set
7770,train
15264,train
3114,train
7182,train
14719,train
13904,train
4207,train
3933,train
28374,train
10565,train
29959,train
13709,train
18277,train
694,train
16713,train
26615,train
21240,train
27448,train
19221,train
19321,train
9344,train
9264,train
3096,train
28560,train
29507,train
19323,train
25653,train
29896,train
28642,train
11619,train
13435,train
6545,train
12632,train
13843,train
15169,train
465,train
12285,train
28997,train
23669,train
19396,train
9636,train
13320,train
21258,train
629,train
22700,train
15007,train
23503,train
2243,train
28036,train
3528,train
10551,train
5012,train
728,train
10314,train
1022,train
23387,train
20358,train
3266,train
11617,train
21985,train
4916,train
5729,train
20086,train
5187,train
8395,train
3439,train
15673,train
26641,train
22347,train
18511,train
28243,train
23472,train
8112,train
17405,train
14812,train
11445,train
21143,train
25596,train
6185,train
6497,train
26674,train
10113,train
17414,train
18104,train
4731,train
4916,train
18512,train
1568,train
8582,train
18016,train
17317,train
24350,train
12135,train
28251,train
19914,train
21754,train
29402,train
22038,train
7269,train
11839,train
28157,train
14110,train
27868,train
2055,train
1852,train
10235,train
13647,train
20994,train
10912,train
6686,train
1076,train
27567,train
17635,train
21578,train
14038,train
14621,train
13346,train
28928,train
24343,train
29189,train
8618,train
21318,train
9819,train
15901,train
24044,train
10297,train
12091,train
24888,train
18755,train
6505,train
26759,train
29340,train
25319,train
7823,train
16412,train
29352,train
9203,train
18378,train
12211,train
7916,train
14470,train
25208,train
21333,train
3553,train
2685,train
4615,train
18822,train
5176,train
8753,train
2531,train
9524,train
3607,train
6508,train
16834,train
10095,train
12281,train
16464,train
28296,train
1971,train
16043,train
8393,train
12201,train
12435,train
24450,train
19015,train
6585,train
10659,train
12532,train
29384,train
12359,train
22141,train
1366,train
10372,train
22681,train
24853,train
20712,train
3273,train
3159,train
8815,train
26296,train
14073,train
7859,train
21843,train
23694,train
1357,train
9703,train
8828,train
28936,train
17674,train
18555,train
19354,train
15688,train
19637,train
965,train
3594,train
6525,train
15504,train
28608,train
20513,train
9355,train
24096,train
2081,train
10355,train
9882,train
4441,train
16262,train
20837,train
20726,train
10010,train
171,train
28391,train
23378,train
3959,train
10867,train
2159,train
8669,train
10645,train
6413,train
25242,train
9994,train
17979,train
4347,train
8888,train
20499,train
24699,train
25148,train
16480,train
12306,train
1254,train
27821,train
20996,train
942,train
15602,train
24927,train
2116,train
16719,train
27300,train
25783,train
3981,train
19099,train
13617,train
16642,train
29962,train
18091,train
3816,train
1575,train
13097,train
4047,train
6800,train
28851,train
4956,train
25078,train
14254,train
25737,train
1407,train
10863,train
6680,train
20499,train
6335,train
1453,train
15655,train
9997,train
16999,train
22780,train
22025,train
1187,train
8023,train
3683,train
21673,train
23195,train
6333,train
742,train
16058,train
8364,train
4773,train
24414,train
12789,train
4811,train
23756,train
24026,train
14097,train
7484,train
20287,train
7021,train
14040,train
7469,train
26986,train
21765,train
16617,train
8476,train
16616,train
20219,train
10467,train
2991,train
24252,train
6607,train
28645,train
2847,train
11902,train
20562,train
22536,train
21673,train
2257,train
26761,train
24149,train
4112,train
22687,train
8207,train
4752,train
10523,train
19025,train
29636,train
15950,train
15510,train
25441,train
29997,train
23997,train
22734,train
12605,train
28768,train
24938,train
27595,train
22716,train
9496,train
20818,train
6016,train
1371,train
6699,train
12562,train
547,train
14046,train
29334,train
28798,train
25491,train
21452,train
20142,train
10827,train
14045,train
758,train
19465,train
11355,train
20983,train
27,train
20402,train
610,train
28928,train
1119,train
11647,train
26266,train
5059,train
2366,train
26803,train
1623,train
25049,train
11932,train
27344,train
6384,train
17531,train
23231,train
28977,train
8977,train
3881,train
6880,train
27300,train
1882,train
23733,train
29063,train
25484,train
26178,train
22342,train
26421,train
1610,train
22543,train
15392,train
20284,train
16342,train
55,train
10548,train
23981,train
18510,train
22260,train
23804,train
8368,train
9274,train
27027,train
11657,train
26642,train
24898,train
19605,train
14174,train
19795,train
20226,train
