index,set
3454,train
23170,train
8220,train
26051,train
15725,train
25862,train
29157,train
26377,train
26127,train
5556,train
6057,train
4800,train
970,train
20280,train
16640,train
24545,train
9772,train
22839,train
2129,train
15075,train
4296,train
15337,train
15191,train
28942,train
29368,train
11012,train
22800,train
17475,train
8822,train
16162,train
15803,train
12218,train
347,train
831,train
21018,train
27554,train
25111,train
24042,train
19030,train
13116,train
24076,train
13054,train
24672,train
7378,train
2369,train
5166,train
26186,train
10205,train
15070,train
15512,train
9325,train
1484,train
10362,train
13444,train
14586,train
24081,train
1789,train
22846,train
14938,train
4369,train
4374,train
20765,train
3318,train
13985,train
11137,train
21064,train
21697,train
21429,train
27038,train
22511,train
607,train
16743,train
9535,train
12055,train
2448,train
14543,train
3965,train
605,train
14400,train
16345,train
28919,train
29249,train
26024,train
8291,train
19472,train
25179,train
28870,train
26853,train
1582,train
5536,train
1437,train
17689,train
7975,train
5255,train
6157,train
16637,train
16632,train
25223,train
1036,train
23516,train
27896,train
3573,train
7996,train
17042,train
25183,train
14289,train
29983,train
28302,train
1617,train
18695,train
8760,train
7047,train
3678,train
19205,train
15073,train
28450,train
10469,train
18122,train
4359,train
23724,train
5498,train
8121,train
10863,train
6398,train
8582,train
15593,train
2663,train
26044,train
18284,train
17824,train
13375,train
28738,train
10400,train
14831,train
21983,train
3668,train
22385,train
17357,train
28178,train
19682,train
27774,train
29535,train
19230,train
15794,train
20419,train
27345,train
24180,train
29559,train
27157,train
27643,train
14429,train
25115,train
5890,train
12211,train
8230,train
7536,train
6891,train
9112,train
29198,train
15283,train
21040,train
21178,train
14190,train
1311,train
26267,train
23610,train
7142,train
5991,train
7006,train
3278,train
27178,train
18853,train
20826,train
25629,train
969,train
8363,train
20150,train
11412,train
3088,train
743,train
27448,train
23276,train
17139,train
18291,train
5620,train
3186,train
18078,train
1067,train
15384,train
19165,train
3631,train
13391,train
3798,train
9445,train
15757,train
22208,train
16530,train
27301,train
3583,train
5697,train
3944,train
6782,train
27015,train
12858,train
3331,train
28348,train
2813,train
28504,train
4611,train
16612,train
20431,train
14286,train
28727,train
26791,train
13651,train
22591,train
15943,train
20704,train
27377,train
12313,train
23977,train
23469,train
2682,train
621,train
10487,train
28258,train
15419,train
20817,train
6739,train
26497,train
1299,train
18938,train
2157,train
23993,train
23817,train
22714,train
23621,train
2761,train
19428,train
5322,train
24686,train
23239,train
23873,train
4176,train
13125,train
25642,train
9961,train
3833,train
16396,train
6728,train
9750,train
11498,train
28003,train
22167,train
2347,train
194,train
3796,train
11169,train
648,train
17007,train
1158,train
18850,train
7065,train
6298,train
19895,train
12649,train
6188,train
17450,train
6142,train
26893,train
18444,train
87,train
5680,train
10473,train
26921,train
18920,train
9408,train
18974,train
21521,train
11827,train
19182,train
10311,train
21536,train
26593,train
24155,train
27009,train
26585,train
6578,train
24786,train
10775,train
16085,train
22937,train
19962,train
28548,train
1418,train
4016,train
4233,train
21625,train
13783,train
18252,train
10100,train
14528,train
14280,train
28715,train
14790,train
20706,train
602,train
10890,train
6459,train
2570,train
14662,train
17347,train
17934,train
5477,train
20853,train
21706,train
17198,train
27118,train
13011,train
10451,train
12671,train
27408,train
11474,train
4030,train
840,train
14543,train
10606,train
2554,train
22255,train
20458,train
27850,train
4120,train
18525,train
29190,train
4740,train
22610,train
2080,train
18211,train
13076,train
22375,train
8074,train
5996,train
26108,train
10376,train
2468,train
14438,train
23535,train
17485,train
14005,train
23623,train
18588,train
26117,train
23066,train
529,train
377,train
3567,train
16374,train
21788,train
28243,train
9242,train
23396,train
16133,train
27713,train
3534,train
8200,train
79,train
12620,train
23031,train
15172,train
21621,train
18667,train
23220,train
8547,train
17343,train
4667,train
29376,train
15789,train
3513,train
20024,train
11592,train
9515,train
9888,train
11217,train
6066,train
24458,train
15024,train
29243,train
9707,train
9770,train
29852,train
26153,train
16244,train
28941,train
15163,train
7792,train
13699,train
10281,train
23509,train
25503,train
68,train
24246,train
18281,train
16802,train
6640,train
16157,train
16623,train
5188,train
234,train
5243,train
16235,train
20833,train
16973,train
18105,train
4453,train
10618,train
15539,train
9463,train
2684,train
4625,train
846,train
2657,train
9835,train
21621,train
18826,train
11529,train
10459,train
21256,train
19094,train
19438,train
3404,train
963,train
27485,train
27800,train
20154,train
19226,train
13532,train
18985,train
24828,train
15945,train
13331,train
9183,train
2277,train
3307,train
21907,train
28851,train
18259,train
11765,train
13748,train
4681,train
8769,train
22968,train
16769,train
7825,train
9292,train
7619,train
18516,train
23869,train
3685,train
29109,train
1742,train
8495,train
19306,train
20059,train
25325,train
14383,train
20559,train
6553,train
16531,train
21132,train
14552,train
13826,train
5992,train
13852,train
25239,train
25264,train
4936,train
24622,train
10226,train
25255,train
20293,train
13643,train
7661,train
4767,train
5662,train
249,train
3929,train
2027,train
25953,train
2950,train
14397,train
16596,train
768,train
17314,train
21454,train
8182,train
26871,train
22899,train
16629,train
10335,train
27399,train
13447,train
5752,train
17668,train
15242,train
18222,train
11717,train
7588,train
25201,train
21688,train
21462,train
15997,train
7034,train
15966,train
23803,train
15450,train
22992,train
1984,train
25961,train
2783,train
7469,train
9255,train
12173,train
11582,train
23363,train
5786,train
29412,train
27848,train
7307,train
26149,train
11911,train
15159,train
25317,train
6124,train
5863,train
25122,train
25976,train
7136,train
796,train
17585,train
15722,train
9620,train
8902,train
10434,train
27545,train
6093,train
13889,train
5262,train
21965,train
11599,train
25763,train
17645,train
6876,train
17540,train
5010,train
14452,train
826,train
8330,train
27958,train
4693,train
26875,train
14296,train
16972,train
4747,train
13823,train
24691,train
25170,train
29808,train
17696,train
3572,train
4491,train
1479,train
25427,train
16118,train
15855,train
18226,train
22649,train
2993,train
11736,train
15749,train
20195,train
5208,train
6135,train
14207,train
13539,train
22683,train
17139,train
3006,train
28867,train
16212,train
13305,train
11071,train
7694,train
3329,train
21247,train
8786,train
3332,train
23667,train
6003,train
13721,train
10228,train
21293,train
16931,train
17439,train
28846,train
5282,train
11842,train
6053,train
4258,train
16218,train
29349,train
29729,train
17390,train
14352,train
8242,train
19832,train
5623,train
20496,train
21789,train
2656,train
24790,train
21822,train
17265,train
5223,train
25457,train
4723,train
4423,train
16835,train
2549,train
8078,train
3240,train
22599,train
9807,train
1351,train
12494,train
24454,train
6924,train
18218,train
11177,train
12287,train
16533,train
28947,train
10622,train
11062,train
10779,train
26874,train
912,train
6446,train
6332,train
21963,train
25419,train
23120,train
13304,train
702,train
23414,train
21240,train
23809,train
15281,train
15373,train
21174,train
9637,train
20744,train
7076,train
14571,train
15203,train
7002,train
8445,train
6483,train
14682,train
689,train
19206,train
10725,train
18979,train
10829,train
23522,train
20716,train
17769,train
29186,train
29391,train
5262,train
10316,train
18734,train
7183,train
15515,train
6552,train
1654,train
17656,train
13926,train
27856,train
25054,train
4145,train
20668,train
17648,train
18758,train
24793,train
9332,train
28043,train
6841,train
24183,train
5662,train
22474,train
17579,train
8586,train
11838,train
29590,train
26905,train
22796,train
9619,train
18776,train
28010,train
19910,train
2349,train
13819,train
12597,train
24697,train
21268,train
20844,train
4405,train
10259,train
29879,train
25604,train
6869,train
25457,train
15957,train
20476,train
29395,train
3511,train
8501,train
6207,train
26968,train
23625,train
27264,train
16331,train
24983,train
17221,train
28760,train
4817,train
17922,train
21618,train
21034,train
583,train
27766,train
9806,train
11945,train
4733,train
6740,train
19297,train
24217,train
7168,train
3789,train
17728,train
16934,train
9575,train
19811,train
27384,train
22914,train
22183,train
10290,train
5110,train
15419,train
24062,train
25736,train
26340,train
19638,train
15915,train
8892,train
9395,train
6619,train
26339,train
8959,train
20078,train
3741,train
28910,train
1497,train
9929,train
3856,train
15839,train
5431,train
7203,train
4781,train
1959,train
6817,train
28791,train
21913,train
12243,train
12924,train
4534,train
28056,train
23267,train
25894,train
3533,train
15825,train
7598,train
11569,train
20327,train
11974,train
27514,train
11032,train
13942,train
27207,train
19419,train
20699,train
10442,train
19685,train
10190,train
16699,train
18623,train
19272,train
12461,train
19569,train
4728,train
12240,train
9357,train
19640,train
17329,train
20348,train
18034,train
20478,train
17319,train
11926,train
1401,train
5788,train
18755,train
10531,train
27378,train
27743,train
14034,train
2975,train
3459,train
6128,train
18056,train
9424,train
15350,train
22735,train
10647,train
14123,train
3364,train
17680,train
15618,train
11721,train
28475,train
21311,train
19075,train
23777,train
9489,train
12762,train
17235,train
21381,train
25681,train
16135,train
20938,train
20402,train
1310,train
16766,train
11811,train
5354,train
20117,train
1795,train
25698,train
20458,train
16866,train
139,train
13105,train
29796,train
9935,train
15939,train
15097,train
8571,train
19185,train
3034,train
17159,train
6117,train
19126,train
24174,train
2805,train
17473,train
10714,train
14409,train
10099,train
21005,train
12238,train
1247,train
8450,train
7510,train
10577,train
10460,train
13234,train
16691,train
11392,train
11262,train
22049,train
20180,train
21747,train
21174,train
28,train
9258,train
24218,train
29193,train
20073,train
24986,train
23144,train
7684,train
22016,train
21060,train
24606,train
23973,train
7910,train
17980,train
9082,train
28101,train
1328,train
11268,train
8986,train
3142,train
28541,train
11705,train
26799,train
18589,train
24769,train
27156,train
8169,train
3840,train
5197,train
27334,train
19505,train
22439,train
13949,train
2911,train
11617,train
17672,train
18454,train
10845,train
25132,train
22354,train
11165,train
27666,train
26639,train
24158,train
26161,train
17586,train
28714,train
17709,train
10280,train
29254,train
17980,train
15437,train
6881,train
24076,train
20989,train
29202,train
13032,train
16279,train
16890,train
20706,train
18664,train
1406,train
18472,train
5678,train
11939,train
8006,train
25908,train
23742,train
7449,train
21074,train
15672,train
23770,train
14209,train
15039,train
26974,train
4327,train
15713,train
8802,train
5909,train
12192,train
16427,train
4580,train
14121,train
22074,train
6320,train
24093,train
9462,train
9940,train
12675,train
25460,train
7335,train
21319,train
11356,train
28088,train
21071,train
29916,train
8032,train
15255,train
27519,train
20839,train
21070,train
13656,train
24108,train
16852,train
26503,train
13063,train
23380,train
21324,val
10359,val
16663,val
9463,val
6716,val
28421,val
18478,val
6101,val
10539,val
6816,val
14558,val
11295,val
17484,val
4090,val
10864,val
9201,val
5891,val
9725,val
16131,val
17543,val
3418,val
15433,val
24543,val
16867,val
17798,val
26745,val
29184,val
299,val
11568,val
1362,val
29954,val
19086,val
70,val
14262,val
27871,val
291,val
9347,val
5410,val
24682,val
22952,val
9631,val
27784,val
18755,val
15947,val
25134,val
9481,val
6917,val
441,val
3767,val
4539,val
6621,val
9253,val
6817,val
29747,val
20696,val
2019,val
22646,val
15088,val
18798,val
8817,val
11467,val
265,val
1944,val
2154,val
13993,val
1821,val
9287,val
13369,val
24518,val
22506,val
25377,val
11003,val
24624,val
15643,val
21761,val
27915,val
9647,val
18331,val
27660,val
22997,val
2720,val
5169,val
24048,val
6901,val
17962,val
2037,val
5788,val
10914,val
10332,val
19682,val
8612,val
798,val
26409,val
2205,val
12114,val
16369,val
29289,val
14969,val
8123,val
11204,val
1517,val
3690,val
15288,val
28902,val
28376,val
11581,val
610,val
23393,val
3928,val
27104,val
28583,val
15074,val
11767,val
23907,val
6653,val
23608,val
21840,val
10306,val
12822,val
1984,val
8790,val
1706,val
20849,val
23835,val
18138,val
25125,val
19207,val
1512,val
14273,val
26749,val
28145,val
23246,val
7622,val
2846,val
11688,val
3792,val
11507,val
20800,val
16323,val
7502,val
18413,val
21918,val
19367,val
19066,val
27348,val
26761,val
205,val
9720,val
14440,val
9075,val
23891,val
3756,val
14400,val
62,val
17033,val
29414,val
21957,val
6074,val
25027,val
21769,val
13409,val
14706,val
25084,val
21649,val
21881,val
12472,val
5102,val
430,val
25057,val
28970,val
10393,val
18582,val
25176,val
9557,val
27322,val
29538,val
21770,val
2348,val
23593,val
19886,val
7747,val
13812,val
16712,val
1766,val
3399,val
20448,val
27843,val
24830,val
19690,val
26937,val
14330,val
2608,val
12213,val
11478,val
21941,val
9164,val
10169,val
10983,val
27365,val
5863,val
4048,val
1722,val
10181,val
23169,val
9539,val
24948,val
6804,val
27504,val
15269,val
21282,val
23948,val
1033,val
12675,val
8022,val
3206,test
447,test
881,test
2464,test
1339,test
4872,test
902,test
4186,test
1604,test
1407,test
3070,test
279,test
1225,test
2989,test
355,test
1913,test
1211,test
3426,test
2172,test
599,test
14,test
1475,test
4266,test
997,test
4229,test
1277,test
3799,test
4443,test
4993,test
4957,test
1340,test
1356,test
2174,test
1581,test
3377,test
4047,test
3220,test
3768,test
961,test
1021,test
2699,test
4345,test
476,test
44,test
3642,test
938,test
4422,test
3416,test
2673,test
1132,test
2940,test
1883,test
1899,test
2326,test
4451,test
1198,test
1586,test
2294,test
2511,test
2699,test
2767,test
1871,test
3328,test
3519,test
1563,test
4417,test
3576,test
2697,test
1192,test
2697,test
3532,test
1210,test
1546,test
2253,test
1271,test
3619,test
1383,test
1782,test
4099,test
439,test
4943,test
1615,test
2090,test
1841,test
756,test
3555,test
3850,test
3534,test
4377,test
2343,test
1050,test
3577,test
1744,test
2678,test
3350,test
2770,test
4668,test
3653,test
4346,test
1003,test
599,test
4435,test
3316,test
2136,test
2798,test
2508,test
1607,test
1937,test
4268,test
2679,test
4861,test
929,test
553,test
720,test
3884,test
4470,test
3990,test
4055,test
3633,test
726,test
2855,test
2953,test
2545,test
134,test
210,test
446,test
3470,test
1011,test
2398,test
3536,test
4202,test
954,test
4390,test
4203,test
163,test
1733,test
2462,test
3816,test
1630,test
1453,test
519,test
449,test
1117,test
4409,test
428,test
3421,test
625,test
2511,test
1220,test
1314,test
3463,test
269,test
556,test
3546,test
4530,test
2082,test
1499,test
225,test
4852,test
4214,test
2414,test
4267,test
31,test
891,test
3335,test
68,test
40,test
4914,test
3160,test
1741,test
634,test
1303,test
4030,test
1144,test
3524,test
999,test
2197,test
4989,test
1949,test
306,test
3915,test
164,test
1330,test
4907,test
1992,test
1560,test
2440,test
495,test
2375,test
429,test
3333,test
1339,test
3717,test
2040,test
1138,test
2119,test
3382,test
2599,test
1460,test
4852,test
669,test
1460,test
1858,test
2088,test
4771,test
4409,test
3055,test
4649,test
2828,test
4120,test
1490,test
166,test
4202,test
4640,test
