index,set
3129,train
18836,train
2697,train
7095,train
6712,train
1493,train
2622,train
4313,train
25032,train
25746,train
6315,train
2065,train
21068,train
22657,train
14629,train
20346,train
14180,train
10691,train
22947,train
6874,train
5280,train
1868,train
686,train
1707,train
1598,train
18047,train
22047,train
26920,train
1114,train
28278,train
6425,train
19172,train
2653,train
29690,train
17845,train
20101,train
13768,train
3917,train
7525,train
15391,train
19027,train
1468,train
8270,train
29211,train
17586,train
22472,train
29834,train
23436,train
18082,train
26194,train
25339,train
2506,train
12042,train
17031,train
23133,train
28953,train
21541,train
14391,train
5976,train
3812,train
28137,train
11817,train
16126,train
14233,train
18268,train
18029,train
19841,train
24725,train
17769,train
2017,train
9171,train
16517,train
19123,train
8493,train
26382,train
6262,train
24434,train
9480,train
23096,train
22713,train
16042,train
25825,train
17689,train
16743,train
14432,train
1651,train
14115,train
16737,train
20091,train
24394,train
3746,train
15781,train
10027,train
24465,train
972,train
8350,train
7945,train
16444,train
10370,train
10652,train
10286,train
787,train
15168,train
11472,train
14481,train
18157,train
14000,train
25485,train
6074,train
29990,train
29844,train
22992,train
17137,train
20965,train
4922,train
24284,train
4638,train
16535,train
2598,train
8585,train
13266,train
23197,train
13921,train
1961,train
752,train
12556,train
21298,train
18185,train
4929,train
13662,train
6025,train
12824,train
23569,train
28311,train
26010,train
13327,train
24167,train
6127,train
10608,train
10141,train
14541,train
10478,train
28728,train
22864,train
9014,train
24788,train
6227,train
11906,train
18046,train
3486,train
6044,train
24604,train
21492,train
22244,train
16086,train
13693,train
15279,train
23324,train
10213,train
8354,train
26361,train
2356,train
11625,train
3212,train
20531,train
215,train
3472,train
6677,train
3979,train
29374,train
9519,train
11097,train
29722,train
29714,train
11832,train
7178,train
10873,train
9487,train
4058,train
1424,train
23094,train
22790,train
21452,train
16509,train
7728,train
16323,train
26444,train
22344,train
76,train
15088,train
793,train
26307,train
7240,train
19198,train
20092,train
1095,train
905,train
8661,train
7145,train
4793,train
10962,train
21067,train
11272,train
28171,train
4864,train
11242,train
20851,train
12666,train
20078,train
8250,train
6154,train
14990,train
7234,train
22629,train
18947,train
16856,train
24466,train
17416,train
14135,train
3298,train
10055,train
4004,train
7733,train
2268,train
24214,train
6923,train
15299,train
28371,train
26176,train
1031,train
24831,train
11413,train
21962,train
4487,train
22082,train
8149,train
74,train
16801,train
27370,train
28039,train
28703,train
15675,train
7449,train
16202,train
22110,train
5183,train
27835,train
26565,train
28951,train
20373,train
7109,train
26447,train
1460,train
24676,train
23933,train
2918,train
3241,train
20312,train
13287,train
21443,train
4614,train
14264,train
10555,train
8898,train
16789,train
10619,train
18725,train
2938,train
5778,train
9055,train
20135,train
15073,train
9147,train
18104,train
3292,train
9202,train
27708,train
17279,train
9046,train
1885,train
14357,train
24935,train
8331,train
20283,train
23865,train
6971,train
9529,train
18826,train
6011,train
24050,train
29538,train
928,train
23716,train
1083,train
20760,train
19375,train
17337,train
6296,train
22983,train
24044,train
442,train
12082,train
9660,train
8030,train
19701,train
7352,train
9564,train
3894,train
29832,train
18722,train
28625,train
2536,train
27479,train
820,train
10161,train
38,train
25392,train
12700,train
1007,train
14377,train
20215,train
14647,train
13212,train
16107,train
24637,train
13882,train
23525,train
1462,train
18710,train
3950,train
4412,train
18763,train
18961,train
12295,train
1260,train
21817,train
26317,train
24221,train
13081,train
12360,train
23960,train
10553,train
24461,train
5369,train
16543,train
23717,train
24304,train
1660,train
2718,train
6110,train
8160,train
8101,train
1542,train
29795,train
24949,train
26122,train
27319,train
3010,train
2097,train
20383,train
27243,train
8905,train
24028,train
22734,train
19917,train
4447,train
16697,train
6832,train
25773,train
4561,train
3160,train
16649,train
12662,train
2010,train
9958,train
4710,train
4915,train
19421,train
1440,train
10222,train
18871,train
27815,train
18896,train
739,train
13556,train
7768,train
27799,train
15639,train
8907,train
21804,train
20696,train
12091,train
19326,train
9581,train
15581,train
4727,train
12191,train
14457,train
15870,train
17802,train
25253,train
9501,train
13273,train
10457,train
11995,train
2436,train
10211,train
24554,train
28021,train
24620,train
26917,train
11399,train
3918,train
13178,train
28021,train
26960,train
21760,train
7048,train
13545,train
25533,train
17379,train
19630,train
18892,train
22529,train
22517,train
19050,train
10871,train
5959,train
16184,train
727,train
12535,train
25343,train
10445,train
25555,train
7293,train
27234,train
12268,train
3261,train
13167,train
8526,train
15154,train
20559,train
8717,train
3054,train
23601,train
12587,train
8484,train
19342,train
28574,train
29061,train
19875,train
22432,train
16709,train
7358,train
28956,train
19303,train
16224,train
10136,train
17684,train
8717,train
24478,train
23392,train
13431,train
14384,train
24198,train
13441,train
21438,train
27198,train
20659,train
26285,train
24361,train
5781,train
7593,train
16826,train
10715,train
4350,train
3104,train
23474,train
18981,train
8316,train
10039,train
4827,train
18654,train
10204,train
5891,train
13893,train
14216,train
21455,train
27866,train
12397,train
25703,train
16869,train
12345,train
17008,train
11107,train
14543,train
23923,train
17422,train
19062,train
18584,train
22647,train
21127,train
23145,train
20884,train
21271,train
21026,train
17028,train
10314,train
25403,train
8122,train
23806,train
4882,train
2120,train
12768,train
8560,train
1490,train
17554,train
2130,train
16580,train
24317,train
18310,train
14938,train
18645,train
22507,train
2228,train
14619,train
1161,train
10400,train
26912,train
22352,train
21834,train
27768,train
20340,train
19032,train
26427,train
20996,train
22671,train
29316,train
13086,train
5324,train
2506,train
8832,train
19571,train
5846,train
24567,train
3593,train
8424,train
4823,train
5906,train
13368,train
23383,train
1599,train
12048,train
17775,train
212,train
23614,train
10425,train
8433,train
8549,train
29008,train
3712,train
27152,train
14962,train
26484,train
29699,train
27486,train
24653,train
25367,train
2501,train
23900,train
20986,train
20335,train
12912,train
19248,train
907,train
164,train
4912,train
25655,train
18084,train
25359,train
28797,train
17629,train
15065,train
29208,train
29172,train
21413,train
7776,train
12555,train
25490,train
5612,train
20008,train
21764,train
13497,train
4434,train
10951,train
27083,train
13276,train
29894,train
13399,train
1312,train
5533,train
1872,train
10955,train
16113,train
20219,train
2306,train
18823,train
27492,train
7874,train
22201,train
12934,train
20602,train
23801,train
19155,train
15192,train
17286,train
17803,train
37,train
13282,train
29200,train
3914,train
19206,train
17447,train
16522,train
9071,train
5473,train
15068,train
16861,train
12735,train
22815,train
5288,train
12382,train
29478,train
28688,train
29342,train
6580,train
24078,train
23582,train
7194,train
28481,train
24796,train
27526,train
11041,train
27130,train
13728,train
9099,train
16625,train
23637,train
26712,train
19847,train
5796,train
4167,train
24298,train
18959,train
28807,train
18775,train
2057,train
243,train
3592,train
8966,train
8381,train
14338,train
6461,train
23529,train
19754,train
16895,train
22146,train
18969,train
19490,train
15517,train
561,train
24271,train
16227,train
7893,train
2778,train
17126,train
25214,train
10719,train
20576,train
25311,train
6265,train
5285,train
12503,train
4902,train
17855,train
25478,train
14333,train
19732,train
12481,train
17863,train
5813,train
3203,train
26548,train
6681,train
9835,train
7645,train
28827,train
20087,train
14003,train
2243,train
18168,train
3784,train
11706,train
18751,train
18896,train
17913,train
21873,train
27831,train
11243,train
27132,train
9934,train
22964,train
26469,train
10398,train
2673,train
7268,train
20778,train
9455,train
17135,train
9244,train
5091,train
27168,train
12819,train
8630,train
14390,train
22965,train
749,train
20797,train
15003,train
16512,train
5822,train
12887,train
4216,train
21749,train
23396,train
26335,train
22066,train
29510,train
21790,train
10976,train
7207,train
17707,train
14190,train
26978,train
25639,train
13671,train
27762,train
20899,train
5870,train
9899,train
18854,train
21698,train
5730,train
23159,train
16821,train
3383,train
21897,train
28472,train
21044,train
26334,train
28782,train
4899,train
21827,train
21346,train
16604,train
18223,train
21443,train
19186,train
1508,train
29394,train
13826,train
17792,train
2171,train
13982,train
29423,train
11788,train
22276,train
24050,train
3543,train
934,train
27386,train
10511,train
9460,train
6575,train
14580,train
16865,train
9303,train
24983,train
16402,train
23314,train
9856,train
14213,train
18389,train
24721,train
19217,train
29545,train
21139,train
26055,train
5322,train
29850,train
29189,train
25362,train
26868,train
17003,train
27133,train
26437,train
29928,train
11823,train
28907,train
4878,train
2287,train
13653,train
24776,train
26154,train
19438,train
20511,train
7028,train
9493,train
21024,train
15455,train
10866,train
1710,train
11309,train
1561,train
14730,train
18516,train
17578,train
18324,train
25393,train
24496,train
20165,train
26254,train
15580,train
10868,train
12759,train
11539,train
10909,train
19347,train
13912,train
8387,train
29305,train
10992,train
16631,train
16949,train
23688,train
20822,train
11406,train
29152,train
21775,train
19695,train
29424,train
13883,train
18029,train
4457,train
1289,train
24459,train
10737,train
20519,train
6826,train
21632,train
12269,train
20709,train
25614,train
1961,train
25307,train
23572,train
17308,train
14497,train
21825,train
8043,train
25677,train
25203,train
17375,train
22483,train
16959,train
14339,train
3784,train
17860,train
4476,train
26386,train
15362,train
12366,train
150,train
10547,train
21190,train
2738,train
18980,train
19542,train
23844,train
23202,train
25544,train
6215,train
9957,train
28898,train
5413,train
6162,train
13750,train
2995,train
25020,train
25289,train
14821,train
7002,train
25211,train
15619,train
27043,train
5657,train
456,train
29056,train
9490,train
4924,train
21997,train
28660,train
10745,train
272,train
7657,train
14183,train
6447,train
13967,train
9804,train
3389,train
27001,train
24941,train
4793,train
28343,train
20320,train
16852,train
9406,train
4317,train
17384,train
19645,train
11786,train
27686,train
17167,train
14931,train
20606,train
13747,train
4270,train
13130,train
9177,train
25149,train
29202,train
3004,train
15144,train
10307,train
17512,train
27931,train
891,train
22118,train
536,train
8954,train
9135,train
6629,train
10620,train
6685,train
21739,train
28112,train
29810,train
16003,train
12133,train
2158,train
7262,train
29423,train
5930,train
20507,train
7004,train
20509,train
8515,train
3,train
31,train
16219,train
4874,train
23391,train
7204,train
6569,train
7289,train
9086,train
928,train
19262,train
29803,train
19787,train
20168,train
15096,train
13775,train
27148,train
4406,train
27256,train
24583,train
21234,train
25993,train
10730,train
22392,train
28233,train
9285,train
17280,train
7224,train
12528,train
23033,train
19004,train
27845,train
20277,train
3946,val
23382,val
10950,val
11993,val
23526,val
21821,val
7383,val
10630,val
9816,val
8261,val
9787,val
25052,val
12339,val
6126,val
13566,val
1509,val
2280,val
21356,val
20260,val
21941,val
7002,val
20845,val
29081,val
22372,val
8949,val
16844,val
27385,val
413,val
26671,val
21199,val
11749,val
21180,val
27074,val
19282,val
22664,val
9172,val
10678,val
1641,val
11300,val
11987,val
24395,val
17572,val
11766,val
20228,val
6866,val
28758,val
27882,val
168,val
3507,val
22861,val
23935,val
18727,val
22989,val
13,val
23106,val
6506,val
16679,val
25732,val
5484,val
25147,val
8328,val
27029,val
5367,val
18380,val
14713,val
27391,val
10828,val
29603,val
10637,val
10001,val
25277,val
5834,val
20306,val
9620,val
3830,val
17419,val
12930,val
27452,val
16805,val
15983,val
15577,val
2864,val
998,val
28872,val
11274,val
15991,val
29027,val
15757,val
24833,val
28199,val
1070,val
27332,val
8066,val
19085,val
26965,val
6065,val
5231,val
1047,val
1485,val
8326,val
22904,val
85,val
20665,val
29129,val
20665,val
3812,val
24662,val
14485,val
14585,val
23234,val
29608,val
12094,val
11759,val
9158,val
701,val
20262,val
1389,val
12010,val
5770,val
3960,val
8484,val
9478,val
28333,val
2094,val
24646,val
17104,val
19181,val
18780,val
466,val
6216,val
5322,val
7478,val
21729,val
29137,val
23176,val
11329,val
15349,val
23725,val
15666,val
21367,val
24882,val
16261,val
24103,val
21605,val
23015,val
2742,val
124,val
27449,val
2243,val
788,val
24721,val
3405,val
22988,val
23231,val
754,val
27111,val
23124,val
277,val
5334,val
13968,val
10914,val
15949,val
13963,val
17013,val
14083,val
15804,val
12769,val
13756,val
16367,val
21685,val
15961,val
17567,val
18929,val
3160,val
22789,val
13963,val
20902,val
11965,val
20998,val
3130,val
21794,val
10933,val
17482,val
23654,val
28545,val
209,val
10252,val
25324,val
3251,val
19109,val
24615,val
20103,val
9488,val
18353,val
8824,val
19428,val
20820,val
10954,val
5927,val
24501,val
15708,val
3303,val
18848,val
29154,val
4920,val
12204,val
6402,val
18911,val
13148,val
26531,val
9835,val
10205,val
22881,val
8791,val
2422,test
2713,test
4694,test
4851,test
953,test
3141,test
1866,test
1303,test
4180,test
2022,test
3466,test
55,test
561,test
2906,test
827,test
3947,test
3594,test
2749,test
992,test
1456,test
2757,test
3465,test
329,test
4587,test
1466,test
944,test
2318,test
612,test
4724,test
1265,test
3298,test
4010,test
641,test
408,test
2770,test
2021,test
4447,test
2547,test
2709,test
4277,test
1316,test
3718,test
357,test
1352,test
4677,test
233,test
2935,test
2892,test
3662,test
4084,test
75,test
3636,test
4624,test
177,test
1810,test
931,test
1305,test
4175,test
821,test
2193,test
1001,test
147,test
690,test
1884,test
3624,test
1295,test
2605,test
2778,test
2628,test
2157,test
2854,test
4780,test
953,test
2437,test
4786,test
1129,test
676,test
3709,test
2490,test
2293,test
4524,test
4775,test
2212,test
2972,test
4818,test
881,test
4066,test
2091,test
4121,test
4851,test
4976,test
606,test
384,test
500,test
4546,test
2489,test
3733,test
1097,test
71,test
3913,test
1198,test
2330,test
68,test
3097,test
1709,test
3128,test
3071,test
1979,test
2504,test
2280,test
2574,test
1100,test
3824,test
2799,test
1542,test
1260,test
2377,test
2258,test
3523,test
2908,test
489,test
948,test
4817,test
2473,test
3569,test
4547,test
1935,test
3104,test
1781,test
1188,test
2954,test
18,test
329,test
4514,test
1833,test
652,test
3022,test
551,test
2208,test
2272,test
1616,test
4923,test
55,test
2128,test
3346,test
1250,test
243,test
4294,test
1725,test
4062,test
2459,test
3100,test
1502,test
4766,test
1591,test
1954,test
1079,test
3542,test
74,test
4386,test
294,test
2007,test
1535,test
3117,test
3701,test
4701,test
1601,test
175,test
4322,test
2440,test
4036,test
406,test
159,test
3385,test
3845,test
1718,test
1388,test
2680,test
4961,test
4645,test
2341,test
4789,test
3992,test
4899,test
3498,test
4890,test
4139,test
612,test
4831,test
4871,test
4110,test
1573,test
3158,test
1197,test
2005,test
1759,test
3586,test
4934,test
4584,test
4688,test
1844,test
4181,test
2220,test
673,test
284,test
3009,test
2987,test
3664,test
61,test
3539,test
3641,test
834,test
4126,test
491,test
