index,set
5047,train
10862,train
8085,train
6896,train
6328,train
25001,train
20698,train
7769,train
801,train
8120,train
4644,train
23714,train
510,train
13247,train
10278,train
8802,train
7388,train
13431,train
12859,train
23460,train
4658,train
4741,train
16216,train
8937,train
23624,train
21032,train
16502,train
7205,train
9757,train
2776,train
12673,train
20477,train
22312,train
27588,train
258,train
27245,train
1543,train
24548,train
469,train
25288,train
12053,train
12959,train
25955,train
19337,train
3601,train
14922,train
26435,train
903,train
13152,train
22749,train
22381,train
18481,train
14913,train
27254,train
17232,train
11868,train
6352,train
16357,train
25207,train
28092,train
14868,train
21413,train
24096,train
2523,train
22233,train
4460,train
1100,train
5390,train
3183,train
18606,train
22992,train
28112,train
8739,train
25456,train
12639,train
14952,train
17932,train
5936,train
7686,train
5918,train
18097,train
17709,train
3646,train
11576,train
11495,train
3952,train
11170,train
15649,train
11982,train
21394,train
21825,train
2556,train
26320,train
1314,train
1509,train
4326,train
8981,train
27926,train
12492,train
1142,train
4815,train
6686,train
12907,train
5955,train
5226,train
14195,train
21723,train
7813,train
27263,train
6956,train
21506,train
4130,train
14570,train
2753,train
10494,train
19276,train
16737,train
3927,train
8485,train
18589,train
14105,train
7850,train
15824,train
24588,train
6853,train
24632,train
24065,train
11197,train
1821,train
26657,train
22337,train
11311,train
27763,train
25345,train
4862,train
1437,train
28365,train
17155,train
14681,train
27035,train
2159,train
16461,train
14599,train
11812,train
19482,train
23087,train
28076,train
7338,train
28672,train
26993,train
12930,train
3152,train
5196,train
16358,train
16720,train
13313,train
13659,train
15273,train
15123,train
5235,train
27986,train
6418,train
8600,train
28702,train
6264,train
3536,train
12980,train
22122,train
13129,train
9241,train
19118,train
26239,train
27484,train
20486,train
28514,train
414,train
11941,train
14014,train
2954,train
28803,train
6288,train
1844,train
28130,train
25224,train
7115,train
17131,train
4702,train
24915,train
25653,train
22961,train
31,train
24763,train
13669,train
24954,train
24830,train
26548,train
23545,train
22408,train
9105,train
27162,train
28142,train
23519,train
3166,train
15275,train
14686,train
18502,train
28481,train
28726,train
1990,train
6253,train
6281,train
1712,train
21681,train
27299,train
23168,train
6287,train
12720,train
6159,train
22405,train
16324,train
14243,train
28856,train
18701,train
13799,train
21289,train
25788,train
121,train
29561,train
2810,train
29468,train
13399,train
1685,train
5779,train
12031,train
29294,train
793,train
15010,train
22627,train
21053,train
12667,train
23834,train
3885,train
9686,train
19958,train
23472,train
3599,train
11472,train
20585,train
13836,train
29711,train
2015,train
5388,train
2022,train
28553,train
3996,train
22343,train
16924,train
10807,train
5223,train
11179,train
557,train
12802,train
12238,train
16173,train
20371,train
24130,train
27639,train
25703,train
22496,train
16141,train
28206,train
2146,train
10470,train
23633,train
14445,train
120,train
21581,train
11900,train
3874,train
14644,train
29888,train
20619,train
4873,train
27432,train
23835,train
16092,train
8501,train
4227,train
9238,train
15833,train
15491,train
5530,train
24316,train
10959,train
7525,train
15912,train
11020,train
27969,train
5998,train
18375,train
22571,train
19253,train
5555,train
24051,train
2352,train
1185,train
7029,train
9466,train
19483,train
23168,train
11727,train
6333,train
15489,train
15066,train
21198,train
17574,train
10221,train
3640,train
13518,train
13472,train
13562,train
19443,train
20468,train
16225,train
22134,train
15101,train
20926,train
24949,train
4918,train
6656,train
14604,train
17610,train
13845,train
9172,train
19202,train
9542,train
24264,train
27439,train
19522,train
29929,train
14839,train
9953,train
8525,train
24184,train
5122,train
25458,train
15239,train
14973,train
1901,train
1705,train
6884,train
24990,train
10777,train
220,train
634,train
11485,train
10683,train
18760,train
27020,train
20632,train
15178,train
6540,train
6200,train
14875,train
2827,train
25411,train
12697,train
14455,train
8363,train
14801,train
22217,train
14685,train
11791,train
26440,train
2883,train
6421,train
13064,train
13551,train
2675,train
7282,train
4258,train
13306,train
7494,train
29245,train
29116,train
27508,train
27596,train
10013,train
16662,train
20410,train
26012,train
14691,train
29614,train
3666,train
19948,train
5026,train
20432,train
19778,train
23070,train
21153,train
23034,train
2600,train
28194,train
25733,train
4549,train
19551,train
6296,train
22832,train
1806,train
15465,train
28431,train
8356,train
4536,train
12871,train
557,train
14604,train
4512,train
26035,train
3430,train
9276,train
794,train
13206,train
22993,train
13206,train
6899,train
11294,train
24221,train
3754,train
10608,train
6721,train
5246,train
20771,train
20347,train
22356,train
15052,train
27043,train
7900,train
21526,train
1511,train
12946,train
25927,train
25910,train
23828,train
12511,train
18648,train
462,train
24656,train
23898,train
23293,train
27050,train
22833,train
3150,train
19125,train
13038,train
12103,train
21453,train
8763,train
26722,train
8712,train
7815,train
17535,train
7881,train
24786,train
8226,train
15908,train
24766,train
11575,train
15638,train
11493,train
25548,train
20328,train
28015,train
19871,train
11732,train
5458,train
27285,train
23879,train
27553,train
3747,train
12012,train
10113,train
24567,train
6933,train
6427,train
9924,train
886,train
10127,train
3157,train
2436,train
11023,train
22178,train
14057,train
5839,train
27188,train
8728,train
18581,train
342,train
7802,train
13712,train
17879,train
13148,train
24120,train
28887,train
17382,train
29993,train
13590,train
14008,train
5780,train
26639,train
4960,train
11270,train
11716,train
941,train
10312,train
16241,train
10871,train
20132,train
15339,train
5936,train
14047,train
5263,train
29509,train
10229,train
3525,train
17946,train
23330,train
7732,train
1532,train
24288,train
4404,train
15725,train
20430,train
25814,train
5386,train
21764,train
14446,train
5291,train
26934,train
6565,train
4422,train
9225,train
20119,train
9194,train
12396,train
7462,train
20339,train
2278,train
16567,train
9381,train
1853,train
14254,train
4774,train
7069,train
22425,train
22547,train
26284,train
28922,train
29421,train
10926,train
624,train
4280,train
25060,train
815,train
5617,train
8183,train
9221,train
23688,train
7990,train
685,train
18334,train
18427,train
29037,train
2829,train
10837,train
2216,train
4857,train
18838,train
11500,train
21980,train
4079,train
10458,train
20502,train
4856,train
27455,train
7174,train
28099,train
17944,train
23377,train
25115,train
14693,train
8341,train
27531,train
4509,train
10913,train
17701,train
29008,train
15829,train
18028,train
29996,train
21210,train
24143,train
467,train
26923,train
548,train
18167,train
12714,train
29588,train
29398,train
19740,train
21007,train
21491,train
24766,train
14623,train
1810,train
3243,train
4406,train
19382,train
17291,train
5315,train
2630,train
26047,train
14188,train
26097,train
2977,train
10355,train
16105,train
4917,train
20224,train
2454,train
25289,train
15625,train
3984,train
5947,train
13983,train
28218,train
22892,train
3842,train
13328,train
10348,train
3549,train
11402,train
16212,train
3946,train
29397,train
5165,train
24856,train
26600,train
15675,train
27764,train
15210,train
6461,train
8574,train
7827,train
20547,train
9879,train
27824,train
16997,train
285,train
28546,train
3198,train
7944,train
28860,train
20825,train
16716,train
11189,train
16896,train
29792,train
25832,train
27313,train
4004,train
667,train
25089,train
26847,train
17845,train
16079,train
3099,train
14738,train
28803,train
14650,train
17899,train
13016,train
21292,train
22514,train
22719,train
4262,train
12092,train
8124,train
10462,train
5320,train
17852,train
24164,train
13655,train
17692,train
1877,train
20865,train
26058,train
22429,train
10217,train
6235,train
12131,train
8192,train
13761,train
10932,train
10355,train
20953,train
9561,train
6746,train
2545,train
1349,train
25572,train
9405,train
14303,train
15030,train
5308,train
1303,train
9454,train
15254,train
6074,train
23,train
6201,train
16670,train
4342,train
25257,train
14058,train
21956,train
22881,train
11751,train
4621,train
20316,train
19590,train
6237,train
26440,train
