index,set
19128,train
11855,train
24871,train
29891,train
23456,train
15524,train
14677,train
11878,train
17032,train
27607,train
24242,train
10647,train
19799,train
19370,train
5197,train
15577,train
19742,train
22321,train
28295,train
1350,train
18489,train
23553,train
21435,train
25519,train
7565,train
23590,train
28855,train
11421,train
6211,train
9147,train
23324,train
25755,train
11844,train
18550,train
5023,train
13742,train
24696,train
24398,train
21873,train
16467,train
2389,train
12134,train
11117,train
10852,train
29119,train
3054,train
4473,train
13068,train
15363,train
180,train
17903,train
21120,train
24432,train
5641,train
11589,train
13671,train
12457,train
22028,train
18579,train
11753,train
7353,train
18428,train
13945,train
19928,train
25008,train
933,train
21907,train
19960,train
14860,train
16980,train
21833,train
6840,train
19199,train
26890,train
2123,train
10144,train
17550,train
10760,train
2359,train
1033,train
22525,train
5824,train
28389,train
6966,train
2881,train
337,train
9691,train
973,train
6227,train
20769,train
13758,train
5058,train
6765,train
8184,train
17222,train
20344,train
20710,train
22064,train
19659,train
29966,train
24566,train
23311,train
15180,train
10102,train
9301,train
3913,train
9338,train
7994,train
14463,train
27361,train
12634,train
24085,train
22668,train
23895,train
23918,train
7014,train
23648,train
1936,train
14323,train
27357,train
22249,train
24370,train
19652,train
12472,train
29010,train
28797,train
22074,train
1713,train
21130,train
14494,train
20568,train
5823,train
9836,train
26733,train
9839,train
7156,train
19658,train
10735,train
26893,train
27206,train
18524,train
6290,train
6638,train
542,train
12633,train
12501,train
3701,train
3240,train
9754,train
15775,train
4261,train
20254,train
13527,train
8127,train
28804,train
14256,train
17960,train
18900,train
5134,train
9622,train
1487,train
10857,train
23813,train
23358,train
22719,train
20479,train
29223,train
13996,train
29958,train
14192,train
6878,train
14840,train
13576,train
9962,train
28805,train
437,train
5609,train
3718,train
8085,train
15614,train
23012,train
29734,train
27254,train
24329,train
24603,train
18498,train
27397,train
26206,train
10202,train
8980,train
8149,train
6383,train
11345,train
12240,train
20600,train
26514,train
23066,train
10235,train
5441,train
200,train
22697,train
6887,train
27538,train
4358,train
22200,train
2926,train
3593,train
17417,train
11667,train
911,train
7414,train
2229,train
15896,train
11474,train
20851,train
5946,train
27411,train
29486,train
16316,train
4704,train
3106,train
4159,train
8767,train
9463,train
13365,train
22913,train
12096,train
5085,train
7021,train
327,train
27913,train
16935,train
6909,train
18402,train
23733,train
24123,train
9109,train
24640,train
7246,train
10316,train
16577,train
27607,train
24290,train
9616,train
22712,train
21071,train
21384,train
21099,train
22203,train
1048,train
12005,train
3379,train
18355,train
24692,train
12987,train
2110,train
6973,train
23646,train
24845,train
18456,train
15936,train
14377,train
13479,train
25308,train
5823,train
1287,train
18809,train
18978,train
10984,train
11621,train
24645,train
19374,train
29626,train
18617,train
17653,train
10142,train
8160,train
8405,train
4963,train
26442,train
3368,train
10622,train
3708,train
29923,train
16308,train
24650,train
21772,train
21933,train
15360,train
113,train
11128,train
13565,train
25539,train
9144,train
22616,train
11386,train
28284,train
2429,train
21550,train
7891,train
1607,train
8937,train
10190,train
20472,train
19576,train
22057,train
1765,train
27647,train
9246,train
8356,train
25730,train
18139,train
20344,train
13904,train
24095,train
8584,train
11112,train
2877,train
7222,train
1933,train
15042,train
24362,train
18213,train
12800,train
18603,train
7264,train
25171,train
26415,train
4798,train
7543,train
4553,train
24461,train
16338,train
14029,train
26691,train
15983,train
17936,train
3633,train
3457,train
6732,train
28642,train
3443,train
12913,train
25584,train
25675,train
5128,train
25069,train
7398,train
5924,train
22898,train
18346,train
8275,train
2778,train
24629,train
561,train
11800,train
23320,train
9859,train
9611,train
20389,train
6526,train
14,train
11966,train
29503,train
14797,train
4608,train
17533,train
16082,train
22920,train
1152,train
21567,train
412,train
5605,train
1110,train
29215,train
13861,train
5111,train
7218,train
11062,train
3995,train
14736,train
5988,train
12055,train
15147,train
20883,train
3160,train
28375,train
27014,train
4140,train
3008,train
19686,train
21924,train
23565,train
10723,train
8579,train
8290,train
5170,train
26375,train
22031,train
6006,train
27196,train
25200,train
23561,train
9961,train
3786,train
9384,train
28262,train
3639,train
8810,train
21677,train
16862,train
14963,train
24008,train
21506,train
46,train
26444,train
10077,train
25827,train
17279,train
782,train
23016,train
7751,train
24520,train
16911,train
13085,train
6671,train
9612,train
24284,train
1213,train
