index,set
7673,train
20659,train
11634,train
11219,train
25281,train
23463,train
10754,train
21540,train
8557,train
14250,train
25364,train
14952,train
9590,train
17071,train
10176,train
204,train
21613,train
11907,train
13056,train
9861,train
475,train
9903,train
22161,train
11306,train
18584,train
7975,train
4707,train
17334,train
609,train
11385,train
9293,train
18665,train
25384,train
17852,train
20118,train
21441,train
20408,train
954,train
27691,train
1974,train
4902,train
13789,train
17828,train
9881,train
18762,train
10344,train
15665,train
2900,train
5351,train
29305,train
12048,train
4966,train
1870,train
21311,train
16403,train
26347,train
23677,train
17726,train
16611,train
14494,train
9324,train
19220,train
28676,train
17032,train
29590,train
29927,train
21985,train
14752,train
16912,train
363,train
20763,train
20928,train
23904,train
12068,train
19431,train
17185,train
2624,train
4755,train
28445,train
2642,train
24504,train
24813,train
152,train
19576,train
11342,train
25560,train
3225,train
1586,train
25645,train
19804,train
8358,train
18526,train
26241,train
29699,train
10535,train
8556,train
7049,train
5284,train
27726,train
16222,train
6538,train
10606,train
1657,train
12385,train
13486,train
29019,train
4800,train
24891,train
28646,train
24768,train
2755,train
18540,train
13044,train
12188,train
24407,train
2544,train
21024,train
24067,train
29434,train
28224,train
1955,train
12119,train
16062,train
29694,train
7325,train
8292,train
16061,train
1446,train
11027,train
7785,train
22802,train
13140,train
9667,train
8524,train
22976,train
10347,train
27470,train
22693,train
9229,train
28070,train
9010,train
678,train
14379,train
4114,train
4619,train
25436,train
17127,train
6367,train
14176,train
1237,train
18778,train
26402,train
805,train
8286,train
24893,train
17093,train
8650,train
12249,train
6165,train
25581,train
6814,train
18877,train
19917,train
12666,train
14868,train
12286,train
9511,train
6675,train
11706,train
2723,train
16442,train
2247,train
15015,train
20641,train
18685,train
3906,train
28505,train
19092,train
15443,train
15355,train
17556,train
23422,train
28787,train
28460,train
25533,train
26676,train
924,train
15138,train
27407,train
23004,train
692,train
4749,train
26714,train
27552,train
13803,train
2296,train
10107,train
23523,train
27801,train
2440,train
12407,train
18135,train
11696,train
5295,train
11974,train
12052,train
5823,train
19504,train
22340,train
4829,train
9797,train
29749,train
14962,train
14930,train
8060,train
14228,train
20680,train
300,train
29108,train
9507,train
435,train
23833,train
29398,train
25393,train
7476,train
16343,train
2000,train
4107,train
27867,train
26022,train
28192,train
16198,train
11619,train
9287,train
9122,train
25021,train
19954,train
21874,train
7664,train
4815,train
4781,train
2731,train
21432,train
27736,train
25902,train
2144,train
24332,train
28112,train
10853,train
22913,train
17909,train
5528,train
15515,train
21778,train
14063,train
2984,train
6300,train
19851,train
3191,train
23087,train
24002,train
13859,train
22601,train
3373,train
9706,train
3960,train
27525,train
11718,train
8305,train
11478,train
27969,train
7109,train
20227,train
3802,train
20302,train
22676,train
12633,train
11426,train
2718,train
16041,train
22865,train
26891,train
18283,train
27315,train
22351,train
21105,train
29398,train
6486,train
8726,train
25887,train
2055,train
9870,train
2174,train
29405,train
12944,train
9469,train
11194,train
17071,train
26992,train
28523,train
17878,train
25776,train
28074,train
28435,train
23246,train
8974,train
29052,train
8838,train
28331,train
28557,train
1443,train
19880,train
16915,train
22433,train
4831,train
14718,train
14329,train
15730,train
7429,train
12028,train
7785,train
29743,train
24802,train
25480,train
6469,train
5343,train
5466,train
25731,train
22537,train
25632,train
7098,train
