index,set
20804,train
4301,train
17300,train
22601,train
12038,train
7084,train
7372,train
28829,train
22571,train
20240,train
451,train
5851,train
25871,train
4845,train
26840,train
451,train
6943,train
5068,train
11192,train
14085,train
2823,train
9759,train
25925,train
11710,train
16200,train
3942,train
6368,train
16651,train
5805,train
21948,train
21961,train
28243,train
13882,train
19398,train
16270,train
23731,train
22754,train
2841,train
28555,train
25861,train
18046,train
18858,train
10772,train
14253,train
12568,train
994,train
21706,train
10539,train
6610,train
26019,train
22070,train
7330,train
23143,train
9060,train
17932,train
26502,train
8818,train
6825,train
23467,train
19424,train
29465,train
23361,train
6702,train
6108,train
15546,train
20759,train
17134,train
25669,train
23736,train
1610,train
17414,train
1547,train
7127,train
13831,train
9681,train
17119,train
27195,train
20004,train
294,train
929,train
7001,train
21273,train
28697,train
29724,train
19931,train
25913,train
6736,train
1261,train
1050,train
1701,train
28507,train
24202,train
9854,train
15800,train
7674,train
1557,train
8170,train
17884,train
3472,train
20121,train
1579,train
2847,train
27769,train
11519,train
2098,train
23151,train
27675,train
19454,train
8702,train
684,train
25412,train
110,train
181,train
2740,train
14059,train
5066,train
6541,train
22674,train
8857,train
25076,train
10964,train
25666,train
22404,train
14366,train
5450,train
419,train
1927,train
15282,train
12200,train
6034,train
8894,train
8314,train
25591,train
17357,train
14915,train
12651,train
13415,train
3166,train
19421,train
7181,train
23685,train
1919,train
15552,train
20340,train
11695,train
27478,train
20495,train
21832,train
18217,train
13420,train
23300,train
21406,train
17581,train
26246,train
10881,train
5989,train
9040,train
16501,train
5833,train
9781,train
8287,train
7352,train
8944,train
9311,train
11971,train
17152,train
12292,train
15725,train
2947,train
6050,train
13217,train
7237,train
7519,train
2523,train
22609,train
7036,train
9207,train
371,train
11880,train
21514,train
495,train
28254,train
4067,train
24656,train
22544,train
9202,train
4173,train
17189,train
16151,train
4455,train
27786,train
9057,train
6712,train
23688,train
28978,train
19616,train
12162,train
26515,train
7717,train
17074,train
214,train
12894,train
16765,train
20072,train
16531,train
984,train
27473,train
4878,train
20305,train
16727,train
3308,train
24963,train
11963,train
8417,train
19064,train
24518,train
18917,train
8490,train
26157,train
10425,train
712,train
2031,train
9299,train
23155,train
13201,train
3221,train
25912,train
17425,train
25162,train
20022,train
13543,train
24560,train
6084,train
3689,train
20301,train
16749,train
12604,train
6995,train
19103,train
7137,train
15891,train
829,train
28788,train
5877,train
27473,train
28684,train
24359,train
17472,train
28366,train
28673,train
12351,train
13805,train
7153,train
16067,train
23270,train
17614,train
14045,train
21857,train
10343,train
8574,train
13836,train
17844,train
63,train
23641,train
7464,train
18605,train
14334,train
8561,train
29835,train
25873,train
10582,train
26937,train
29599,train
17140,train
4073,train
755,train
24027,train
15074,train
14942,train
15463,train
10008,train
4398,train
22213,train
27554,train
26959,train
1394,train
11641,train
3375,train
19937,train
2506,train
22608,train
16729,train
6409,train
28672,train
14723,train
1968,train
6365,train
20416,train
14298,train
11900,train
7161,train
28890,train
20743,train
24661,train
2220,train
14158,train
26465,train
17310,train
20423,train
18758,train
21600,train
14234,train
2780,train
21741,train
27889,train
16421,train
8812,train
10828,train
26673,train
28439,train
25030,train
28631,train
18297,train
28941,train
880,train
8443,train
8335,train
