index,set
3714,train
3746,train
2191,train
24473,train
19628,train
14519,train
28019,train
18135,train
21015,train
15695,train
27033,train
19691,train
14531,train
15308,train
21961,train
3364,train
20900,train
19308,train
2267,train
19941,train
14402,train
1605,train
25020,train
17527,train
29155,train
12055,train
1122,train
11206,train
24200,train
18765,train
20257,train
17278,train
23827,train
11767,train
23252,train
4252,train
3313,train
5828,train
10569,train
8843,train
16995,train
5351,train
15193,train
3877,train
4419,train
11297,train
10127,train
15675,train
24492,train
4598,train
9813,train
26022,train
16497,train
18004,train
25542,train
6344,train
19798,train
16475,train
6430,train
22168,train
27341,train
8,train
7058,train
425,train
4182,train
11011,train
12911,train
1471,train
124,train
21833,train
5228,train
19108,train
17909,train
1254,train
22192,train
6230,train
27781,train
1731,train
3450,train
20137,train
19128,train
10345,train
6155,train
8446,train
19769,train
21971,train
6427,train
26469,train
15331,train
4820,train
22798,train
25501,train
14893,train
25286,train
6439,train
21169,train
11883,train
11301,train
15952,train
12251,train
20060,train
16067,train
2609,train
22661,train
14546,train
15188,train
16235,train
16756,train
29822,train
19240,train
11129,train
229,train
19600,train
3448,train
6819,train
2648,train
3801,train
12058,train
10952,train
21965,train
16003,train
4821,train
7406,train
12639,train
11346,train
29725,train
2557,train
26271,train
2382,train
20875,train
8941,train
12825,train
6262,train
27853,train
20984,train
17133,train
24003,train
14690,train
27071,train
9427,train
14350,train
15784,train
29616,train
971,train
1286,train
7154,train
18284,train
18673,train
13134,train
10198,train
8126,train
13204,train
24919,train
13469,train
3360,train
9872,train
29561,train
26671,train
28861,train
4012,train
27040,train
12947,train
12467,train
3316,train
3773,train
25319,train
6776,train
7413,train
11990,train
3525,train
2559,train
6102,train
6318,train
18284,train
5950,train
29948,train
7618,train
9400,train
29419,train
11366,train
25650,train
20662,train
20835,train
5973,train
3487,train
1383,train
14509,train
5354,train
17847,train
9322,train
1812,train
25034,train
8256,train
13838,train
1807,train
21163,train
9147,train
24671,train
28161,train
24454,train
27869,train
6644,train
21221,train
10962,train
21398,train
25479,train
1017,train
19949,train
29687,train
15662,train
6964,train
7954,train
1998,train
24150,train
29560,train
28851,train
7904,train
22202,train
21521,train
12240,train
448,train
16883,train
4430,train
15378,train
18636,train
638,train
22614,train
28524,train
12697,train
26374,train
11153,train
7499,train
21657,train
20108,train
12954,train
7102,train
7687,train
7703,train
23679,train
2402,train
22091,train
2128,train
18675,train
1290,train
12131,train
13818,train
17776,train
25061,train
3234,train
15633,train
17276,train
21273,train
23214,train
813,train
14194,train
21411,train
8102,train
9653,train
4026,train
4113,train
16618,train
4597,train
28120,train
10793,train
21328,train
3195,train
27939,train
21700,train
26176,train
1861,train
1582,train
13490,train
24618,train
16962,train
29012,train
20548,train
13030,train
5552,train
14051,train
15636,train
4468,train
3656,train
21301,train
15471,train
25088,train
5978,train
26591,train
1456,train
20510,train
19505,train
10754,train
4593,train
6907,train
1692,train
27906,train
25062,train
20006,train
17219,train
8810,train
15147,train
28071,train
19195,train
9232,train
22217,train
10651,train
1161,train
28457,train
12361,train
12873,train
25172,train
6325,train
19670,train
26612,train
27601,train
26374,train
17592,train
8975,train
9941,train
7256,train
11677,train
