theta,m,t,delta,set
0.86,1,2.176975536331047,0.0,train
0.55,0,4.122504929003876,0.0,train
0.92,1,0.06466362090335334,1.0,train
0.92,1,0.5469020058717511,0.0,train
0.55,0,3.4999326718541806,0.0,train
0.86,1,0.013448869121681632,1.0,train
0.86,1,0.6582222906155091,1.0,train
0.86,1,1.1170851430127835,1.0,train
0.55,0,2.744783127755273,0.0,train
0.78,1,1.8515253045919586,1.0,train
0.78,1,4.316079873925639,1.0,train
0.10000000000000009,0,3.147005735504516,0.0,train
0.55,0,5.768434258964048,0.0,train
0.86,1,0.48964124292976563,1.0,train
0.55,1,1.114109037270375,1.0,train
0.10000000000000009,0,1.0437003012980914,0.0,train
0.55,0,4.3209393760013945,0.0,train
0.55,1,0.5253042843974323,0.0,train
0.10000000000000009,0,4.3744474945775025,0.0,train
0.10000000000000009,0,2.864273282665204,0.0,train
0.92,1,0.2750223924494969,1.0,train
0.10000000000000009,0,5.431150525766993,0.0,train
0.10000000000000009,0,0.23896354979205503,0.0,train
0.78,1,0.26937286075444994,1.0,train
0.78,1,0.5920799045102649,1.0,train
0.55,0,4.420110626147233,0.0,train
0.10000000000000009,0,0.2560536810163332,0.0,train
0.55,0,2.655680432562315,0.0,train
0.86,1,2.3919034872835607,1.0,train
0.55,1,1.3213115881935449,1.0,train
0.86,1,0.6953457225929704,0.0,train
0.78,1,0.815624325932902,1.0,train
0.92,1,2.132322196313547,1.0,train
0.55,1,3.274852107022995,1.0,train
0.10000000000000009,0,4.921423186368561,0.0,train
0.10000000000000009,0,4.630549190924229,0.0,train
0.10000000000000009,0,4.488764197637998,0.0,train
0.55,1,0.25665174554834924,0.0,train
0.55,1,0.7946477538781659,1.0,train
0.92,1,0.5209840106308973,1.0,train
0.86,1,0.7675141634556242,1.0,train
0.92,1,0.3085031935565764,1.0,train
0.86,1,0.3156605197153401,1.0,train
0.55,0,1.8245789441368525,0.0,train
0.86,1,0.2747810732900709,1.0,train
0.78,1,1.031081230694328,1.0,train
0.86,1,0.6287139373121355,1.0,train
0.78,1,1.6870994832062818,1.0,train
0.86,1,0.05263215952172042,1.0,train
0.55,0,0.19698091256502703,0.0,train
0.78,0,5.93200206728245,0.0,train
0.10000000000000009,0,3.9012387721609008,0.0,train
0.55,1,0.44608988097755836,1.0,train
0.78,1,2.1553679262932053,1.0,train
0.78,1,0.39157671464879995,1.0,train
