index,set
23041,train
25728,train
21576,train
16090,train
10641,train
4901,train
580,train
9488,train
2653,train
29003,train
12079,train
24368,train
26573,train
9572,train
6274,train
1451,train
26475,train
12290,train
27076,train
3674,train
2603,train
4292,train
2380,train
26423,train
18496,train
27413,train
10953,train
26076,train
8864,train
6646,train
26175,train
22054,train
24392,train
13574,train
7900,train
21173,train
16806,train
24694,train
19335,train
10846,train
24393,train
15077,train
29996,train
7003,train
6572,train
19100,train
19308,train
12732,train
2576,train
24815,train
361,train
16396,train
22963,train
10303,train
16014,train
3895,train
8879,train
29781,train
5490,train
12100,train
3016,train
27216,train
23028,train
23327,train
6309,train
1043,train
12304,train
11770,train
1385,train
2949,train
5006,train
14154,train
1297,train
15839,train
29335,train
2660,train
29588,train
18534,train
14728,train
3802,train
23288,train
2675,train
16266,train
2655,train
16112,train
12736,train
18656,train
19582,train
2736,train
13327,train
6760,train
11040,train
5483,train
29826,train
8893,train
9725,train
28869,train
4042,train
21519,train
7522,train
21127,train
27776,train
12861,train
27391,train
22713,train
12388,train
1108,train
447,train
5046,train
19980,train
25118,train
18829,train
16506,train
673,train
7676,train
18795,train
17730,train
8315,train
9546,train
27515,train
4241,train
11991,train
14550,train
1099,train
7165,train
4747,train
13561,train
11869,train
6002,train
46,train
10,train
6263,train
20547,train
7954,train
18550,train
6902,train
8043,train
2480,train
18043,train
29017,train
18114,train
21012,train
11457,train
15534,train
6240,train
6392,train
18776,train
25235,train
27869,train
23199,train
14810,train
6403,train
17672,train
16408,train
20055,train
17798,train
29385,train
4301,train
19288,train
5389,train
21182,train
5626,train
5485,train
11428,train
18999,train
11236,train
22271,train
28494,train
14582,train
18635,train
5636,train
15399,train
1425,train
1177,train
16146,train
29922,train
23883,train
27354,train
3834,train
28399,train
5977,train
5969,train
28950,train
10851,train
24395,train
26441,train
7851,train
6311,train
11353,train
28027,train
23201,train
16137,train
10049,train
14030,train
15417,train
28465,train
7920,train
12045,train
6211,train
28769,train
22547,train
25817,train
780,train
1563,train
17216,train
24372,train
12798,train
6830,train
7993,train
29362,train
29433,train
9986,train
25843,train
13832,train
19736,train
25500,train
19692,train
27813,train
19201,train
27679,train
12023,train
6122,train
27511,train
22634,train
18721,train
5936,train
16596,train
26306,train
10335,train
29741,train
2972,train
15429,train
19162,train
2334,train
20170,train
19320,train
7337,train
24820,train
20094,train
15056,train
3749,train
21329,train
13738,train
29670,train
19538,train
9043,train
21680,train
19147,train
11074,train
10105,train
29097,train
8107,train
27449,train
27947,train
6980,train
20677,train
21145,train
3643,train
15699,train
9348,train
14794,train
3512,train
26827,train
21037,train
28178,train
9328,train
14593,train
3170,train
1166,train
15691,train
18770,train
23631,train
29641,train
14447,train
8827,train
25531,train
28960,train
20025,train
1566,train
5505,train
2339,train
26915,train
10469,train
16226,train
28173,train
6787,train
11822,train
6854,train
10424,train
11513,train
4097,train
2064,train
16584,train
6498,train
11599,train
17494,train
16188,train
14999,train
23269,train
14569,train
11042,train
7796,train
27217,train
8034,train
21412,train
11775,train
19353,train
9517,train
21811,train
7121,train
16097,train
1135,train
309,train
24824,train
19368,train
16619,train
4574,train
24216,train
11150,train
14416,train
7438,train
977,train
21880,train
26275,train
28866,train
17661,train
11390,train
24421,train
24715,train
23897,train
25517,train
16316,train
8116,train
2514,train
8815,train
28556,train
21060,train
3244,train
24950,train
15685,train
16157,train
16880,train
18294,train
3121,train
17462,train
520,train
20845,train
9433,train
10654,train
9311,train
16241,train
4392,train
16828,train
19608,train
24359,train
8804,train
5741,train
1448,train
12957,train
17665,train
16049,train
25844,train
13535,train
965,train
12664,train
1640,train
24230,train
28168,train
4245,train
4216,train
406,train
19206,train
17560,train
19195,train
9832,train
26879,train
20485,train
7123,train
28875,train
28954,train
14652,train
24705,train
3938,train
9926,train
8247,train
21379,train
9366,train
24883,train
27767,train
4411,train
2138,train
25402,train
6483,train
28989,train
3375,train
27922,train
13920,train
21314,train
19380,train
4301,train
26586,train
24393,train
1786,train
2561,train
1417,train
22640,train
2237,train
18822,train
24985,train
29831,train
9257,train
8671,train
25528,train
27336,train
10092,train
21896,train
1076,train
18684,train
7642,train
2335,train
5488,train
7216,train
14976,train
17589,train
10926,train
3187,train
6850,train
25731,train
2475,train
17730,train
10574,train
28170,train
27524,train
19699,train
12588,train
28917,train
7494,train
6321,train
19925,train
502,train
17314,train
1108,train
9818,train
10727,train
25048,train
20734,train
8540,train
15566,train
14892,train
28463,train
8700,train
11535,train
19786,train
2879,train
3129,train
12086,train
4208,train
4781,train
6013,train
15287,train
1559,train
24154,train
92,train
13883,train
255,train
12530,train
11279,train
27712,train
29914,train
3195,train
9603,train
856,train
15725,train
27186,train
17551,train
12663,train
5216,train
27022,train
20045,train
13118,train
10597,train
17372,train
1704,train
17762,train
28496,train
22869,train
22992,train
946,train
29467,train
21241,train
5422,train
26354,train
27652,train
25159,train
9093,train
26850,train
10920,train
9118,train
17024,train
21145,train
10839,val
16721,val
3047,val
5880,val
11625,val
5813,val
25286,val
10057,val
13080,val
22645,val
27218,val
21406,val
10133,val
15499,val
13661,val
8727,val
17082,val
21726,val
16152,val
17135,val
691,val
13120,val
21474,val
28888,val
15681,val
5381,val
27875,val
2681,val
11691,val
23866,val
17724,val
29019,val
12561,val
9135,val
27283,val
17724,val
19822,val
29929,val
29110,val
10468,val
12435,val
28743,val
29083,val
4486,val
29459,val
5521,val
15533,val
24620,val
11138,val
16227,val
18085,val
16367,val
25621,val
11831,val
17258,val
13633,val
27293,val
13697,val
7409,val
1231,val
6980,val
24008,val
15948,val
4074,val
15233,val
7175,val
12909,val
11881,val
24674,val
29682,val
8764,val
22583,val
11952,val
25643,val
17169,val
7631,val
16221,val
20653,val
29584,val
7842,val
29771,val
9800,val
25996,val
27047,val
29940,val
17680,val
22484,val
25429,val
25279,val
15309,val
11599,val
13098,val
13616,val
13997,val
7916,val
7220,val
15473,val
3298,val
21887,val
13176,val
13026,val
27954,val
14321,val
11748,val
28530,val
21837,val
564,val
3605,val
1563,test
3237,test
2219,test
2300,test
4959,test
1748,test
1977,test
755,test
1076,test
1732,test
3776,test
294,test
4495,test
3106,test
856,test
588,test
3339,test
1361,test
1346,test
1044,test
968,test
4327,test
205,test
4345,test
1078,test
4292,test
4495,test
3318,test
2282,test
4729,test
4278,test
3399,test
875,test
3356,test
1844,test
1445,test
2555,test
1427,test
2566,test
1843,test
4161,test
636,test
1475,test
1764,test
1911,test
2137,test
293,test
3233,test
2110,test
2390,test
1535,test
4503,test
4868,test
765,test
1588,test
308,test
1001,test
1974,test
4701,test
2501,test
2004,test
2440,test
265,test
1506,test
1758,test
4762,test
4227,test
1805,test
811,test
2355,test
1330,test
456,test
3263,test
1450,test
1927,test
2424,test
387,test
1754,test
1861,test
2678,test
2642,test
2155,test
3248,test
1615,test
1873,test
2355,test
3462,test
2351,test
469,test
1299,test
2359,test
1876,test
727,test
1341,test
1988,test
3237,test
4504,test
1236,test
1976,test
1482,test
996,test
2870,test
1893,test
150,test
3177,test
2002,test
1248,test
3562,test
