index,set
21362,train
28830,train
24497,train
27264,train
10317,train
618,train
23028,train
6526,train
8682,train
15608,train
23074,train
5196,train
18944,train
19630,train
4357,train
19999,train
27846,train
13620,train
9281,train
9577,train
22876,train
6748,train
15427,train
10734,train
6882,train
14836,train
22784,train
7206,train
13875,train
28067,train
19471,train
96,train
19596,train
26431,train
6078,train
21395,train
22041,train
23056,train
17286,train
28931,train
4647,train
3074,train
7098,train
21492,train
29338,train
822,train
24412,train
27441,train
3228,train
28806,train
27289,train
15326,train
23198,train
13031,train
21322,train
8431,train
21970,train
22922,train
26315,train
12641,train
5930,train
18494,train
17107,train
14239,train
23649,train
24721,train
3121,train
9824,train
7651,train
2732,train
18806,train
25502,train
12326,train
7027,train
2029,train
13927,train
14902,train
9001,train
28673,train
12331,train
946,train
15866,train
25369,train
4682,train
7464,train
420,train
17696,train
6576,train
6045,train
2056,train
12330,train
8899,train
26240,train
196,train
12128,train
26210,train
11846,train
25990,train
26884,train
29085,train
9183,train
2660,train
12371,train
17021,train
14383,train
19856,train
1704,train
28144,train
19496,train
16158,train
24777,train
27708,train
1303,train
28181,train
22070,train
10642,train
438,train
12545,train
14813,train
481,train
16327,train
24494,train
2984,train
12380,train
1580,train
22904,train
14503,train
19790,train
14723,train
22486,train
22955,train
17547,train
16312,train
24337,train
28023,train
1816,train
19886,train
26223,train
22447,train
1058,train
4176,train
13341,train
29904,train
3531,train
342,train
2332,train
10318,train
29464,train
2167,train
1576,train
12292,train
5999,train
16438,train
3004,train
3881,train
7253,train
9804,train
21098,train
5377,train
22650,train
28452,train
15046,train
4207,train
15737,train
23332,train
12825,train
4064,train
5153,train
9051,train
19051,train
21584,train
11568,train
7270,train
26411,train
25382,train
1854,train
27813,train
15172,train
22101,train
18214,train
572,train
21352,train
26015,train
16661,train
22878,train
18892,train
11756,train
6071,train
24294,train
19539,train
2745,train
28968,train
7856,train
10968,train
21893,train
10487,train
11505,train
8710,train
6215,train
11061,train
4552,train
15535,train
23446,train
10983,train
23690,train
16213,train
16370,train
7017,train
17303,train
18470,train
21522,train
19142,train
27522,train
569,train
24310,train
16491,train
20728,train
15627,train
7032,train
9745,train
19562,train
18365,train
22014,train
24090,train
20891,train
14810,train
28218,train
22542,train
14299,train
14845,train
5470,train
10553,train
16682,train
27217,train
25038,train
16855,train
21113,train
19535,train
6539,train
4167,train
3995,train
16518,train
10600,train
28823,train
16302,train
19781,train
19986,train
5408,train
14668,train
14243,train
20012,train
15524,train
718,train
24387,train
26810,train
21152,train
24563,train
22742,train
22002,train
12322,train
7716,train
5718,train
6726,train
6421,train
7045,train
17468,train
20158,train
11309,train
20740,train
25110,train
19911,train
21922,train
8555,train
24487,train
16801,train
13708,train
28664,train
28728,train
6592,train
121,train
13662,train
15412,train
23120,train
17205,train
2751,train
4103,train
11629,train
24219,train
14154,train
7228,train
14370,train
3814,train
25837,train
4506,train
25010,train
28640,train
13588,train
20959,train
7473,train
8371,train
24804,train
2322,train
29704,train
19260,train
13108,train
8439,train
18585,train
19292,train
16100,train
25990,train
23864,train
3822,train
17068,train
7782,train
23139,train
7074,train
13729,train
27759,train
20718,train
24797,train
20457,train
17354,train
18510,train
6812,train
12629,train
12415,train
17249,train
64,train
8614,train
4356,train
29594,train
18751,train
10714,train
29560,train
22928,train
11625,train
402,train
17141,train
11605,train
16480,train
578,train
2182,train
27496,train
1166,train
20401,train
19101,train
6954,train
18174,train
5252,train
20543,train
24398,train
10952,train
1661,train
8166,train
8362,train
27843,train
4398,train
13563,train
6455,train
14889,train
20507,train
12106,train
2745,train
10570,train
23421,train
13785,train
21484,train
18385,train
24976,train
19734,train
8476,train
24192,train
20846,train
19106,train
29568,train
25159,train
12569,train
11516,train
8205,train
22984,train
27549,train
27762,train
3250,train
25902,train
3543,train
3511,train
10225,train
15915,train
17437,train
11577,train
15578,train
19637,train
21859,train
25874,train
3695,train
24870,train
24973,train
12237,train
3228,train
23225,train
3480,train
7294,train
24765,train
20649,train
2451,train
28192,train
13542,train
8642,train
12848,train
3106,train
22978,train
14112,train
20000,train
4057,train
21284,train
17541,train
6272,train
259,train
19322,train
4150,train
25515,train
10458,train
5983,train
10463,train
16807,train
14336,train
6682,train
20686,train
2484,train
16293,train
7894,train
27309,train
20349,train
10451,train
5341,train
22554,train
4880,train
8327,train
3826,train
29234,train
9813,train
11994,train
24609,train
3287,train
17019,train
16378,train
2754,train
22653,train
7745,train
28242,train
20667,train
16120,train
9,train
8273,train
23244,train
10384,train
21007,train
21853,train
20970,train
1838,train
20462,train
28028,train
19420,train
9914,train
8333,train
20649,train
17505,train
12132,train
26642,train
12660,train
13941,train
3737,train
25385,train
22276,train
17111,train
14292,train
19546,train
20834,train
12039,train
10599,train
29501,train
22964,train
26719,train
13205,train
21315,train
29216,train
3527,train
21815,train
23698,train
19540,train
1998,train
25313,train
4806,train
20634,train
26722,train
17681,train
20815,train
7247,train
24457,train
17059,train
18836,val
13223,val
25356,val
13311,val
17627,val
7792,val
23891,val
19722,val
24495,val
19891,val
9213,val
11999,val
6688,val
5705,val
19779,val
20867,val
11251,val
25202,val
15577,val
9734,val
15315,val
3821,val
29446,val
10961,val
6477,val
11227,val
8037,val
28739,val
29803,val
4838,val
18016,val
28909,val
9368,val
22892,val
28952,val
22327,val
7678,val
22363,val
11923,val
6796,val
21158,val
10490,val
3156,val
10635,val
12091,val
19041,val
14336,val
5173,val
11948,val
12106,val
17048,val
5521,val
9142,val
5996,val
2625,val
8996,val
28562,val
20888,val
2001,val
11247,val
11067,val
26738,val
24383,val
1992,val
4014,val
28845,val
26477,val
22569,val
26685,val
13307,val
71,val
26947,val
21718,val
20715,val
2476,val
3591,val
2045,val
27680,val
4584,val
29828,val
14477,val
24554,val
764,val
9889,val
24271,val
8107,val
19443,val
15974,val
21361,val
25268,val
11577,val
17765,val
1293,val
3133,val
13307,val
14154,val
18796,val
18003,val
16667,val
18648,val
29171,val
15258,val
5645,val
13133,val
28163,val
15128,val
22973,val
16426,val
4914,test
4820,test
3760,test
2970,test
365,test
2448,test
233,test
4426,test
1723,test
1176,test
1821,test
3838,test
2629,test
3460,test
992,test
2325,test
807,test
3551,test
2300,test
380,test
2051,test
1151,test
2629,test
3323,test
1720,test
934,test
1325,test
2945,test
1536,test
4275,test
3734,test
4540,test
1233,test
1206,test
2058,test
3258,test
3692,test
664,test
4191,test
3612,test
1148,test
1570,test
617,test
91,test
4832,test
4623,test
3588,test
2936,test
3245,test
525,test
4684,test
1830,test
3944,test
756,test
3468,test
311,test
2816,test
643,test
3844,test
2805,test
556,test
4655,test
4529,test
3203,test
2288,test
3368,test
1731,test
2786,test
1049,test
4395,test
3015,test
238,test
4345,test
2696,test
1700,test
4255,test
4805,test
1922,test
974,test
3967,test
4695,test
4392,test
3681,test
856,test
4318,test
4719,test
3121,test
4404,test
401,test
4269,test
4191,test
3692,test
3864,test
4797,test
1341,test
1709,test
3942,test
3390,test
3277,test
1214,test
4872,test
4769,test
4049,test
3060,test
2178,test
484,test
4203,test
1460,test
