index,set
27218,train
26750,train
6980,train
23007,train
29763,train
27876,train
16167,train
23115,train
24096,train
25632,train
27230,train
19617,train
19147,train
26190,train
7106,train
19061,train
18616,train
23501,train
22319,train
29615,train
18022,train
2443,train
5704,train
27314,train
27797,train
19060,train
29866,train
13312,train
5996,train
16978,train
4102,train
23811,train
24615,train
9662,train
21928,train
26784,train
7718,train
18094,train
17419,train
26979,train
9905,train
22248,train
5386,train
12715,train
12582,train
15274,train
19309,train
16312,train
10102,train
23594,train
29714,train
5816,train
3395,train
28590,train
2708,train
13415,train
9444,train
8063,train
20445,train
23400,train
17593,train
20890,train
3392,train
21837,train
13463,train
27041,train
20788,train
1214,train
9434,train
23247,train
26930,train
24925,train
27383,train
24140,train
19557,train
20689,train
9101,train
4117,train
27469,train
16872,train
25724,train
6744,train
28723,train
12192,train
3253,train
27886,train
12888,train
18621,train
13327,train
13148,train
25399,train
7773,train
9377,train
7100,train
627,train
3068,train
9622,train
24841,train
20931,train
26157,train
8239,train
13680,train
11377,train
10783,train
26845,train
17469,train
6529,train
7795,train
6592,train
3762,train
2731,train
16693,train
18357,train
21155,train
4419,train
20142,train
16098,train
25919,train
5131,train
6323,train
11475,train
8516,train
20742,train
19760,train
9337,train
13446,train
25598,train
10816,train
5361,train
13037,train
9318,train
11836,train
28513,train
1208,train
2546,train
22004,train
11585,train
5543,train
1541,train
15630,train
24748,train
22533,train
24671,train
16728,train
24147,train
25758,train
1998,train
15419,train
9809,train
21333,train
21965,train
17059,train
21620,train
1836,train
5302,train
21632,train
27150,train
11718,train
13449,train
11513,train
10673,train
9567,train
6674,train
11370,train
11748,train
7976,train
5139,train
17165,train
23032,train
29382,train
11563,train
12690,train
17564,train
6036,train
11288,train
13517,train
17583,train
10912,train
15098,train
25466,train
6369,train
24506,train
9712,train
14099,train
14423,train
8536,train
5375,train
18472,train
1431,train
1840,train
19284,train
5131,train
10950,train
29931,train
22537,train
16067,train
822,train
16546,train
7758,train
15550,train
22749,train
280,train
1507,train
8994,train
29313,train
18396,train
2998,train
8816,train
20426,train
12832,train
6336,train
23239,train
26463,train
1903,train
7539,train
22248,train
27517,train
26451,train
10846,train
25920,train
8471,train
10899,train
12768,train
4377,train
4343,train
15213,train
2289,train
4678,train
16863,train
29532,train
28644,train
8306,train
17911,train
29062,train
15321,train
3104,train
20142,train
601,train
28138,train
16385,train
24612,train
8441,train
7029,train
6310,train
3250,train
1781,train
3337,train
11956,train
6817,train
19931,train
55,train
20250,train
25225,train
7543,train
5605,train
1997,train
11047,train
742,train
19410,train
15166,train
1558,train
20627,train
12570,train
9764,train
16486,train
26932,train
11945,train
3831,train
26089,train
25848,train
12599,train
1095,train
21585,train
20921,train
8350,train
17254,train
6751,train
24121,train
16517,train
7996,train
5447,train
29110,train
26198,train
5468,train
24374,train
19338,train
4680,train
26219,train
21812,train
22488,train
20355,train
5019,train
11659,train
26321,train
11342,train
29983,train
685,train
21890,train
27296,train
109,train
10968,train
20357,train
5476,train
23220,train
20824,train
4142,train
16487,train
17761,train
22057,train
3693,train
17601,train
20383,train
2330,train
15409,train
25661,train
5266,train
29501,train
24244,train
1872,train
10794,train
28973,train
1878,train
13005,train
4619,train
4898,train
22814,train
27525,train
12415,train
16892,train
338,train
17204,train
10029,train
15401,train
20896,train
11951,train
20048,train
14186,train
29220,train
5800,train
11854,train
29270,train
23337,train
15914,train
22995,train
24378,train
11055,train
