execution_times,loss_values,loss_val_values,converged,steps
91.26360964775085,0.00019133873823646931,1.3659303383653554,True,32
48.4662504196167,0.0005672375119064785,0.0006616081133672169,True,18
71.52456188201904,6.26282630072704e-05,1.1375080058425964,True,29
79.81876420974731,0.0001364658588083726,1.1639253774826326,True,35
61.384095191955566,6.292217171765941e-05,0.9977522512341443,True,25
50.94255828857422,0.0008325530809566448,0.0012737698730876106,True,20
109.2782666683197,6.250734612007592e-05,1.3319009183314552,True,47
65.27146005630493,6.381979914954186e-05,0.00029822300684968246,True,27
74.94950938224792,0.0001270188041117663,0.00032553020925774886,True,28
49.947638750076294,0.0005726632296042934,0.001064190977023356,True,20
77.00848054885864,7.468851216161442e-05,1.3889554323396462,True,33
83.78183841705322,0.00012892843525684917,1.4278040468894497,True,36
92.40711379051208,6.256919942780212e-05,1.267223338491885,True,39
48.0108106136322,0.0011193352944821018,0.0003975019505156422,True,18
68.38569140434265,6.545920673837341e-05,1.1839216196676998,True,27
78.44318437576294,0.00013134613424033105,1.217323900367533,True,33
48.978403091430664,0.0002127919003706262,0.0003312859769293108,True,18
85.69507026672363,6.694550717421982e-05,1.1703720158008497,True,34
53.719406604766846,1.3844048479761424,1.3334884102080224,True,20
83.36103677749634,6.87714541937957e-05,1.3704084648679982,True,33
70.46017980575562,6.940916359083975e-05,1.1619139390939364,True,32
56.70318865776062,1.4187157580364735,1.4800909146274333,True,23
137.77996301651,1.2681334836416962,1.2375010120298664,True,61
121.80122351646423,6.25067500232169e-05,1.2089542269606313,True,50
66.31177163124084,1.354785044399018,1.555914446006706,True,29
77.43628263473511,6.461733381282057e-05,1.335508327139644,True,33
151.31317949295044,6.267597403350529e-05,1.216706096322514,True,43
61.0199716091156,6.293307539791747e-05,1.3888457471929228,True,26
48.46814179420471,0.00020714201618268893,1.1745609494372233,True,19
79.48501324653625,6.382334122258601e-05,1.0717236791470783,True,29
71.19468355178833,7.521545231516219e-05,1.7037623997103297,True,28
76.94329261779785,1.2960389747971603,1.3857716432265235,True,33
102.11566925048828,0.00012641455199371808,1.31032283622084,True,48
74.84731698036194,1.1232406829952704,1.1251528305538976,True,27
57.69493556022644,0.0009484746657996492,1.5327511368355766,True,24
65.87514352798462,6.65791466341254e-05,1.3003010553626804,True,29
73.11611413955688,1.3561762873153658,1.2338499034088168,True,29
90.00207471847534,6.275823350731147e-05,1.3544992419330597,True,35
68.05686950683594,6.378335767783728e-05,1.1518642401079158,True,28
75.38561940193176,6.7260460010521e-05,1.3921028149505172,True,34
71.25022840499878,0.00013268624145969452,1.147524111405172,True,32
52.656628131866455,1.1908088401287014,1.06883229208165,True,21
75.1060540676117,6.293406398847635e-05,1.5822584083120803,True,34
73.11472010612488,6.396819305326923e-05,1.2229957060404881,True,32
43.54982614517212,0.0011557330263693073,0.000999279752522926,True,15
46.320895195007324,0.00020516552362893748,0.000357668265306354,True,18
70.83057856559753,6.356416170392266e-05,0.9551277167760318,True,31
75.3031120300293,0.000202046586645107,1.3835278348453939,True,34
94.00168132781982,6.410407254428766e-05,1.1595828792879985,True,30
61.652488231658936,6.406558120903258e-05,0.0006854970780986193,True,27
57.70756387710571,6.358911110182006e-05,0.00032371238653224776,True,25
148.58934998512268,6.252245859948274e-05,1.1367715184783544,True,46
73.89560461044312,6.684294388977959e-05,1.1975213551118562,True,32
48.854511737823486,0.0004883264663882789,0.9534130503108653,True,20
49.92397356033325,0.0009683341800120257,0.0011814524044305107,True,18
70.18578124046326,6.486724380531081e-05,1.0509225113168477,True,32
108.9004774093628,0.00013220612291675894,1.2933292929378668,True,50
89.7123532295227,1.2239046322343052,1.3072925713559134,True,37
74.31159591674805,6.843850081759376e-05,1.2083707293656976,True,32
73.81130743026733,0.00026351829445351796,1.2952537288827974,True,33
74.97181534767151,6.517832704712565e-05,1.076974778226748,True,33
140.73724722862244,0.00019802850212387579,1.3572596170496123,True,66
80.71111154556274,1.4632375669420719,1.5251335847186274,True,37
80.99053239822388,6.263665076855226e-05,0.0003397103890989042,True,37
71.61312556266785,7.220132072161662e-05,0.9111209990906437,True,32
65.01396703720093,6.670136962627796e-05,1.3184166582313206,True,28
73.43251466751099,6.28979580377781e-05,1.3195788606917154,True,30
61.94218611717224,6.412542868217803e-05,0.0003269539019250927,True,27
127.94262051582336,6.25533478476124e-05,1.3938794486326052,True,60
76.70898365974426,6.661081205828821e-05,1.1968674657633591,True,32
65.07170629501343,0.00012823862327633552,1.606536120596637,True,24
59.95577311515808,6.396896637929784e-05,0.979082474849707,True,25
71.00160002708435,6.364184145177376e-05,1.258095511727597,True,32
79.56447243690491,0.0007471681840205864,1.4358491363603478,True,35
77.53919458389282,6.268726385726662e-05,1.1010676746594676,True,34
92.01779103279114,1.2189047599210023,1.4915110897875694,True,41
85.42780113220215,6.447275087048702e-05,1.3426500958426693,True,38
71.47723340988159,1.2026851763444177,1.115883642689671,True,30
79.56249117851257,6.264015835629609e-05,1.065399553055466,True,36
53.57728552818298,7.902958604161836e-05,1.1640204851193907,True,19
79.76673555374146,6.26381284152155e-05,1.2304387341932728,True,35
71.14487218856812,6.451780482091433e-05,1.1398845379659448,True,32
106.79084706306458,0.00012556059409517213,1.2832239480413767,True,30
87.08665680885315,6.341338438507348e-05,1.306789452493855,True,30
57.427379846572876,0.0002055070011226548,1.4728276155291204,True,23
46.7389349937439,0.0006422117330881568,0.0020491338575934054,True,19
81.35293865203857,6.424671009669743e-05,1.0825421954928405,True,29
55.765063524246216,6.421197116966701e-05,0.0003809946252947981,True,24
95.6023313999176,6.407889557504818e-05,1.4175109598031657,True,40
76.54779720306396,6.35368661612284e-05,1.083599499648777,True,33
75.24807238578796,6.494283535257843e-05,1.2887184851445515,True,32
74.5044493675232,7.410905393951037e-05,1.2375547216399458,True,32
74.02054810523987,6.674217428822542e-05,0.00031053914030970285,True,29
66.12114691734314,0.00012774085518438104,0.0003902855395042277,True,28
58.017964601516724,1.1111961895317992,1.1465828175454789,True,21
78.29664993286133,1.1957718256172871,1.3146170609788446,True,32
41.042513847351074,0.00021440834571339324,0.0003327051014464616,True,16
43.678834199905396,0.0006297741236408716,0.00035178894716540764,True,18
103.89561223983765,1.3362176310928415,1.4298512847767453,True,43
83.67937397956848,6.566476872163284e-05,1.3992698355825381,True,32
