,index,set
0,16361,train
1,400,train
2,11714,train
3,6493,train
4,27241,train
5,4587,train
6,105,train
7,3097,train
8,6047,train
9,18083,train
10,20019,train
11,10871,train
12,8019,train
13,17581,train
14,14783,train
15,5805,train
16,3902,train
17,2912,train
18,26051,train
19,8089,train
20,22513,train
21,6364,train
22,8870,train
23,10328,train
24,29235,train
25,12005,train
26,5167,train
27,16732,train
28,7020,train
29,9109,train
30,11655,train
31,12736,train
32,10564,train
33,18053,train
34,16731,train
35,408,train
36,7278,train
37,13921,train
38,3283,train
39,23379,train
40,6429,train
41,12504,train
42,16684,train
43,10849,train
44,11300,train
45,1337,train
46,3440,train
47,9099,train
48,21302,train
49,5357,train
50,16011,train
51,9285,train
52,27080,train
53,11518,train
54,7965,train
55,25957,train
56,19963,train
57,18442,train
58,22184,train
59,8857,train
60,20128,train
61,20917,train
62,7300,train
63,10202,train
64,11378,train
65,27443,train
66,7974,train
67,10546,train
68,2215,train
69,19973,train
70,3338,train
71,1469,train
72,12292,train
73,9391,train
74,9217,train
75,1780,train
76,9776,train
77,13686,train
78,13604,train
79,13910,train
80,20800,train
81,24021,train
82,29430,train
83,24940,train
84,25694,train
85,27868,train
86,17166,train
87,3446,train
88,5968,train
89,8472,train
90,16929,train
91,24049,train
92,19006,train
93,25224,train
94,4812,train
95,1387,train
96,18501,train
97,13026,train
98,12100,train
99,18633,train
100,10932,train
101,12010,train
102,6487,train
103,3804,train
104,9610,train
105,18484,train
106,20194,train
107,8869,train
108,27500,train
109,11134,train
110,28114,train
111,22373,train
112,4105,train
113,22465,train
114,27425,train
115,15201,train
116,1816,train
117,9014,train
118,18247,train
119,5689,train
120,15608,train
121,14396,train
122,25175,train
123,15099,train
124,2557,train
125,11699,train
126,19174,train
127,5951,train
128,24849,train
129,2184,train
130,3836,train
131,6070,train
132,2774,train
133,11277,train
134,1548,train
135,747,train
136,28501,train
137,5532,train
138,18545,train
139,26443,train
140,27732,train
141,22080,train
142,216,train
143,6742,train
144,5464,train
145,12288,train
146,16677,train
147,27105,train
148,26649,train
149,6952,train
150,12591,train
151,19898,train
152,24988,train
153,1605,train
154,6105,train
155,17157,train
156,1612,train
157,14039,train
158,915,train
159,14968,train
160,21321,train
161,19194,train
162,15484,train
163,22721,train
164,4456,train
165,18577,train
166,29278,train
167,10570,train
168,11323,train
169,14859,train
170,20138,train
171,27593,train
172,9977,train
173,18055,train
174,13428,train
175,25869,train
176,15166,train
177,20723,train
178,9906,train
179,19743,train
180,3720,train
181,23122,train
182,27152,train
183,16907,train
184,14088,train
185,210,train
186,19086,train
187,18449,train
188,14098,train
189,28497,train
190,24979,train
191,8294,train
