,index,set
0,26192,train
1,16721,train
2,22257,train
3,19044,train
4,25550,train
5,14616,train
6,6995,train
7,2906,train
8,5664,train
9,6531,train
10,22723,train
11,18095,train
12,17831,train
13,17505,train
14,12827,train
15,6291,train
16,27930,train
17,19405,train
18,28739,train
19,4738,train
20,8460,train
21,28023,train
22,22510,train
23,15584,train
24,18771,train
25,7016,train
26,21849,train
27,6581,train
28,8106,train
29,28591,train
30,11284,train
31,26482,train
32,26369,train
33,29266,train
34,11481,train
35,6353,train
36,14228,train
37,17640,train
38,13917,train
39,18108,train
40,24,train
41,16486,train
42,440,train
43,25756,train
44,15952,train
45,8620,train
46,15485,train
47,18885,train
48,26302,train
49,18207,train
50,25730,train
51,23815,train
52,22843,train
53,3894,train
54,19721,train
55,20657,train
56,17223,train
57,2871,train
58,8912,train
59,9047,train
60,15449,train
61,26654,train
62,3193,train
63,13714,train
64,17138,train
65,12062,train
66,29889,train
67,7024,train
68,15339,train
69,7573,train
70,11723,train
71,4129,train
72,9375,train
73,17794,train
74,19345,train
75,14106,train
76,4843,train
77,2867,train
78,21271,train
79,29512,train
80,25746,train
81,7154,train
82,21856,train
83,12635,train
84,25324,train
85,8336,train
86,3059,train
87,21576,train
88,17924,train
89,16338,train
90,19212,train
91,14236,train
92,10883,train
93,16409,train
94,23284,train
95,17162,train
96,20134,train
97,17851,train
98,28350,train
99,29539,train
100,4432,train
101,21306,train
102,10041,train
103,11471,train
104,22617,train
105,11294,train
106,27452,train
107,16475,train
108,18171,train
109,14222,train
110,19221,train
111,11657,train
112,13861,train
113,22106,train
114,20487,train
115,148,train
116,263,train
117,11953,train
118,15484,train
119,22510,train
120,21164,train
121,18990,train
122,25282,train
123,12326,train
124,22377,train
125,17596,train
126,29818,train
127,15064,train
128,6276,train
129,35,train
130,21379,train
131,9489,train
132,13182,train
133,6884,train
134,1921,train
135,9531,train
136,25180,train
137,15051,train
138,16093,train
139,29569,train
140,9489,train
141,20343,train
142,3514,train
143,9894,train
144,18211,train
145,9057,train
146,28373,train
147,26480,train
148,1299,train
149,24993,train
150,15646,train
151,17184,train
152,28914,train
153,3065,train
154,14104,train
155,4410,train
156,28469,train
157,20289,train
158,12993,train
159,21366,train
160,863,train
161,7618,train
162,1275,train
163,2480,train
164,21917,train
165,5089,train
166,29293,train
167,10382,train
168,16160,train
169,16298,train
170,12494,train
171,10262,train
172,24151,train
173,26111,train
174,23746,train
175,7274,train
176,19551,train
177,21087,train
178,9358,train
179,19274,train
180,95,train
181,18550,train
182,22301,train
183,5957,train
184,12966,train
185,22742,train
186,22164,train
187,22914,train
188,25231,train
189,18,train
190,25292,train
191,12163,train
192,5252,train
193,6399,train
194,24989,train
195,9453,train
196,8570,train
197,27777,train
198,9522,train
199,1702,train
200,25907,train
201,9680,train
202,13873,train
203,24955,train
204,4613,train
205,17691,train
206,16159,train
207,20451,train
208,25031,train
209,17855,train
210,7348,train
211,21031,train
212,18714,train
213,20499,train
214,26825,train
215,13662,train
216,22541,train
217,27483,train
218,27546,train
219,20218,train
220,21480,train
221,26311,train
222,29573,train
223,23150,train
224,13791,train
225,13710,train
226,21604,train
227,4924,train
228,5259,train
229,19852,train
230,23232,train
231,18718,train
232,12370,train
233,27083,train
234,3805,train
235,13971,train
236,541,train
237,18430,train
238,28790,train
239,5878,train
240,27486,train
241,15216,train
242,9567,train
243,20343,train
244,7127,train
245,1794,train
246,17091,train
247,13987,train
248,25616,train
249,7397,train
250,20958,train
251,1260,train
252,5921,train
253,23553,train
254,28463,train
255,24871,train
256,29507,train
257,29525,train
258,24285,train
259,20722,train
260,20596,train
261,21316,train
262,9645,train
263,4781,train
264,29830,train
265,7620,train
266,1989,train
267,2510,train
268,18821,train
269,23159,train
270,26483,train
271,9689,train
272,4015,train
273,27471,train
274,23983,train
275,29199,train
276,10246,train
277,4299,train
278,10698,train
279,13715,train
280,24932,train
281,5650,train
282,16558,train
283,27707,train
284,4317,train
285,11473,train
286,22821,train
287,7139,train
288,26100,train
289,17856,train
290,17429,train
291,425,train
292,28884,train
293,11634,train
294,6461,train
295,15108,train
296,25360,train
297,4996,train
298,8231,train
299,24413,train
300,12519,train
301,10372,train
302,25576,train
303,29136,train
304,1956,train
305,9065,train
306,26653,train
307,9204,train
308,14887,train
309,29808,train
310,7483,train
311,20085,train
312,1940,train
313,29109,train
314,1227,train
315,12754,train
316,15381,train
317,18810,train
318,24199,train
319,24163,train
320,28425,train
321,29546,train
322,13285,train
323,5416,train
324,29941,train
325,24983,train
326,15195,train
327,27683,train
328,23784,train
329,5377,train
330,14203,train
331,22090,train
332,19626,train
333,27183,train
334,5486,train
335,15994,train
336,26337,train
337,15327,train
338,9355,train
339,20618,train
340,23050,train
341,3848,train
342,26708,train
343,19104,train
344,17877,train
345,24583,train
346,20337,train
347,896,train
348,9558,train
349,24894,train
350,4028,train
351,21549,train
352,16499,train
353,5317,train
354,29126,train
355,23464,train
356,11581,train
357,19649,train
358,14767,train
359,11170,train
360,1280,train
361,21739,train
362,432,train
363,18665,train
364,2936,train
365,27380,train
366,11589,train
367,20757,train
368,22606,train
369,1669,train
370,20338,train
371,16833,train
372,6439,train
373,230,train
374,28040,train
375,13902,train
376,7323,train
377,29567,train
378,21493,train
379,17587,train
380,7675,train
381,3645,train
382,7032,train
383,5670,train
384,7621,train
385,1229,train
386,20664,train
387,22075,train
388,4869,train
389,15222,train
390,23878,train
391,8214,train
392,12081,train
393,20313,train
394,29966,train
395,4717,train
396,9165,train
397,16661,train
398,25123,train
399,11571,train
400,11997,train
401,12914,train
402,5872,train
403,22367,train
404,17601,train
405,8486,train
406,28834,train
407,807,train
408,2992,train
409,28399,train
410,9696,train
411,12885,train
412,27971,train
413,15025,train
414,5504,train
415,18247,train
416,10450,train
417,26590,train
418,15989,train
419,15478,train
420,26603,train
421,29049,train
422,25315,train
423,5471,train
424,4067,train
425,18747,train
426,14465,train
427,19531,train
428,8467,train
429,7838,train
430,19774,train
431,28728,train
432,22289,train
433,24393,train
434,23815,train
435,5895,train
436,5448,train
437,17224,train
438,9741,train
439,21265,train
440,18573,train
441,27953,train
442,29433,train
443,15736,train
444,11895,train
445,3866,train
446,17600,train
447,6731,train
448,13119,train
449,29350,train
450,22573,train
451,19187,train
452,26202,train
453,27343,train
454,7374,train
455,16302,train
456,304,train
457,7519,train
458,23015,train
459,25610,train
460,21694,train
461,17023,train
462,29203,train
463,21359,train
464,13810,train
465,1074,train
466,21817,train
467,20869,train
468,17515,train
469,29731,train
470,7829,train
471,25171,train
472,8871,train
473,20261,train
474,17464,train
475,22945,train
476,15212,train
477,12211,train
478,27542,train
479,10952,train
480,9987,train
481,176,train
482,15791,train
483,1307,train
484,21194,train
485,3657,train
486,24607,train
487,9340,train
488,23169,train
489,27063,train
490,22310,train
491,6587,train
492,6832,train
493,587,train
494,15278,train
495,8780,train
496,26106,train
497,13795,train
498,27430,train
499,2427,train
500,15477,train
501,15046,train
502,25,train
503,9905,train
504,11424,train
505,12530,train
506,10546,train
507,2947,train
508,4856,train
509,24345,train
510,26567,train
