,index,set
0,6714,train
1,2419,train
2,17044,train
3,7609,train
4,48,train
5,5168,train
6,4336,train
7,23833,train
8,27777,train
9,16452,train
10,23007,train
11,5167,train
12,3181,train
13,6106,train
14,17058,train
15,29271,train
16,9419,train
17,6126,train
18,8034,train
19,3255,train
20,8891,train
21,28128,train
22,11087,train
23,13904,train
24,19007,train
25,9439,train
26,4192,train
27,14056,train
28,12708,train
29,8292,train
30,14852,train
31,21391,train
32,26871,train
33,3698,train
34,22535,train
35,3205,train
36,1192,train
37,13493,train
38,7429,train
39,4496,train
40,782,train
41,2386,train
42,16144,train
43,4691,train
44,6125,train
45,4846,train
46,23506,train
47,25286,train
48,19354,train
49,15525,train
50,126,train
51,18119,train
52,16269,train
53,562,train
54,6675,train
55,7852,train
56,6070,train
57,8264,train
58,12740,train
59,26047,train
60,29437,train
61,11719,train
62,7076,train
63,27276,train
64,24228,train
65,20216,train
66,23469,train
67,918,train
68,18431,train
69,5338,train
70,29968,train
71,17870,train
72,2253,train
73,19795,train
74,8917,train
75,28210,train
76,21108,train
77,459,train
78,3084,train
79,5687,train
80,8768,train
81,17770,train
82,13438,train
83,25217,train
84,16226,train
85,8395,train
86,3493,train
87,2308,train
88,22882,train
89,6218,train
90,15145,train
91,29458,train
92,26045,train
93,6005,train
94,16495,train
95,27461,train
96,17678,train
97,18908,train
98,9858,train
99,20185,train
100,6302,train
101,13985,train
102,13841,train
103,19085,train
104,1774,train
105,17959,train
106,18894,train
107,27387,train
108,16628,train
109,8469,train
110,25390,train
111,3614,train
112,19164,train
113,22047,train
114,15110,train
115,5688,train
116,9173,train
117,28588,train
118,8069,train
119,18186,train
120,19557,train
121,27076,train
122,23852,train
123,14606,train
124,25878,train
125,29742,train
126,18051,train
127,2811,train
128,11011,train
129,17836,train
130,25066,train
131,20538,train
132,6342,train
133,8261,train
134,20852,train
135,28471,train
136,2179,train
137,21638,train
138,20124,train
139,8715,train
140,29935,train
141,14779,train
142,20940,train
143,12,train
144,25499,train
145,6970,train
146,9297,train
147,796,train
148,13762,train
149,11907,train
150,11187,train
151,17131,train
152,5104,train
153,845,train
154,7017,train
155,21481,train
156,24545,train
157,6908,train
158,9946,train
159,24763,train
160,5514,train
161,1940,train
162,26895,train
163,17462,train
164,6294,train
165,9650,train
166,6843,train
167,17804,train
168,6101,train
169,6964,train
170,22873,train
171,23611,train
172,1950,train
173,4352,train
174,15541,train
175,18034,train
176,19078,train
177,18536,train
178,20701,train
179,26676,train
180,25036,train
181,3400,train
182,10175,train
183,19031,train
184,16431,train
185,5390,train
186,23473,train
187,14777,train
188,8192,train
189,6493,train
190,27653,train
191,27125,train
192,29717,train
193,1692,train
194,21447,train
195,20706,train
196,18766,train
197,13529,train
198,23645,train
199,23267,train
200,18577,train
201,18647,train
202,11929,train
203,19925,train
204,13034,train
205,28457,train
206,1707,train
207,8790,train
208,3282,train
209,747,train
210,21855,train
211,27677,train
212,29263,train
213,16996,train
214,23347,train
215,7286,train
216,5177,train
217,23124,train
218,24913,train
219,28187,train
220,25508,train
221,12003,train
222,29149,train
223,23944,train
224,6278,train
225,13194,train
226,26388,train
227,2741,train
228,16561,train
229,16679,train
230,23983,train
231,28044,train
232,26039,train
233,577,train
234,29282,train
235,26389,train
236,18280,train
237,20254,train
238,26138,train
239,24812,train
240,27529,train
241,5614,train
242,25782,train
243,6196,train
244,5604,train
245,16058,train
246,28784,train
247,9785,train
248,19696,train
249,3136,train
250,3028,train
251,20466,train
252,13516,train
253,3705,train
254,19591,train
255,5170,train
256,22315,train
257,15856,train
258,10781,train
259,663,train
260,20988,train
261,1265,train
262,27350,train
263,1848,train
264,5659,train
265,10540,train
266,320,train
267,26001,train
268,22548,train
269,23845,train
270,13033,train
271,20395,train
272,19996,train
273,16944,train
274,15797,train
275,5233,train
276,24113,train
277,1099,train
278,3640,train
279,3537,train
280,14563,train
281,10639,train
282,20808,train
283,15196,train
284,20527,train
285,23192,train
286,14625,train
287,12115,train
288,5758,train
289,16498,train
290,29087,train
291,24904,train
292,18760,train
293,4424,train
294,9553,train
295,6688,train
296,15513,train
297,9039,train
298,9950,train
299,25957,train
300,11630,train
301,17951,train
302,16730,train
303,9044,train
304,24301,train
305,9888,train
306,5746,train
307,13001,train
308,20362,train
309,5823,train
310,27729,train
