index,set
17632,train
25908,train
15083,train
20451,train
20626,train
5171,train
27843,train
1171,train
1764,train
21118,train
2587,train
13341,train
22961,train
6626,train
18301,train
3849,train
19515,train
6861,train
188,train
6265,train
8337,train
8749,train
18574,train
358,train
28274,train
28696,train
29760,train
6072,train
28756,train
15304,train
12112,train
4338,train
23836,train
3006,train
6501,train
16414,train
2333,train
23626,train
17415,train
22057,train
4948,train
8432,train
5277,train
8157,train
2157,train
25524,train
22008,train
827,train
11176,train
332,train
25064,train
331,train
10217,train
28861,train
9862,train
17379,train
647,train
29373,train
13881,train
18983,train
9212,train
9609,train
5512,train
10646,train
14780,train
26093,train
19682,train
8442,train
23599,train
9002,train
13703,train
12313,train
26154,train
25014,train
20251,train
8676,train
11103,train
5973,train
28132,train
28113,train
27554,train
13808,train
10338,train
19893,train
1496,train
7705,train
4032,train
27986,train
18899,train
28295,train
4891,train
3193,train
29817,train
4576,train
10988,train
16831,train
20653,train
23966,train
19173,train
2116,train
4414,train
17837,train
16657,train
28677,train
5745,train
21578,train
21034,train
29743,train
8929,train
2475,train
13345,train
1691,train
22962,train
21380,train
1435,train
21096,train
9583,train
25554,train
103,train
14952,train
23589,train
29726,train
28237,train
25133,train
29765,train
15417,train
26210,train
20389,train
16257,train
6825,train
8623,train
11643,train
10327,train
16236,train
22028,train
5780,train
21403,train
29607,train
3992,train
1382,train
3990,train
9087,train
9419,train
19089,train
20544,train
14893,train
22776,train
27367,train
29874,train
3678,train
29758,train
3602,train
18255,train
13160,train
13774,train
10719,train
18105,train
2342,train
25699,train
24058,train
20270,train
3337,train
7695,train
12711,train
12304,train
1823,train
19060,train
14038,train
19716,train
1530,train
22600,train
7988,train
10493,train
22063,train
20818,train
2568,train
1826,train
5318,train
5459,train
23784,train
28203,train
839,train
2525,train
3597,train
25484,train
7207,train
21461,train
4763,train
12323,train
143,train
16089,train
4781,train
14614,train
20540,train
24492,train
6874,train
15193,train
7844,train
5927,train
24882,train
2520,train
3698,train
3075,train
22827,train
4036,train
978,train
5136,train
5185,train
10284,train
18781,train
29021,train
22157,train
7818,train
3166,train
21578,train
13599,train
5552,train
26942,train
29960,train
15576,train
12837,train
22284,train
18532,train
17604,train
10156,train
20276,train
10602,train
20648,train
1938,train
2749,train
11349,train
25119,train
19561,train
8399,train
20327,train
3587,train
22721,train
20054,train
5849,train
23493,train
26070,train
23315,train
12783,train
15490,train
8254,train
12261,train
12326,train
4893,train
11448,train
26720,train
26466,train
6371,train
26354,train
1427,train
14406,train
26736,train
19823,train
12067,train
19067,train
8906,train
29535,train
27832,train
6920,train
10355,train
500,train
17757,train
22805,train
22344,train
27330,train
10420,train
12675,train
19691,train
13562,train
27599,train
20695,train
27810,train
13364,train
22181,train
858,train
5465,train
5043,train
19026,train
2469,train
26799,train
11993,train
15633,train
26616,train
21263,train
17488,train
5634,train
8492,train
4760,train
22056,train
17740,train
8502,train
7971,train
16862,train
5256,train
1382,train
24447,train
17368,train
10363,train
13175,train
16309,train
22898,train
28105,train
5745,train
24028,train
15698,train
15097,train
24644,train
21892,train
3970,train
4780,train
796,train
4642,train
9263,train
4453,train
16338,train
6155,train
17078,train
27620,train
9988,train
25177,train
5767,train
1550,train
1525,train
6538,train
18227,train
11715,train
9012,train
27934,train
1874,train
22441,train
19125,train
6366,train
2188,train
10211,train
28089,train
15966,train
21759,train
4119,train
26025,train
3056,train
23260,train
12066,train
10331,train
12355,train
10339,train
2438,train
301,train
19961,train
5714,train
29004,train
13081,train
7257,train
6310,train
1751,train
13919,train
29846,train
14461,train
25962,train
5920,train
21148,train
15702,train
19728,train
8240,train
20030,train
1455,train
18034,train
9983,train
19937,train
2204,train
1793,train
17022,train
20237,train
7951,train
23144,train
8856,train
8522,train
27187,train
25424,train
16284,train
24098,train
5912,train
15222,train
22951,train
28520,train
18219,train
5406,train
27998,train
7886,train
3443,train
4862,train
5376,train
9606,train
19972,train
10680,train
398,train
16347,train
1144,train
27093,train
19376,train
7769,train
10356,train
7827,train
22853,train
3261,train
20120,train
19344,train
21607,train
11450,train
25748,train
1344,train
5334,train
22099,train
10351,train
12014,train
25025,train
2370,train
16147,train
1244,train
12685,train
24217,train
22948,train
16485,train
12282,train
21139,train
13626,train
29562,train
18810,train
11956,train
16652,train
21896,train
26145,train
14914,train
20058,train
24200,train
21761,train
27156,train
19316,train
8198,train
7274,train
20454,train
10830,train
18332,train
26039,train
13438,train
26104,train
21767,train
16178,train
216,train
21965,train
12661,train
3134,train
18615,train
5639,train
26731,train
1053,train
3190,train
7680,train
16717,train
23101,train
969,train
28165,train
15263,train
11971,train
27622,train
27332,train
28273,train
445,train
16096,train
2266,train
15460,train
5765,train
18022,train
28176,train
18568,train
6460,train
5734,train
2227,train
14792,train
10968,train
20774,train
11256,train
12367,train
23969,train
16312,train
1608,train
8570,train
19812,train
21072,train
12318,train
12521,train
717,train
5997,train
11250,train
16541,train
5500,train
16960,train
15216,train
24357,train
23201,train
18271,train
29440,train
13354,train
22458,train
12329,train
6469,train
14435,train
27659,train
18285,train
1838,train
11848,train
3777,train
20062,train
23473,train
920,train
4532,train
28230,train
22860,train
28476,train
9039,train
13803,train
5417,train
9538,train
1424,train
9520,train
11863,train
8177,train
28431,train
25470,train
3663,train
10238,train
16450,train
18624,train
8164,train
8646,train
19348,train
28292,train
25005,train
8865,train
5636,train
15334,train
24735,train
1591,train
20239,train
8008,train
16332,train
3875,train
12803,train
4051,train
24325,train
11653,train
15261,train
18966,train
18055,train
7778,train
1843,train
25808,train
2820,train
14185,train
10114,train
9634,train
14772,train
29054,train
28836,train
25165,train
12587,train
9962,train
4617,train
2976,train
4515,train
20664,train
16048,train
7446,train
1937,train
17069,train
10292,train
25868,train
5681,train
16591,train
18433,train
6106,train
24973,train
27521,train
9171,train
25234,train
473,train
29720,train
13639,train
20835,train
29595,train
13934,train
19812,train
20837,train
16261,train
27186,train
21271,train
3436,train
1546,train
1373,train
18005,train
26479,train
20523,train
21598,train
12170,train
4685,train
5797,train
4357,train
6479,train
17337,train
23146,train
20653,train
25304,train
9001,train
1762,train
21619,train
7979,train
16620,train
26935,train
4119,train
10498,train
2248,train
27647,train
22108,train
14289,train
23007,train
7612,train
6317,train
22669,train
1103,train
10709,train
11502,train
3424,train
28520,train
20890,train
24410,train
14831,train
6506,train
14038,train
14908,train
8050,train
19412,train
26435,train
8092,train
22375,train
3856,train
2944,train
10536,train
24401,train
22853,train
28936,train
21070,train
21307,train
9112,train
21954,train
28748,train
28665,train
1809,train
3526,train
13375,train
17351,train
28500,train
23301,train
4811,train
10070,train
6220,train
1988,train
28786,train
8961,train
28595,train
9857,train
24126,train
7031,train
25999,train
18488,train
15783,train
20258,train
7142,train
11519,train
7242,train
23281,train
6277,train
28342,train
17847,train
959,train
15851,train
7314,train
15110,train
15975,train
14880,train
16566,train
19301,train
11288,train
13015,train
11475,train
4316,train
27235,train
1340,train
212,train
24312,train
9186,train
10252,train
25428,train
206,train
29248,train
25081,train
7939,train
16077,train
29282,train
20983,train
6857,train
18741,train
9993,train
22489,train
25626,train
9490,train
16132,train
14456,train
20074,train
4151,train
115,train
29150,train
22378,train
8055,train
7340,train
20718,train
5229,train
3157,train
5404,train
16580,train
1701,train
22942,train
2692,train
4095,train
9928,train
26444,train
6592,train
4438,train
2692,train
20044,train
5179,train
22953,train
10344,train
13908,train
14423,train
12308,train
10543,train
5577,train
25694,train
1589,train
13847,train
4207,train
20879,train
26281,train
7917,train
18203,train
28434,train
13002,train
25302,train
22839,train
13481,train
21985,train
22070,train
18198,train
14578,train
14942,train
7916,train
21276,train
14758,train
2062,train
18140,train
18711,train
2040,train
27567,train
1801,train
4068,train
23102,train
29238,train
12251,train
21309,train
12355,train
23025,train
14051,train
11599,train
1966,train
8599,train
2168,train
330,train
18489,train
2546,train
12473,train
12008,train
18740,train
28733,train
28705,train
26727,train
4198,train
4001,train
8397,train
22292,train
154,train
13144,train
17695,train
22798,train
17843,train
4094,train
24219,train
28369,train
21087,train
20668,train
25140,train
9309,train
19521,train
2739,train
8525,train
11354,train
19563,train
24858,train
8553,train
14271,train
15335,train
28688,train
19491,train
24410,train
6240,train
24958,train
19614,train
18772,train
25794,train
22552,train
4502,train
15808,train
29487,train
3688,train
5298,train
12034,train
19978,train
5332,train
20359,train
19489,train
19538,train
16140,train
28459,train
26408,train
8401,train
2224,train
23655,train
10785,train
26149,train
9467,train
29340,train
14483,train
20590,train
4664,train
7569,train
17975,train
13050,train
29654,train
27523,train
3335,train
29301,train
2942,train
14371,train
9680,train
11784,train
20999,train
17316,train
28719,train
15485,train
24352,train
14022,train
1530,train
4360,train
14406,train
5999,train
13745,train
3395,train
11522,train
14142,train
12118,train
18087,train
16362,train
20342,train
21953,train
17795,train
29484,train
6314,train
26887,train
680,train
13021,train
25243,train
3613,train
14383,train
22207,train
22325,train
22184,train
24466,train
15304,train
6305,train
1619,train
12818,train
17063,train
11869,train
10497,train
14433,train
10138,train
1893,train
14013,train
4549,train
24072,train
3500,train
25297,train
10112,train
6355,train
14882,train
15512,train
14011,train
6849,train
18273,train
21444,train
25780,train
852,train
4162,train
21682,train
21652,train
23620,train
14582,train
23860,train
13307,train
4910,train
22706,train
5126,train
19762,train
8497,train
23426,train
