index,set
14939,train
16719,train
28705,train
23006,train
4521,train
27304,train
8792,train
1834,train
24558,train
29877,train
25283,train
18552,train
7191,train
29709,train
23352,train
5059,train
24086,train
38,train
26175,train
10432,train
29154,train
23286,train
7789,train
12555,train
12221,train
14491,train
4749,train
1629,train
18747,train
9634,train
2769,train
5717,train
9763,train
26384,train
28359,train
8327,train
26137,train
27176,train
9449,train
2731,train
22055,train
25338,train
17020,train
18277,train
4451,train
12261,train
28274,train
20317,train
23245,train
10025,train
6170,train
11208,train
14286,train
13963,train
28832,train
13428,train
2717,train
25709,train
14925,train
28344,train
5489,train
20618,train
13688,train
24950,train
4445,train
1120,train
28170,train
25841,train
13509,train
12978,train
2921,train
26922,train
17881,train
26009,train
28327,train
3346,train
5645,train
18934,train
12683,train
25567,train
24629,train
13448,train
7269,train
20440,train
24865,train
16212,train
19914,train
16122,train
13321,train
13452,train
13840,train
14276,train
18301,train
18215,train
22166,train
5598,train
12000,train
11018,train
16680,train
798,train
4611,train
2173,train
18750,train
27100,train
12386,train
26707,train
23504,train
3260,train
23595,train
29221,train
6429,train
25803,train
19417,train
12905,train
27802,train
13912,train
23325,train
7635,train
2879,train
3315,train
29479,train
16283,train
29295,train
13461,train
25590,train
21941,train
3547,train
24413,train
23070,train
26904,train
8907,train
1068,train
25863,train
25678,train
28295,train
23702,train
22687,train
3667,train
8659,train
26141,train
25740,train
24216,train
12919,train
19779,train
9477,train
8253,train
11119,train
27827,train
28843,train
3581,train
9793,train
26585,train
12983,train
1994,train
1296,train
11846,train
29308,train
17657,train
5310,train
25057,train
17699,train
13440,train
2498,train
8020,train
6673,train
11747,train
16137,train
10593,train
28677,train
4540,train
19958,train
15828,train
15199,train
27547,train
2043,train
16868,train
9595,train
25247,train
24745,train
22386,train
2160,train
10014,train
9400,train
27631,train
11821,train
23081,train
11042,train
24268,train
28151,train
18127,train
26547,train
6114,train
18873,train
29919,train
16155,train
16532,train
16119,train
10213,train
7187,train
2386,train
12501,train
114,train
3343,train
24840,train
620,train
7929,train
19759,train
9861,train
11582,train
24347,train
3407,train
20555,train
25373,train
9010,train
28496,train
13656,train
22435,train
21464,train
1618,train
1667,train
20050,train
18248,train
27226,train
2616,train
16155,train
1697,train
1225,train
21745,train
10748,train
8789,train
26388,train
16783,train
29093,train
18941,train
2723,train
23516,train
17983,train
25345,train
11402,train
13957,train
889,train
4297,train
27759,train
21115,train
13549,train
26453,train
15569,train
8961,train
12356,train
5267,train
6218,train
741,train
14753,train
15923,train
14379,train
12394,train
12444,train
28977,train
4549,train
20022,train
18997,train
18568,train
15708,train
20784,train
17915,train
8119,train
13849,train
9988,train
9379,train
18734,train
14453,train
11519,train
19323,train
13930,train
18416,train
18385,train
15035,train
17066,train
1761,train
18009,train
5850,train
28372,train
7827,train
7828,train
7041,train
2317,train
16421,train
29482,train
22077,train
13575,train
14186,train
1945,train
6320,train
2787,train
18553,train
12903,train
11325,train
7120,train
3084,train
15349,train
7948,train
29431,train
11648,train
3615,train
7385,train
13119,train
8791,train
22138,train
7995,train
23906,train
29666,train
26536,train
12126,train
7207,train
10909,train
8659,train
12274,train
28201,train
16721,train
23950,train
23171,train
18301,train
27371,train
21216,train
12971,train
17068,train
1774,train
10482,train
8292,train
20002,train
23207,train
21168,train
6233,train
505,train
10515,train
14510,train
16817,train
18233,train
4930,train
4476,train
7524,train
