index,set
25263,train
11332,train
3683,train
24186,train
15921,train
468,train
1933,train
14880,train
4008,train
8871,train
29624,train
25171,train
20571,train
16666,train
27720,train
18639,train
13978,train
25226,train
17265,train
806,train
16719,train
27117,train
4383,train
14670,train
4768,train
11334,train
21499,train
15002,train
16494,train
21287,train
4231,train
18516,train
8386,train
14113,train
465,train
13209,train
10018,train
29885,train
25645,train
26469,train
25837,train
25468,train
29100,train
11584,train
4177,train
10466,train
540,train
22773,train
6448,train
10602,train
27075,train
4403,train
27107,train
13373,train
9851,train
9642,train
13297,train
29757,train
2679,train
26279,train
27465,train
16113,train
17387,train
12765,train
16373,train
25193,train
21813,train
15527,train
7537,train
23201,train
531,train
14308,train
8817,train
18171,train
5797,train
16432,train
9663,train
17487,train
20685,train
28091,train
3937,train
16416,train
29673,train
24083,train
5010,train
10536,train
9367,train
11796,train
19473,train
4308,train
11037,train
7870,train
29964,train
3979,train
24757,train
7979,train
17953,train
16541,train
28866,train
7296,train
24828,train
16722,train
26857,train
21311,train
17758,train
1858,train
23837,train
10866,train
19655,train
21898,train
14413,train
8056,train
27657,train
304,train
2330,train
3095,train
3922,train
26307,train
13898,train
14336,train
14155,train
21842,train
6699,train
12954,train
17921,train
22721,train
13219,train
11345,train
14465,train
24844,train
21634,train
10700,train
8396,train
3633,train
15751,train
18313,train
28745,train
13621,train
974,train
9251,train
19014,train
2540,train
14724,train
7951,train
617,train
9665,train
18413,train
19653,train
18989,train
6716,train
12955,train
8885,train
17428,train
14291,train
12565,train
25487,train
19259,train
6599,train
3847,train
25502,train
2956,train
28430,train
9438,train
13323,train
24657,train
3020,train
178,train
4316,train
4416,train
476,train
1805,train
14970,train
22571,train
4177,train
10262,train
23238,train
13577,train
10635,train
27469,train
12686,train
9330,train
16975,train
7708,train
3800,train
15808,train
18850,train
4265,train
18482,train
19911,train
4810,train
21719,train
9234,train
23061,train
6116,train
15205,train
28050,train
15421,train
13070,train
6794,train
13833,train
1223,train
11548,train
6500,train
6744,train
13177,train
16108,train
20865,train
15644,train
11312,train
5200,train
10190,train
5824,train
18968,train
17204,train
1449,train
18891,train
2831,train
23563,train
6861,train
18412,train
29102,train
1848,train
9003,train
10797,train
28547,train
10377,train
28705,train
7771,train
29835,train
20006,train
25626,train
14332,train
27233,train
387,train
517,train
27524,train
548,train
24847,train
20028,train
4596,train
13883,train
10435,train
21650,train
3621,train
4297,train
3968,train
1247,train
27683,train
4227,train
20295,train
23171,train
20991,train
23655,train
28749,train
29821,train
5416,train
3183,train
192,train
13128,train
926,train
21600,train
5836,train
5711,train
581,train
11495,train
20839,train
25512,train
10199,train
29550,train
18696,train
20928,train
10278,train
10395,train
24973,train
9967,train
9882,train
22331,train
1091,train
12379,train
16221,train
29734,train
12368,train
27992,train
28853,train
11735,train
27427,train
4121,train
17831,train
5019,train
8648,train
23764,train
9548,train
22897,train
20310,train
345,train
214,train
18472,train
5981,train
14517,train
14861,train
25162,train
23670,train
10483,train
6949,train
7444,train
21408,train
4362,train
25900,train
27579,train
5977,train
4452,train
4121,train
29312,train
24581,train
6482,train
20260,train
18702,train
19431,train
9251,train
22219,train
12490,train
14660,train
18523,train
21042,train
7345,train
29497,train
20810,train
22651,train
8614,train
16594,train
14371,train
20953,train
11857,train
233,train
2480,train
6310,train
17021,train
29987,train
25721,train
21398,train
10037,train
15669,train
765,train
22193,train
18442,train
21714,train
655,train
9210,train
11349,train
25233,train
15467,train
20902,train
17386,train
26276,train
23516,train
5284,train
26674,train
7115,train
13611,train
21473,train
23635,train
21921,train
10811,train
13590,train
8800,train
16143,train
13661,train
20655,train
10530,train
25069,train
25460,train
7023,train
6483,train
18618,train
23229,train
24775,train
669,train
2072,train
17399,train
465,train
11796,train
7928,train
10899,train
24016,train
923,train
26256,train
29735,train
18717,train
829,train
26851,train
4032,train
836,train
8253,train
3916,train
10325,train
25621,train
14238,train
18962,train
22296,train
6062,train
4492,train
22158,train
19251,train
9624,train
14434,train
228,train
15356,train
11214,train
7103,train
28203,train
6750,train
15000,train
9556,train
29449,train
3929,train
13187,train
10586,train
25281,train
9987,train
11042,train
19454,train
12638,train
11363,train
29043,train
18934,train
25870,train
26170,train
12133,train
554,train
28196,train
767,train
12341,train
12069,train
17660,train
3154,train
19110,train
23694,train
7804,train
7011,train
18017,train
16123,train
4243,train
9486,train
4960,train
9058,train
23031,train
16066,train
8068,train
10211,train
5630,train
22825,train
4274,train
8415,train
15306,train
10285,train
21135,train
11000,train
8041,train
18340,train
13473,train
4789,train
12023,train
3356,train
8452,train
20440,train
22295,train
20775,train
8594,train
692,train
19538,train
18898,train
13383,train
25108,train
10566,train
27021,train
12623,train
136,train
17738,train
18748,train
18071,train
27568,train
29165,train
24160,train
23267,train
29757,train
12835,train
2910,train
25712,train
19019,train
4490,train
417,train
14390,train
22839,train
16929,train
1760,train
3673,train
19706,train
29971,train
15948,train
6784,train
9361,train
29331,train
6106,train
26087,train
469,train
17469,train
16304,train
15761,train
1647,train
28943,train
28079,train
6052,train
27909,train
19931,train
16271,train
19972,train
7340,train
9041,train
17166,train
16540,train
13556,train
2513,train
3570,train
11228,train
18375,train
5877,train
3427,train
10059,train
5013,train
2278,train
26749,train
904,train
22796,train
14090,train
15960,train
9063,train
25525,train
19166,train
4009,train
10950,train
13628,train
2392,train
633,train
791,train
3382,train
26787,train
25235,train
6353,train
24090,train
23688,train
18360,train
3604,train
12149,train
6963,train
26444,train
477,train
17431,train
8230,train
11612,train
22877,train
18093,train
19543,train
20474,train
28049,train
1873,train
28000,train
9096,train
5372,train
5700,train
7171,train
15081,train
8071,train
1190,train
1855,train
5022,train
4413,train
26471,train
87,train
6208,train
27729,train
26146,train
7423,train
23229,train
7332,train
20561,train
2915,train
1206,train
23480,train
10493,train
29360,train
16172,train
8247,train
24421,train
9802,train
11328,train
21043,train
9436,train
27763,train
5829,train
21603,train
23,train
17951,train
16859,train
27804,train
26416,train
11886,train
2321,train
24284,train
16726,train
13419,train
26043,train
8313,train
14727,train
21679,train
25196,train
27395,train
10164,train
29102,train
16514,train
29478,train
29824,train
7801,train
10457,train
22788,train
295,train
5153,train
2545,train
19095,train
26209,train
24067,train
14435,train
19682,train
7459,train
13814,train
17018,train
15886,train
13953,train
15297,train
14668,train
1817,train
5855,train
7388,train
15204,train
22215,train
23495,train
1163,train
27444,train
4910,train
3614,train
2410,train
4295,train
28112,train
11639,train
28127,train
23348,train
7900,train
21696,train
2791,train
12508,train
5160,train
6658,train
23042,train
19922,train
16391,train
12365,train
18228,train
1913,train
1336,train
24738,train
22545,train
23959,train
20119,train
21961,train
6194,train
1606,train
19834,train
28951,train
14852,train
969,train
24489,train
2027,train
14184,train
13648,train
16129,train
28170,train
741,train
28707,train
7303,train
16889,train
3162,train
7275,train
24234,train
9404,train
3365,train
20125,train
