index,set
23306,train
25816,train
4200,train
206,train
16562,train
1501,train
28691,train
18043,train
26113,train
17572,train
15050,train
7853,train
27155,train
1938,train
8197,train
18809,train
9915,train
11229,train
13977,train
27684,train
3519,train
6476,train
16468,train
24217,train
761,train
24515,train
10815,train
7925,train
29594,train
23791,train
20616,train
12729,train
497,train
11764,train
5954,train
12458,train
2444,train
1821,train
18678,train
18768,train
23827,train
27003,train
18183,train
5821,train
22345,train
25031,train
14971,train
19814,train
10398,train
4607,train
6775,train
16784,train
5576,train
9346,train
13257,train
7108,train
16815,train
16766,train
15697,train
20593,train
8260,train
4,train
20965,train
24661,train
17460,train
25169,train
13263,train
12921,train
1610,train
16561,train
2565,train
20801,train
3578,train
10640,train
6942,train
28341,train
15422,train
25777,train
8668,train
1898,train
23749,train
11133,train
16265,train
20263,train
17924,train
17142,train
1591,train
6921,train
7266,train
16801,train
28564,train
21708,train
19747,train
7771,train
26558,train
21854,train
1412,train
22670,train
12965,train
18033,train
15348,train
22070,train
7944,train
18874,train
10027,train
17442,train
21324,train
8169,train
11069,train
21665,train
28923,train
29684,train
12515,train
22173,train
960,train
14109,train
5463,train
12843,train
5242,train
6308,train
14677,train
17486,train
18294,train
14909,train
1968,train
24243,train
4939,train
13855,train
19053,train
3205,train
15934,train
23025,train
29343,train
2007,train
17067,train
17050,train
13821,train
22275,train
6099,train
27099,train
13384,train
21443,train
2106,train
9015,train
29302,train
21282,train
24488,train
8145,train
24352,train
18590,train
22999,train
7588,train
19104,train
10595,train
15833,train
15951,train
895,train
8777,train
15650,train
28573,train
7342,train
23183,train
8124,train
7485,train
17208,train
26727,train
10318,train
26094,train
4028,train
25921,train
16023,train
22220,train
2280,train
29662,train
24265,train
5490,train
4730,train
4708,train
23690,train
21463,train
20844,train
26863,train
5631,train
24543,train
25577,train
10383,train
11428,train
896,train
25921,train
14082,train
20164,train
22067,train
4997,train
112,train
15813,train
4180,train
20022,train
24875,train
21286,train
3693,train
15370,train
6864,train
2613,train
29380,train
11213,train
21367,train
4076,train
23737,train
29732,train
29582,train
13163,train
11826,train
6949,train
3059,train
2700,train
6863,train
14814,train
9681,train
9764,train
22923,train
8101,train
22862,train
4771,train
3169,train
5937,train
17086,train
29238,train
29846,train
25019,train
2098,train
4371,train
17242,train
14892,train
7511,train
6588,train
9976,train
4472,train
22379,train
22118,train
4397,train
13373,train
27781,train
10008,train
18161,train
26720,train
14638,train
22371,train
18971,train
15462,train
18654,train
5087,train
10967,train
1150,train
25482,train
20324,train
4792,train
11948,train
2198,train
29212,train
10133,train
17056,train
18477,train
11429,train
16953,train
22894,train
20559,train
26056,train
1403,train
19744,train
1642,train
27052,train
11032,train
9700,train
4,train
13855,train
14291,train
3926,train
22512,train
13582,train
19135,train
29216,train
23358,train
7224,train
6877,train
7710,train
25211,train
11898,train
8069,train
1911,train
19602,train
14304,train
27124,train
10690,train
17537,train
26184,train
26762,train
8656,train
26132,train
11682,train
23057,train
20680,train
15808,train
11429,train
10843,train
11422,train
25212,train
1282,train
19015,train
12526,train
25444,train
4706,train
132,train
11190,train
27548,train
16364,train
25169,train
10415,train
21681,train
20945,train
1635,train
9876,train
28519,train
29421,train
7848,train
13465,train
29568,train
1712,train
22161,train
16847,train
9285,train
17541,train
14531,train
29430,train
