index,set
1040,train
29862,train
15356,train
25629,train
29725,train
16862,train
24604,train
1721,train
6327,train
22938,train
3176,train
4075,train
8052,train
13770,train
13659,train
20225,train
581,train
17779,train
26342,train
21989,train
6145,train
2822,train
16377,train
27794,train
9788,train
18769,train
11901,train
4904,train
17978,train
17774,train
16896,train
12714,train
14693,train
5361,train
29720,train
20189,train
3646,train
25708,train
8818,train
13801,train
29104,train
23413,train
23576,train
14156,train
1997,train
17024,train
14881,train
21638,train
4602,train
19416,train
16768,train
6165,train
9411,train
17411,train
2340,train
20259,train
3799,train
17567,train
27898,train
18090,train
2335,train
27568,train
24177,train
10282,train
9143,train
1067,train
18032,train
5165,train
4433,train
13742,train
2770,train
11211,train
16548,train
970,train
14723,train
24209,train
13996,train
9238,train
260,train
5375,train
29559,train
24865,train
10663,train
26199,train
1550,train
5547,train
23264,train
13101,train
16546,train
22764,train
938,train
24084,train
765,train
11695,train
2561,train
27392,train
9631,train
9738,train
17818,train
2679,train
11591,train
11813,train
26723,train
1618,train
14715,train
19252,train
10578,train
13004,train
653,train
22479,train
6984,train
5386,train
2564,train
11641,train
9493,train
7189,train
22301,train
18948,train
29582,train
2146,train
758,train
12200,train
18304,train
10405,train
29277,train
3670,train
29035,train
7300,train
1593,train
7430,train
7148,train
18815,train
43,train
16273,train
2282,train
20108,train
8793,train
4827,train
28919,train
6924,train
3962,train
23858,train
21679,train
15500,train
2742,train
2038,train
17290,train
4612,train
18748,train
17793,train
14316,train
6962,train
12093,train
22731,train
5850,train
23638,train
2274,train
7795,train
10503,train
17558,train
14458,train
5634,train
11833,train
879,train
15813,train
19808,train
16400,train
14683,train
12042,train
1597,train
27109,train
16934,train
12343,train
1195,train
24727,train
17238,train
21139,train
15262,train
3435,train
7298,train
16079,train
8096,train
28567,train
12918,train
3937,train
2139,train
23484,train
23233,train
5785,train
10033,train
7942,train
24000,train
8340,train
23180,train
13283,train
26222,train
26142,train
27081,train
8536,train
10456,train
24800,train
20878,train
13148,train
15706,train
8429,train
15069,train
29928,train
17384,train
1798,train
27731,train
19034,train
1856,train
21403,train
11521,train
10654,train
5350,train
18489,train
3559,train
26730,train
23619,train
19679,train
18499,train
21376,train
965,train
17128,train
16394,train
25428,train
12305,train
7479,train
7970,train
19972,train
26977,train
18822,train
19090,train
3418,train
3780,train
29354,train
18312,train
21378,train
27237,train
11786,train
27160,train
28525,train
1146,train
28697,train
21432,train
2524,train
12718,train
177,train
2340,train
2129,train
22094,train
27273,train
13115,train
17939,train
16445,train
3088,train
13914,train
5921,train
29351,train
1577,train
12697,train
21087,train
9471,train
29959,train
14793,train
19015,train
17471,train
24680,train
18489,train
7126,train
15716,train
13941,train
29014,train
24770,train
4270,train
21354,train
24904,train
20726,train
16789,train
12047,train
29368,train
22230,train
5867,train
18427,train
3778,train
27693,train
12716,train
24455,train
15337,train
3118,train
25453,train
21969,train
13852,train
2818,train
823,train
19067,train
13617,train
19189,train
9598,train
3915,train
16175,train
25349,train
24918,train
7093,train
28083,train
18394,train
938,train
13565,train
9109,train
15956,train
404,train
29548,train
23848,train
21051,train
18307,train
27228,train
20029,train
13257,train
1835,train
78,train
29639,train
4286,train
13018,train
24565,train
10376,train
26353,train
11303,train
8566,train
23233,train
13907,train
20377,train
24678,train
5917,train
18673,train
1144,train
10111,train
12691,train
19205,train
17307,train
822,train
7346,train
2643,train
22183,train
16701,train
25750,train
20067,train
1303,train
5464,train
4751,train
19663,train
20720,train
18333,train
18910,train
24002,train
13465,train
17169,train
29951,train
3488,train
12911,train
5187,train
2382,train
15531,train
12469,train
23175,train
5543,train
29679,train
20023,train
26010,train
4883,train
5439,train
459,train
14787,train
15839,train
24889,train
12443,train
16291,train
13338,train
1792,train
11181,train
2278,train
3441,train
27922,train
7816,train
10384,train
3256,train
23062,train
1714,train
12751,train
22060,train
26352,train
29484,train
3890,train
5401,train
16399,train
6513,train
24768,train
15620,train
23301,train
25342,train
5171,train
1890,train
9793,train
1722,train
6605,train
25071,train
19118,train
9712,train
14027,train
14590,train
2721,train
12016,train
12831,train
29034,train
7302,train
24943,train
6746,train
20053,train
24025,train
16114,train
27170,train
22776,train
13756,train
